Expression,Study
23.668882261307658,Study B
0.28900572893803445,Study B
4170.563524568579,Study B
0.2187975472319169,Study B
1.4465663668471875,Study B
245.06250328684453,Study B
123.86578265124679,Study B
35.89828992761576,Study B
129.9844711805137,Study B
131.28257421706846,Study B
579.4303703431158,Study B
9.498292003197957,Study B
0.6337421074282411,Study B
1281.62045031644,Study B
116.01138388288119,Study B
817.97895907919,Study B
94.5223941168691,Study B
564.3312761799012,Study B
1748.8245757149596,Study B
2.064761029427071,Study B
12304.880042946927,Study B
55.43795205037339,Study B
6.640022319985755,Study B
2.9671482138095717,Study B
0.15734913662325184,Study B
6.592340580626198,Study B
20.667541189749095,Study B
1.0275928650473154,Study B
896.0951146051132,Study B
106.98062803754966,Study B
3006.2585203914377,Study B
11.474301396289746,Study B
0.4897861871360915,Study B
4.304005631906971,Study B
2.177794594265206,Study B
15.55314238215177,Study B
7.121426930590091,Study B
67.10333442108737,Study B
64.251177535215,Study B
1.6078330067830378,Study B
15.049895862600732,Study B
17.598490628642107,Study B
225.31973578537074,Study B
1.5443408472164437,Study B
3.0551621598135195,Study B
17.331986549654037,Study B
3.310933722661801,Study B
21.64528392153588,Study B
1.0392166436017045,Study B
0.47740980739638456,Study B
1326.2259347836912,Study B
1.0980647617635546,Study B
2.6441428357163703,Study B
5.087299661103937,Study B
6.267712925595619,Study B
17.157073205219987,Study B
3.2230174784558114,Study B
171.03814748754937,Study B
2.718437756445882,Study B
8.890863073385034,Study B
30.017153623444123,Study B
2.4496336541424677,Study B
1.0570126649537561,Study B
19.90896982227501,Study B
1.500656836079163,Study B
5.7414900825935735,Study B
1.58363507085555,Study B
13.295090229296484,Study B
1.0826508637786298,Study B
3.58415629390484,Study B
16.30553723286328,Study B
0.7211730425921392,Study B
142.5402249957663,Study B
442.6112650280521,Study B
0.6893085649805967,Study B
1.238472505594589,Study B
3.417856044730371,Study B
52.861072519103196,Study B
655.8700338001594,Study B
653.5634144669347,Study B
63.150227018048426,Study B
0.3531768939084746,Study B
2.1117164404808695,Study B
87.42356949961764,Study B
0.22649255863491694,Study B
738.4975135320045,Study B
4.945530166106801,Study B
3900.7379588548715,Study B
361.58413137970393,Study B
87.7614148817404,Study B
11.047440945510719,Study B
0.5329616756800485,Study B
1.1124483384418349,Study B
444.81926944017084,Study B
5435.943009879221,Study B
5.3502116219866895,Study B
0.7047556204082815,Study B
34.54003579941754,Study B
1187.8223939707564,Study B
69.43834877387803,Study B
17.884868889321442,Study B
2.569183669486401,Study B
103.17809070362627,Study B
24.084375074944447,Study B
67.02706288066172,Study B
82.33115859682604,Study B
11.330093128239383,Study B
133.60729467579796,Study B
9.848456598905049,Study B
13.863398302548433,Study B
7.659691684294103,Study B
22.185004802744743,Study B
3.9851872340672085,Study B
2.4644235217109722,Study B
3.1668238599276135,Study B
10.741017506286006,Study B
63.504642334784634,Study B
0.19092604285476078,Study B
377.82992257493294,Study B
72.14107998078511,Study B
12.93316780101122,Study B
7.383687850327149,Study B
4.276869371923853,Study B
0.15621221688116846,Study B
99.80422159813858,Study B
3.434829435159826,Study B
40.777217620148875,Study B
31.658645367576682,Study B
0.18921448782169994,Study B
12.663225938178197,Study B
2.4563505541247483,Study B
1.6962006586854363,Study B
2.081911746890328,Study B
1.5077873891093097,Study B
15.033210740625874,Study B
0.6566669437653523,Study B
1.5130040974638654,Study B
258.46291268410124,Study B
268.04072829037534,Study B
0.18104323242562614,Study B
0.35622910108163136,Study B
34.86529347960242,Study B
129.60959689268705,Study B
40.08290820388867,Study B
2.9508639087437953,Study B
2.6942320667398154,Study B
51.57973267677333,Study B
3.450820292085915,Study B
153.6204557395188,Study B
25.65522906945335,Study B
12.969623792446132,Study B
186.43896736495793,Study B
12.848730030120018,Study B
12.457400998609241,Study B
36.706325596177194,Study B
845.3811350454391,Study B
12.111642281299671,Study B
9.188950171433085,Study B
2.2595957686213137,Study B
9873.503553362789,Study B
28.23240266543928,Study B
142.6949377671994,Study B
14.089880397404508,Study B
273.2948135777085,Study B
2.316669411712893,Study B
5.878224466753048,Study B
5.391256573390043,Study B
12.193664356014324,Study B
14.183088287487946,Study B
60.95818472833249,Study B
39.32011656218925,Study B
1.452581738758794,Study B
10.06391920325502,Study B
0.12178262084309616,Study B
312.14825074800143,Study B
1.0282833317098592,Study B
223.0524159368319,Study B
2.705616083938137,Study B
0.29072481825467617,Study B
0.23564161524692795,Study B
1384.136373820549,Study B
3.461110032045574,Study B
2.07724773111123,Study B
1.121115630978459,Study B
8.696732200148942,Study B
5.019147412313406,Study B
6.269720190520327,Study B
626.7389198826912,Study B
133.26449612337407,Study B
8.845378451540546,Study B
0.23133416379785385,Study B
13.463401016900225,Study B
21.414788476345134,Study B
1.3860225137959765,Study B
13.48292973397611,Study B
21.10314905263332,Study B
24.689785115377802,Study B
3.2376608551705846,Study B
82.34743519429627,Study B
17.862161389700947,Study B
3367.95930929102,Study B
0.5245847446594677,Study B
12.312564626262084,Study B
6.16655322602137,Study B
5.403988918327357,Study B
0.5908624438303762,Study B
5137.958393683642,Study B
704.0672094267425,Study B
650.2284800972968,Study B
495.14426053318755,Study B
0.7746156366401775,Study B
2.190845371647433,Study B
1184.9540178162447,Study B
2.189477250649676,Study B
0.44183015010881843,Study B
41.63140600301252,Study B
12.773239495768017,Study B
0.3193020516636169,Study B
8.501153934346982,Study B
1.7184507591826845,Study B
1.7401967124422375,Study B
93.12724910365802,Study B
163.4417010764734,Study B
246.0258898882666,Study B
0.5547080995909608,Study B
0.7320876763351992,Study B
25.580577421582543,Study B
5.793708289045753,Study B
2.242327350692237,Study B
194.67131796600236,Study B
0.29519201578892645,Study B
8.860968185915025,Study B
0.176452351367906,Study B
2.645735770784464,Study B
17.238278714401673,Study B
2.284839745427214,Study B
114.75807779804275,Study B
12.49518879059152,Study B
4.065777350182671,Study B
0.9118112468047416,Study B
1.0354614766518655,Study B
270.7470163818323,Study B
1.5839256694719261,Study B
149.77886583834496,Study B
28.6000186958133,Study B
81.95558834201441,Study B
3.826374374946514,Study B
2.9956126451747735,Study B
18.32236278175458,Study B
897.6580790538446,Study B
5.28572657959953,Study B
85.59119051283128,Study B
33.88205695420923,Study B
2.5702859249746104,Study B
241.02989572123295,Study B
0.4396823383564992,Study B
26.581406572599388,Study B
0.98718018110118,Study B
158.28020658955987,Study B
26.81922232170533,Study B
126.16048327898403,Study B
75.04536883367733,Study B
0.8880401820801453,Study B
44.410479232642956,Study B
178.95924661253363,Study B
199.34245111700812,Study B
125.06574613615543,Study B
19.310868652215124,Study B
119.2702861759184,Study B
1444.1184451288466,Study B
207.607783691371,Study B
359.21374495669784,Study B
3.7351817442906547,Study B
22.981843833667867,Study B
1.0259281335177792,Study B
328.01330023563185,Study B
30.113633218851756,Study B
169.753426849317,Study B
1.9446132654392891,Study B
3951.6964012694375,Study B
1.7921336263985563,Study B
14.598086592785856,Study B
10.070849851729642,Study B
23.51142811036071,Study B
