ACOX1,ECH1,sbcoa
ACADL,NDUFA2,q10h2
ACADL,UQCRFS1,q10h2
ACADL,NDUFS8,q10h2
ACADL,ND6,q10h2
ACADL,NDUFC1,q10h2
ACADL,NDUFA7,q10h2
ACADL,NDUFS6,q10h2
ACADL,UQCRC1,q10h2
ACADL,NDUFS4,q10h2
ACADL,TUSC3,q10h2
ACADL,NDUFB10,q10h2
ACADL,NDUFC2,q10h2
ACADL,NDUFV1,q10h2
ACADL,344967_AT1,CE4854
ACADL,FADS1,M00123
ACADL,FADS2,M00123
ACADL,ACSBG1,CE4854
ACADL,FADS3,M00123
ACADL,HSD17B10,CE4854
ACADL,DMGDH,fad
ACADL,PRODH2,fad
ACADL,FLAD1,fad
ACADL,SARDH,fad
ACADL,CHDH,fad
ACADL,DEGS2,fad
ACADL,CYP7A1,fad
ACADL,ACAD10,fad
ACADL,ACAD8,fad
ACADL,ACOX2,CE2437
ACADL,DEGS1,fad
ACADL,BLVRB,fad
ACADL,PRODH,fad
ACADL,ACAD11,fad
ACADL,ENPP1,fad
ACADL,ENPP3,fad
ACADL,DHCR24,fad
ACADL,FADS6,stcoa
ACADL,ABCD2,docoscoa
ACADL,CROT,dmnoncoa
ACADL,ECI2,CE5114
ACADL,ECI1,CE5114
ACADL,LOXL2,arachcoa
ACADL,RPL14,CE2243
ACADL,TECR,CE2242
ACADL,TECRL,CE2242
ACADL,ACOT13,hpdececoa
ACADL,HACD2,M00054
ACADL,HACD3,M00054
ACADL,HACD4,M00054
ACADL,HIGD2A,M00054
ACADL,HACD1,M00054
ACADL,ECH1,CE5114
ACADL,DECR2,CE2441
ACADL,DECR1,CE2441
SPTLC1,ACSL1,pmtcoa
SPTLC1,ACSL3,pmtcoa
SPTLC1,ACSBG2,pmtcoa
SPTLC1,ACOT4,pmtcoa
SPTLC1,ELOVL4,pmtcoa
SPTLC1,ACADVL,pmtcoa
SPTLC1,SCD5,pmtcoa
SPTLC1,SLC27A2,pmtcoa
SPTLC1,ACSL5,pmtcoa
SPTLC1,ACSL4,pmtcoa
SPTLC1,SCD,pmtcoa
SPTLC1,ELOVL1,pmtcoa
SPTLC1,SPTLC3,3dsphgn
SPTLC1,SLC27A4,pmtcoa
SPTLC1,PIGW,pmtcoa
SPTLC1,ELOVL3,pmtcoa
SPTLC1,ACSL6,pmtcoa
SPTLC1,SPTLC2,3dsphgn
SPTLC1,SOAT2,pmtcoa
SPTLC1,CPT2,pmtcoa
SPTLC1,SLC7A9,ser__L
SPTLC1,CBS,ser__L
SPTLC1,PTDSS2,ser__L
SPTLC1,PSPH,ser__L
SPTLC1,SDS,ser__L
SPTLC1,SLC7A6,ser__L
SPTLC1,SLC43A1,ser__L
SPTLC1,8781_AT1,ser__L
SPTLC1,SLC38A1,ser__L
SPTLC1,SLC38A4,ser__L
SPTLC1,PTDSS1,ser__L
SPTLC1,SLC1A5,ser__L
SPTLC1,SLC7A10,ser__L
SPTLC1,SLC3A1,ser__L
SPTLC1,SLC6A14,ser__L
SPTLC1,SLC38A5,ser__L
SPTLC1,SLC38A2,ser__L
SPTLC1,SLC7A7,ser__L
SPTLC1,SLC6A19,ser__L
SPTLC1,SHMT1,ser__L
SPTLC1,AGXT,ser__L
SPTLC1,PLD2,ser__L
SPTLC1,SHMT2,ser__L
SPTLC1,CBSL,ser__L
SPTLC1,ACE2,ser__L
SPTLC1,KDSR,3dsphgn
ACSL1,ACSL3,CE5125
ACSL1,ACSBG2,M00265
ACSL1,ACOT4,M00265
ACSL1,ELOVL4,CE4854
ACSL1,ACADVL,CE4854
ACSL1,SCD5,M00004
