	SLC10A1	CNDP1	ADH1C	NDST4	PLPPR4	HPGD	RDH16	ADCY8	CYP1A2	PNLIPRP2	IDO2	CPA5	LGSN	PNMT	BBOX1	ALDOB	SRD5A2	SULT4A1	STRA6	UGT1A7	SLC3A1	CA4	SLC22A1	HS6ST2	CYP1A1	GLS2	MOGAT2	PLPPR5	GLYAT	CYP2C19	HAO2	CYP11B1	CA7	ACADL	CPA6	SLC6A2	CYP2C8	CYP2A13	HS3ST4	ATP1A2	SLC7A3	SLC1A1	UGT1A3	TDO2	AKR1D1	VNN1	CPA2	NNMT	DPEP1	UGT1A4	GCK	CPA1	CYP2B6	CYP2A6	HS3ST5	CYP3A4	HSD11B1	SDS	CYP2A7	PLA2G2E	ASPG	XDH	RBP2	SLC22A12	UGT1A9	TAT
P4HA1	2.6810885710026784e-05	0.0001059442986879	2.11421283638016e-06	7.74364671060762e-08	5.722016818578535e-07	5.739952950137424e-07	4.902070544579522e-07	1.287280200228381e-07	1.2666039402134718e-06	8.983197774090291e-08	0.0002053677781577	9.920163559759512e-05	4.8025060404301e-05	2.122101696180111e-06	2.706005953310661e-06	2.1940966093363963e-06	2.258365867430541e-07	8.445325946097474e-08	2.965778931671669e-07	7.572335448447813e-07	4.372085557396405e-05	2.838993332416499e-06	2.2155334613080027e-06	8.445325946097474e-08	1.2666039402134718e-06	4.802506040430108e-05	2.257712033686897e-07	3.59742855237407e-08	6.81899925627281e-05	1.6533622294993266e-06	5.682020509225489e-06	1.287932793655212e-07	2.838993332416499e-06	1.6116195357790836e-05	9.920163559759512e-05	3.257385277667245e-05	1.2329373280629216e-06	6.92230691634742e-07	8.445325946097474e-08	3.750706147618965e-05	5.449117116508919e-05	2.7628037114019967e-05	1.0789321265419296e-06	0.0002053677781577	6.239932625530609e-07	2.273496564942996e-06	9.920163559759512e-05	1.959325516516749e-06	8.985283748555503e-05	7.329263100228939e-07	4.828255435014088e-06	9.920163559759512e-05	6.92230691634742e-07	6.724088313868761e-07	8.445325946097474e-08	1.3046803947610676e-06	3.533821818728384e-08	8.841990080774445e-05	6.92230691634742e-07	1.1623829666721775e-06	9.545585532609916e-05	4.060461145763184e-06	2.965778931671674e-07	3.3324328510711418e-06	1.3794745315481924e-06	4.15007991314128e-05
NDUFB9	1.164871291250537e-06	1.5851221296306025e-06	8.84779722732385e-07	1.2765689094189965e-07	1.8133537181024816e-06	4.0546760730626747e-07	1.8747485222326298e-07	4.601256879541422e-08	2.597772671327285e-06	2.827357543821153e-07	8.724792669103224e-07	7.953499576483838e-07	6.835295002679685e-07	1.4649247587151805e-05	7.686645465270809e-06	2.3200412758754698e-05	8.287202236093616e-07	1.390233398788738e-07	1.6883780305457578e-07	2.0429107627353807e-06	4.288276523135919e-06	6.747618815244263e-07	2.3428370454878866e-06	1.390233398788738e-07	2.597772671327285e-06	6.835295002679685e-07	1.1443252288080095e-06	1.6325436706416332e-08	4.2831593762340135e-05	9.035882061064652e-06	2.604423345688358e-06	2.220582438293943e-07	6.747618815244263e-07	0.0017125674254601	7.953499576483838e-07	5.414891477654181e-07	1.130487053561608e-05	2.596039153514649e-06	1.390233398788738e-07	4.6932685446483014e-07	7.699654753343662e-07	6.383884750504804e-07	2.476004308697386e-06	8.724792669103224e-07	5.412368191084348e-07	1.7342077784537135e-06	7.953499576483838e-07	1.7231902696456414e-05	1.5635236783329215e-06	1.973222653878834e-06	3.241541735886485e-07	7.953499576483838e-07	2.596039153514649e-06	2.561191084918056e-06	1.390233398788738e-07	1.0392439109696292e-05	8.262083811901188e-08	3.3182204495283125e-06	2.596039153514649e-06	4.711095840739872e-07	1.604123023578124e-06	4.491703712836368e-07	1.6883780305457578e-07	3.7995444041525328e-06	1.0046307837776873e-05	6.474444080339387e-07
LCLAT1	2.043840443041141e-07	8.212721941273127e-08	1.2739747211852748e-06	8.34205172609089e-08	0.0034509475319353	3.283258231559318e-07	2.892815212403917e-06	2.0716825670987542e-08	8.831087524795933e-07	0.0005474779847213	7.348886868113711e-08	8.724376678355706e-08	6.442423076793563e-08	1.3025065220074204e-07	1.6054398055030398e-07	1.345984949500622e-06	2.872334135205703e-07	8.207028010703707e-08	3.314707009480104e-06	7.108990645819136e-07	1.2027341093586646e-06	3.2487092065935256e-08	3.796173936015606e-07	8.207028010703707e-08	8.831087524795933e-07	6.442423076793563e-08	0.0001061496498909	3.215451810776247e-06	1.7777259704606814e-07	6.102392704436327e-07	4.873094220932663e-08	5.76249934921931e-07	3.2487092065935256e-08	1.4152804662250917e-06	8.724376678355706e-08	2.0351714383100925e-07	5.842214473414359e-07	9.042536981417896e-07	8.207028010703707e-08	2.090558029976959e-07	1.612263180643777e-07	1.486737332952516e-07	5.363715016458605e-07	7.348886868113711e-08	3.256183623982927e-07	5.3160821912380243e-08	8.724376678355706e-08	1.1401161278534123e-07	8.542933016168069e-08	6.472403754742213e-07	1.8825995127608487e-06	8.724376678355706e-08	9.042536981417878e-07	9.08522224772741e-07	8.207028010703707e-08	5.404559746438407e-07	1.1815431672337493e-07	1.0987110117978332e-06	9.042536981417896e-07	2.118182257101537e-05	6.835252271871279e-08	4.1004941730347945e-08	3.314707009480104e-06	6.775462336750717e-08	3.883229424979562e-07	5.3668777079068925e-08
SLC25A15	3.16795354692073e-05	9.992054699971337e-05	3.0133112844453435e-06	2.366278827428523e-07	4.4206073565482724e-07	4.417009557434906e-06	4.354048220947502e-07	1.3447052946398217e-07	9.516381361239568e-07	7.773857759012479e-08	9.989826497224212e-05	0.0001520548126277	6.446864197274514e-05	3.2235763926971757e-06	5.242817786203358e-05	1.5288053830066471e-06	2.498380446044984e-07	2.5728342349617264e-07	3.80279694999861e-07	7.37696094774088e-07	0.0010861961365432	3.579047560100765e-06	1.8846722851383065e-05	2.5728342349617264e-07	9.516381361239568e-07	6.446864197274514e-05	2.3068703421413522e-07	3.66361803644678e-08	3.915131329740044e-05	1.5518289093675611e-06	4.422835460449004e-06	1.1537429711968761e-07	3.579047560100765e-06	1.0491410693869632e-06	0.0001520548126277	3.982336500881901e-05	1.324511450536655e-06	6.758304212735031e-07	2.5728342349617264e-07	4.437324567257022e-05	0.0014886924991325	5.470612085506803e-05	1.1876034817638423e-06	9.989826497224194e-05	6.71862564494443e-07	3.740123257469077e-06	0.0001520548126277	2.201880262688667e-06	8.184341769577492e-05	9.23476676146506e-07	1.1928574962384012e-05	0.0001520548126277	6.758304212735031e-07	6.593242261857846e-07	2.5728342349617264e-07	1.3583301324541496e-06	3.8173050592870656e-08	6.387851062164733e-05	6.758304212735031e-07	1.272648530542199e-06	0.0001233727004078	7.965666699809491e-06	3.80279694999861e-07	5.0413761288128e-06	1.6030118102715825e-06	6.876113013691119e-05
FIG4	2.146830613204164e-07	6.788047246670987e-08	1.9769909150103038e-07	3.1830225070983605e-07	6.773241750520681e-06	1.6276962775791464e-07	3.813433197404109e-07	1.3225696284174708e-06	1.6861029166737008e-07	3.8006426885508953e-06	7.45945984188665e-08	7.569093365956819e-08	8.530408837428998e-08	3.964487421825215e-07	7.108902851263124e-08	4.3664705730026095e-08	6.295806532717113e-08	6.047097197025836e-08	4.364056752391462e-07	6.390281829861546e-07	4.87927486959867e-07	1.831315390792031e-08	3.907856692427594e-07	6.047097197025836e-08	1.6861029166737008e-07	8.530408837428998e-08	3.071041662110847e-05	0.0050664538680615	6.029503316133378e-08	2.883166607958005e-07	2.3276539144172405e-08	4.6583420559040226e-08	1.831315390792031e-08	1.2183340895867816e-07	7.569093365956819e-08	3.7891401355728605e-07	2.6483943133404696e-07	1.709732477132263e-07	6.047097197025836e-08	2.6344348443739026e-07	1.9690631335065886e-07	2.011843453401085e-07	4.659418138417769e-07	7.45945984188665e-08	5.4628603087147794e-08	1.252043748355096e-07	7.569093365956819e-08	6.858720795243641e-07	6.745658949725283e-08	5.735390109480526e-07	1.226822354874211e-06	7.569093365956819e-08	1.7097324771322657e-07	1.6956148756674777e-07	6.047097197025836e-08	2.501076127927352e-07	2.2244861025906225e-08	1.2839310989861776e-06	1.7097324771322657e-07	2.9497029902971825e-05	1.211911352663329e-07	3.2794950383663067e-06	4.364056752391462e-07	6.037578366372315e-08	5.051677048385627e-07	7.208771716550249e-08
SLC11A2	5.428273880196991e-06	4.936322935041082e-07	1.4229952643281157e-07	5.411272798849514e-08	2.669209621814341e-08	5.260080358103257e-07	2.3631783461768197e-08	1.0339968095685077e-07	2.1698248746535294e-07	6.485346715325816e-09	4.354743104946739e-07	5.912669094788561e-07	3.5809369032668805e-07	1.3962116745663428e-06	2.586271391790946e-07	4.9278705684098486e-08	2.257434557050256e-07	4.913539103984078e-08	2.2150115804800143e-08	1.979021265075828e-05	4.091196580621577e-06	4.3303895134277e-07	1.5603473862776024e-06	4.913539103984078e-08	2.1698248746535294e-07	3.5809369032668805e-07	2.567364408912086e-08	2.704258939566145e-09	2.85280873521762e-07	9.727610427935163e-07	1.1454469035190109e-07	1.1779110233846993e-07	4.3303895134277e-07	4.4264819677891094e-07	5.912669094788561e-07	6.373889532621231e-06	9.2850992720842e-07	2.199896569291757e-07	4.913539103984078e-08	6.753884259210286e-06	4.731919694885618e-06	4.389865393655559e-06	1.4866346013039457e-05	4.354743104946739e-07	2.7500477033032724e-07	3.159301349677023e-07	5.912669094788561e-07	2.801042331626775e-07	4.519247065179233e-07	1.9188954836900664e-05	7.922049787362355e-07	5.912669094788561e-07	2.199896569291757e-07	3.240082388429256e-07	4.913539103984078e-08	9.357188542237428e-07	2.654331121519774e-08	4.368009795011978e-07	2.199896569291757e-07	7.819075111021235e-08	6.28283948992478e-07	5.679305124084445e-07	2.2150115804800143e-08	1.3079088090347992e-07	8.9035555499623e-06	3.340675257481653e-07
HMGCL	9.720379475892472e-07	2.1891410732354893e-06	1.797220864959557e-06	3.9355438205331935e-08	7.527727269237983e-08	3.295597594044856e-07	8.401602541731351e-07	3.7710120498522065e-08	1.2833634897401322e-06	3.1450480787274344e-08	8.06841912858845e-07	2.806750773469785e-07	6.743675169761259e-07	2.904043107579197e-07	7.02572846400538e-06	4.179988241198915e-06	7.821037141129599e-07	3.82621041002177e-08	3.1332774637103266e-07	1.0055550813700022e-06	3.7659714902643765e-07	1.161052920924258e-06	1.7283979021233196e-06	3.82621041002177e-08	1.2833634897401322e-06	6.743675169761259e-07	1.444152061884413e-07	1.675431713320012e-09	2.6511773718702223e-05	1.160384105366914e-06	8.184417109619345e-06	6.097447930030618e-07	1.161052920924258e-06	5.208460717898384e-06	2.806750773469785e-07	2.682922978797312e-07	6.347404753344997e-06	1.3115718524395284e-06	3.82621041002177e-08	2.615139632801043e-07	7.358991006457705e-07	6.436377077012119e-07	1.1188032444783334e-05	8.06841912858845e-07	6.177206461470658e-07	3.600370197789401e-07	2.806750773469785e-07	2.944535320460407e-07	1.57484975927077e-06	1.3535669805317662e-05	4.6604271241916324e-08	2.806750773469785e-07	1.3115718524395284e-06	1.3386277859763286e-06	3.82621041002177e-08	5.704458294719229e-06	1.1979764715306085e-07	4.447217440367147e-05	1.3115718524395284e-06	9.97629465904695e-08	1.7099766383486033e-06	1.7700382831109194e-06	3.1332774637103266e-07	6.888560563041047e-05	7.2015354882999975e-06	2.2809678162396168e-05
CYP4X1	6.167587638067573e-05	9.059921148854426e-06	0.0001055300904541	7.564578027970142e-05	9.83189408609181e-06	0.0001728555965606	9.931019499137288e-05	2.038420374995164e-06	0.003448965734279	2.201074508739689e-05	6.7242345766011045e-06	2.1216610583944373e-06	2.1864990045294065e-06	5.765022499513911e-05	1.6626215307801386e-05	5.086388259185085e-06	0.0051731283769342	8.400892367606874e-05	0.0001103027621491	0.0001113286783363	9.072020179796807e-06	2.8523093829620263e-05	4.966737618393237e-05	8.400892367606874e-05	0.003448965734279	2.1864990045294065e-06	2.061491455879436e-05	2.58073201411645e-07	4.498883106978305e-05	0.0021174247558441	6.622937408240361e-06	7.608718091264506e-05	2.8523093829620263e-05	6.545205708396304e-05	2.1216610583944373e-06	2.277554452653671e-05	0.0019505994280342	0.0035338049095641	8.400892367606874e-05	1.4782753023951849e-05	1.0913106882930616e-05	1.0119510378444628e-05	0.0001664666305122	6.7242345766011045e-06	0.0004897630776115	7.660449213522384e-07	2.1216610583944373e-06	5.697612841036493e-05	2.0102098494647505e-05	0.0001305317934012	6.729800507660061e-07	2.1216610583944373e-06	0.0035338049095641	0.0033295721277493	8.400892367606874e-05	0.0017408423176925	2.8249659703450237e-05	1.5248495490700375e-05	0.0035338049095641	2.9533835203193745e-05	2.122280432224305e-06	5.4473970512615e-06	0.0001103027621491	7.457405677982277e-06	0.0001094971918705	2.81739465715942e-06
2679_AT1	8.331002954087471e-05	0.0029341845678327	6.54710719729465e-05	2.8787522072565115e-06	7.959024340864066e-07	0.0001774649527804	3.638340818993161e-05	3.44798131863236e-05	3.0417387405485537e-05	5.300371787358875e-07	0.0003333754014232	0.000259677602683	0.000206460371925	1.335659878399628e-05	3.0363235612859095e-05	1.2067900334473745e-05	9.115870548370334e-06	3.1732261408236327e-06	3.8734750305801896e-05	4.366533412134952e-05	0.0010908753774059	6.24568749307035e-05	5.2201013021691896e-05	3.1732261408236327e-06	3.0417387405485537e-05	0.000206460371925	6.350531371313815e-07	8.822119534943399e-08	0.0001784810143228	2.4770269650692324e-05	0.0001193315852102	3.128513719133437e-06	6.245687493070361e-05	3.3881185801738678e-06	0.000259677602683	6.885646056506633e-05	2.208940934073893e-05	3.017675966179018e-05	3.1732261408236327e-06	6.841855086438752e-05	0.0013754800573909	9.96195114023951e-05	3.388646261897736e-05	0.0003333754014232	1.006449659041664e-05	3.846165319402191e-06	0.000259677602683	4.9598663912988e-06	0.0030485529051788	4.0351534980508346e-05	1.2875299472135591e-05	0.000259677602683	3.017675966179018e-05	2.9019368911195786e-05	3.1732261408236327e-06	2.601328142316297e-05	9.22957221632958e-07	0.0001764606712801	3.017675966179018e-05	3.232667481764487e-06	0.0001576979590267	6.255800910038605e-05	3.8734750305801896e-05	4.226199969333448e-05	2.277499547288164e-05	0.0001763249517598
UGT2B10	4.435566935788503e-05	1.4063818370152172e-06	6.739849394458415e-06	6.52525394471215e-05	3.277810097228549e-07	1.7899591571960125e-05	2.9973249392679013e-06	1.0164135640170414e-06	4.159068439058906e-05	1.8240272705921698e-07	1.4972321022081425e-06	2.592810263153472e-07	2.421699245901048e-07	5.1540416117336346e-05	1.1269402007520434e-06	1.5280591293195435e-06	7.295286998398739e-05	1.313944033275841e-05	1.9210581742908637e-06	0.0055233114278326	7.173002786830168e-07	5.052802016283963e-06	1.099206208212174e-05	1.313944033275841e-05	4.159068439058906e-05	2.421699245901048e-07	4.002503664563306e-07	4.618995968871404e-07	1.237790490955022e-06	6.766895542985867e-05	1.931732943510428e-06	1.9593591999608847e-05	5.052802016283963e-06	1.3110418287070014e-06	2.592810263153472e-07	3.124465704170393e-05	7.203387066253616e-05	4.24074480837382e-05	1.313944033275841e-05	1.0660917209747076e-06	9.860993736922857e-07	7.553493255615098e-07	0.0037795427941819	1.4972321022081425e-06	3.5193986400924754e-05	7.509379271088465e-08	2.592810263153472e-07	5.53748370277821e-05	1.54406510020781e-06	0.0049065288852394	1.901747225968755e-07	2.592810263153472e-07	4.24074480837382e-05	6.806239366419926e-05	1.313944033275841e-05	0.0001132400375116	4.053454123908946e-06	1.634510275031776e-06	4.24074480837382e-05	8.570951551152165e-07	2.325201203018649e-07	3.2839083211673737e-06	1.9210581742908637e-06	3.776268734594569e-06	0.0024680260213761	1.3346749427903049e-06
NDST4	1.965299839984485e-05	4.262822520995904e-07	3.416566680946703e-06	0.7019338828945557	5.671778797618254e-07	5.496420990066705e-06	1.1365625242194883e-06	6.254484688594653e-07	4.153561936105364e-05	2.936994846492848e-07	1.0435731576276726e-06	1.659644720419332e-07	4.1805236495018045e-07	1.2270674443459835e-05	1.1720683376469824e-06	1.5777215699131629e-06	3.758491568832058e-05	0.0069387921084514	1.2243805711820617e-06	6.522766734529006e-05	7.882293358132606e-07	4.732514202465075e-06	2.623099224331522e-05	0.0069387921084514	4.153561936105364e-05	4.1805236495018045e-07	6.081721116806983e-07	2.7025662796118184e-07	3.427290021783904e-07	1.4446010809371316e-05	1.9715244468752307e-06	2.3423917228859853e-05	4.732514202465075e-06	4.918732583764642e-07	1.659644720419332e-07	2.206078747204949e-05	2.4742611750372504e-05	4.255075175426572e-05	0.0069387921084514	6.528836695478886e-07	6.471017334237952e-07	5.78481623245203e-07	5.6066166032604e-05	1.0435731576276726e-06	1.2973810821082392e-05	3.588587012548329e-08	1.659644720419332e-07	1.818263786202356e-06	6.690706756811477e-07	5.864168721324549e-05	8.948375006696866e-07	1.659644720419332e-07	4.255075175426572e-05	4.088572596441446e-05	0.0069387921084514	2.314202645995804e-05	2.3771468863313324e-05	1.0463139885483273e-05	4.255075175426572e-05	6.450511532406767e-07	2.5565343215740297e-07	3.365520608547598e-06	1.2243805711820617e-06	1.2847298636277782e-06	3.635064135674478e-05	9.756501859454966e-07
SLC17A2	0.001603352273643	0.0001340741533593	1.349034985245118e-05	1.7130118650729148e-06	1.862474684109737e-06	1.0463257353008778e-05	2.4732369700901298e-06	1.0239615160556177e-06	2.2075425468537847e-05	6.72938637180572e-07	0.0001324994938082	0.0001914838972365	0.0001123766865001	2.4163321853295885e-05	6.874543227333428e-05	6.215830946824837e-06	5.099719964679571e-06	1.8748201021469665e-06	2.158510917208719e-06	1.7445726063842922e-05	0.0012578634425706	8.304681221241999e-05	6.42303775408669e-05	1.8748201021469665e-06	2.2075425468537888e-05	0.0001123766865001	7.335123917785279e-06	5.979939597973551e-07	6.152672400627471e-05	1.598335358879937e-05	3.1167637863720334e-05	2.0272892248636982e-06	8.304681221241999e-05	7.5245689873308995e-06	0.0001914838972365	0.001944806004615	1.4352986395466554e-05	2.221812652467921e-05	1.8748201021469665e-06	0.0022566925147377	0.0015784925080097	0.0014643132405487	3.076410077716688e-05	0.0001324994938082	2.8067657426318372e-05	0.0001025026057037	0.0001914838972365	4.152276901072036e-06	0.0001106376868498	1.6345082859647393e-05	5.2440940417315885e-05	0.0001914838972365	2.221812652467921e-05	2.1163602901947463e-05	1.8748201021469665e-06	2.049943514674381e-05	5.557608939985538e-07	0.0001212144144033	2.221812652467921e-05	1.2734428812914892e-05	0.0002064716919873	0.0001383627322849	2.158510917208719e-06	2.49875462848236e-05	1.0311762831622922e-05	0.0001004657402425
PDE11A	1.2857643559351949e-05	1.996665169402664e-06	1.2106785376212858e-05	4.973003925919446e-07	2.1134369544637667e-07	4.842167363850994e-06	1.174075381137862e-06	0.0097776886882542	8.62213988780997e-07	8.12587420591974e-08	8.886176795875432e-07	1.0280913059985371e-06	1.1876979639998702e-05	2.2810117022950543e-06	8.716224304391864e-07	2.298085352125448e-06	1.567050025011211e-06	5.453829328040676e-07	1.2891335983452163e-06	2.0412945018597098e-06	1.6006884034614582e-06	1.76892150700676e-06	1.927714307139626e-05	5.453829328040676e-07	8.62213988780997e-07	1.1876979639998702e-05	2.343264020680797e-07	1.5254179563888134e-05	1.2564524987099229e-06	1.644437754291574e-06	1.227526839197686e-06	2.446297115124778e-06	1.76892150700676e-06	8.370823133017939e-07	1.0280913059985371e-06	1.983115576237547e-06	1.6438221979634928e-06	8.72519620542703e-07	5.453829328040676e-07	1.453806059931393e-06	1.3941946521629029e-06	7.150144276283871e-06	1.3625153570519253e-05	8.886176795875416e-07	4.189746221107908e-05	3.389830381260374e-06	1.0280913059985371e-06	4.546021839744569e-06	2.4599552682661933e-06	2.2153075057303684e-06	5.761401162164933e-05	1.0280913059985371e-06	8.72519620542703e-07	9.60451173844935e-07	5.453829328040676e-07	1.2116744283509018e-05	5.283211619858407e-07	1.506054669214216e-06	8.72519620542703e-07	6.068285679044077e-07	8.78578617684618e-06	0.0001994397727804	1.2891335983452163e-06	2.92470858896879e-05	2.120430384718237e-06	9.560586104125946e-06
CHIT1	5.643619050122109e-07	5.476614190307836e-08	2.045754155530542e-07	6.332427875396863e-07	2.0341812465721162e-07	1.3304994457188374e-07	3.431247656083135e-08	2.758938236908533e-08	2.945514377875226e-07	3.0843240134175323e-08	5.4547635350900914e-08	6.219159547485755e-08	1.27500073450832e-07	4.192770521492567e-07	2.3816960670205275e-08	5.077367972043226e-07	7.48553410342745e-07	5.820528332233428e-07	3.3737856065201315e-08	2.519719317852039e-06	9.831720950812807e-07	1.4123107699999457e-06	8.823106817096174e-08	5.820528332233428e-07	2.945514377875226e-07	1.275000734508322e-07	3.1603477767577893e-08	2.3493931466938277e-08	4.1085976766290075e-08	7.565876039250287e-07	9.345760749322752e-07	1.7606547875136371e-06	1.4123107699999457e-06	1.6428477109147262e-08	6.219159547485755e-08	3.204597033654288e-07	1.7914888581014617e-05	2.999362546395593e-07	5.820528332233428e-07	3.217353568206641e-07	2.2893020343157466e-07	2.531124304600641e-07	3.868433758259867e-05	5.4547635350900914e-08	8.603824294281955e-07	1.6934428859747076e-08	6.219159547485755e-08	4.638446959149928e-07	5.649069532903562e-08	3.289849097990508e-06	3.837090458936368e-05	6.219159547485755e-08	2.999362546395593e-07	5.4991329204737e-07	5.820528332233428e-07	1.5991165462689916e-05	3.6192358836091777e-07	7.66537631973579e-08	2.999362546395593e-07	4.3437304381366637e-08	5.838717543691602e-08	3.6320765450649113e-07	3.3737856065201315e-08	9.931816858685073e-08	1.5982461118425806e-06	1.0961631360439319e-07
PTGS2	5.2149543048203815e-05	9.416484786374924e-06	6.525709366255325e-05	9.662600616630244e-06	1.0553955882130904e-05	0.000616686971466	1.749585988747934e-05	3.077391381042808e-05	0.0031113214967606	2.2407534440617582e-05	6.061257829569618e-06	2.3106728989158827e-06	2.5870704559019345e-06	4.829859549564152e-05	2.287844012583029e-05	3.5060242098265034e-06	0.000578104452612	1.0646294926742133e-05	1.9332634127309463e-05	9.025152791259037e-05	9.085842176719144e-06	3.306638213594869e-05	0.000283228131655	1.0646294926742112e-05	0.0031113214967606	2.5870704559019345e-06	2.0858439872541527e-05	3.361294248878134e-07	4.581122041564112e-05	0.0019940804699604	5.162784100627633e-06	2.8047215482573185e-05	3.306638213594869e-05	6.993921508413741e-05	2.3106728989158865e-06	1.5886422717569712e-05	0.0017594651507516	0.0031878491500806	1.0646294926742112e-05	1.4665376762603906e-05	1.085228448522697e-05	1.020858840917074e-05	0.0001407513970253	6.061257829569618e-06	0.0002535182991299	7.571644209979684e-07	2.3106728989158865e-06	5.180576001213312e-05	3.5404585018086554e-05	0.0001085358249021	5.51327068481475e-07	2.3106728989158865e-06	0.0031878491500806	0.0030030944710992	1.0646294926742133e-05	0.0015739252954532	7.183559863552632e-06	7.103840361152492e-06	0.0031878491500806	2.916362249012903e-05	2.105547772816663e-06	5.3375313797433e-05	1.9332634127309463e-05	2.4708852449550152e-05	9.091372080696612e-05	2.8760103559257994e-06
ESD	1.699704747184731e-05	4.3946754817684745e-05	6.024055779494291e-05	2.0775263461822346e-06	3.709737772618982e-07	0.000171159617417	3.5535128752640275e-05	3.462495711468684e-05	4.996140359460676e-05	5.838892169998886e-07	0.0001954742130179	9.253912194234178e-06	9.264153375261843e-05	1.0747052930068518e-05	3.6488366018937657e-06	1.0795566410634496e-05	4.172391884416622e-05	2.2869837454156345e-06	3.852852686732733e-05	2.3945810400101774e-05	1.241053609568622e-05	5.627588001291784e-05	3.379551010279788e-05	2.2869837454156345e-06	4.996140359460676e-05	9.264153375261843e-05	4.497946220086162e-07	3.2431132179906334e-08	1.9105372454069215e-05	3.599041853756084e-05	6.016875640873689e-05	5.8730265630868194e-06	5.627588001291784e-05	1.9457631543368405e-06	9.253912194234178e-06	1.268402068087162e-05	3.68386075645344e-05	5.061160292351445e-05	2.2869837454156345e-06	4.596773183768408e-06	1.924713767436958e-05	4.1536674802771885e-05	2.881754619541543e-05	0.0001954742130179	4.542678786185285e-05	5.335485547461988e-07	9.253912194234178e-06	3.0835070183897004e-06	0.0001208279297521	3.495919765052511e-05	1.2933362629403292e-06	9.253912194234178e-06	5.061160292351445e-05	4.809286466559961e-05	2.2869837454156345e-06	3.42115650619955e-05	1.33513630761828e-06	2.255555038441213e-05	5.061160292351445e-05	1.7981684165924748e-06	1.20606826329681e-05	5.542967956642381e-05	3.852852686732733e-05	5.477242607442868e-05	1.9026971341162825e-05	8.880750171199013e-05
CRAT	3.677819981262329e-05	3.825037968183971e-05	9.736127639522916e-06	1.426902195003567e-06	2.9511195951342133e-06	0.0002224527821688	4.196203748821374e-06	6.900298987985405e-07	0.0001281915311392	2.134218605880333e-06	2.157462769146941e-05	1.5242155040613554e-05	1.1860667583830116e-05	2.574800515929119e-05	0.0169104896859548	3.142606432838388e-05	2.3346688283166525e-05	1.5675402708988737e-06	4.302359643570371e-06	6.502569435920857e-06	1.48664347000591e-05	7.144153056325616e-06	0.0041723709923515	1.5675402708988737e-06	0.0001281915311392	1.1860667583830116e-05	4.231636632145567e-05	1.0970076426789277e-07	0.0025436953299856	8.413630581834437e-05	4.282042972239969e-05	1.9303802020865208e-06	7.144153056325616e-06	0.001581696888363	1.5242155040613554e-05	2.8045842244831306e-05	9.04525346166844e-05	0.0001312688521143	1.5675402708988737e-06	2.0272780508680943e-05	1.6296271047608296e-05	1.4082334204388092e-05	5.191312313170987e-05	2.157462769146937e-05	1.1034149705944086e-05	2.506908469331199e-06	1.5242155040613554e-05	5.053567173046817e-06	3.460460118766999e-05	8.277791109996672e-06	7.697831808941477e-07	1.5242155040613554e-05	0.0001312688521143	0.0001239428303755	1.5675402708988737e-06	8.256054422378657e-05	8.556147042538358e-07	0.0001174666428619	0.0001312688521143	1.2220600045731835e-05	2.231295276651599e-05	3.7413080768647056e-06	4.302359643570371e-06	4.5013643499541296e-05	1.7716749516860958e-05	7.543322862171703e-06
CD38	1.5615595985271145e-07	1.4725390086418381e-07	1.366647223108197e-07	1.6350108995843006e-08	1.0504659355951252e-08	8.468661612077708e-08	2.2834925072532157e-08	2.0719072932397225e-07	3.206346248928744e-07	3.4354854723821672e-09	6.962226413270574e-08	6.037853764970692e-08	3.079172037004048e-07	2.375833321705737e-05	3.8874423997987996e-08	3.670596110375994e-06	3.31174537178594e-07	1.4102735052322531e-08	2.2298887903500032e-08	5.250123496800067e-07	1.6374650081583689e-07	1.9944937441028963e-08	7.003802723306551e-07	1.4102735052322531e-08	3.206346248928749e-07	3.079172037004048e-07	1.0284162557843197e-08	2.607894487833119e-07	1.2173373510214888e-07	1.212008248522514e-05	4.599183198115628e-08	2.6523975837541224e-08	1.9944937441028963e-08	1.274660823996111e-07	6.037853764970692e-08	3.757344120460618e-07	1.063797168096418e-05	2.253535067768281e-07	1.4102735052322531e-08	1.6637371939310348e-07	1.3169773225173144e-07	2.356508997985463e-07	4.86354089273318e-07	6.962226413270574e-08	5.5595991655858753e-08	1.0578036950807336e-07	6.037853764970692e-08	0.0039288116755244	1.5352768181700722e-07	5.409642044239288e-07	4.626697435879808e-06	6.037853764970692e-08	2.253535067768281e-07	3.7224353775392753e-07	1.4102735052322531e-08	9.480887936860163e-06	6.375575200675131e-09	5.8763539240889074e-08	2.253535067768281e-07	1.8057430208372762e-07	1.0166032639272925e-07	0.0001171195443216	2.2298887903500032e-08	1.1780495027496214e-06	1.4635107337868531e-05	2.571440930068104e-07
