	SLC10A1	CNDP1	ADH1C	NDST4	PLPPR4	HPGD	RDH16	ADCY8	CYP1A2	PNLIPRP2	IDO2	CPA5	LGSN	PNMT	BBOX1	ALDOB	SRD5A2	SULT4A1	STRA6	UGT1A7	SLC3A1	CA4	SLC22A1	HS6ST2	CYP1A1	GLS2	MOGAT2	PLPPR5	GLYAT	CYP2C19	HAO2	CYP11B1	CA7	ACADL	CPA6	SLC6A2	CYP2C8	CYP2A13	HS3ST4	ATP1A2	SLC7A3	SLC1A1	UGT1A3	TDO2	AKR1D1	VNN1	CPA2	NNMT	DPEP1	UGT1A4	GCK	CPA1	CYP2B6	CYP2A6	HS3ST5	CYP3A4	HSD11B1	SDS	CYP2A7	PLA2G2E	ASPG	XDH	RBP2	SLC22A12	UGT1A9	TAT
ND2	1.164871291250537e-06	1.5851221296306025e-06	8.84779722732385e-07	1.2765689094189965e-07	1.8133537181024816e-06	4.0546760730626747e-07	1.8747485222326298e-07	4.601256879541422e-08	2.597772671327285e-06	2.827357543821153e-07	8.724792669103224e-07	7.953499576483838e-07	6.835295002679685e-07	1.4649247587151805e-05	7.686645465270809e-06	2.3200412758754698e-05	8.287202236093616e-07	1.390233398788738e-07	1.6883780305457578e-07	2.0429107627353807e-06	4.288276523135919e-06	6.747618815244263e-07	2.3428370454878866e-06	1.390233398788738e-07	2.597772671327285e-06	6.835295002679685e-07	1.1443252288080095e-06	1.6325436706416332e-08	4.2831593762340135e-05	9.035882061064652e-06	2.604423345688358e-06	2.220582438293943e-07	6.747618815244263e-07	0.0017125674254601	7.953499576483838e-07	5.414891477654181e-07	1.130487053561608e-05	2.596039153514649e-06	1.390233398788738e-07	4.6932685446483014e-07	7.699654753343662e-07	6.383884750504804e-07	2.476004308697386e-06	8.724792669103224e-07	5.412368191084348e-07	1.7342077784537135e-06	7.953499576483838e-07	1.7231902696456414e-05	1.5635236783329215e-06	1.973222653878834e-06	3.241541735886485e-07	7.953499576483838e-07	2.596039153514649e-06	2.561191084918056e-06	1.390233398788738e-07	1.0392439109696292e-05	8.262083811901188e-08	3.3182204495283125e-06	2.596039153514649e-06	4.711095840739872e-07	1.604123023578124e-06	4.491703712836368e-07	1.6883780305457578e-07	3.7995444041525328e-06	1.0046307837776873e-05	6.474444080339387e-07
HIBCH	1.1566383688111686e-06	2.664385324807245e-06	2.104310887812128e-06	1.8452203538936833e-08	1.708874917945985e-07	2.800041835965643e-07	2.917638144513518e-07	2.4653652372636364e-08	1.229576390157364e-06	3.928894621026175e-08	1.1269162304783397e-07	1.3096132448894417e-07	4.691990885080512e-07	2.316728664625668e-07	4.493856774489363e-06	4.66478320849159e-06	3.601070293019409e-07	2.0197476914625993e-08	2.6379547214645497e-07	2.612804228493989e-07	3.227253436415292e-07	1.274541512772793e-07	8.177438465376945e-07	2.0197476914625993e-08	1.229576390157364e-06	4.691990885080512e-07	3.0485899858351455e-07	2.127384559592717e-09	1.944955654264133e-05	8.418539648061631e-07	6.299958872699989e-06	1.6041703107101014e-07	1.274541512772793e-07	1.329385911988969e-05	1.3096132448894417e-07	1.6758409013183685e-07	4.1163512982411226e-06	1.2587158877841643e-06	2.0197476914625993e-08	1.5645845584692706e-07	3.127287035381228e-07	2.859582686068034e-07	6.903464032525746e-07	1.1269162304783397e-07	3.6177680062621653e-07	1.611302777731642e-07	1.3096132448894417e-07	2.335008669669937e-07	8.325417423449401e-07	3.206240160532363e-07	3.742539977292691e-08	1.3096132448894417e-07	1.2587158877841643e-06	1.1987144343583831e-06	2.0197476914625993e-08	3.725613428882209e-06	3.606468251487944e-08	1.2300169703139771e-06	1.2587158877841643e-06	9.648531445647567e-08	1.2159788808700677e-07	3.4307824779034693e-07	2.6379547214645497e-07	5.511079330080457e-06	3.728265826369584e-07	4.219205003693462e-07
PLD2	5.047249286165564e-05	0.0001343809085414	3.047528594949062e-05	4.366687277942004e-06	0.0034778008247496	0.0001980683604901	6.072681008140214e-05	1.7407072100016424e-06	1.3621817021495249e-05	0.0004755875004657	0.000162673371255	0.0001773723007623	9.332217428955864e-05	4.160052600832091e-05	6.826191189108817e-05	5.516327949346958e-06	4.087345774922568e-06	1.6459578927596718e-06	6.925072887479845e-05	1.0178480228534696e-05	0.0010931691633002	5.6809632299815365e-06	0.0002629356712446	1.6459578927596718e-06	1.3621817021495249e-05	9.332217428955864e-05	0.0008294691990717	0.0005038899524821	9.533178659331496e-05	1.9526233384394576e-05	3.559240076847022e-05	2.654508897663489e-06	5.6809632299815365e-06	3.501252545844056e-05	0.0001773723007623	7.01763017781015e-05	1.7972503689021708e-05	1.338982979188662e-05	1.6459578927596718e-06	6.827880479624787e-05	8.112867276960284e-05	5.025950615755838e-05	1.0124750926306197e-05	0.000162673371255	4.45208435480684e-06	4.398521379812983e-06	0.0001773723007623	2.4864102692709084e-05	0.0001405559202216	9.761561505004113e-06	2.7524084210378917e-05	0.0001773723007623	1.338982979188662e-05	1.2999120253390798e-05	1.6459578927596718e-06	1.666019925387988e-05	8.279019918979292e-07	0.0046561570529045	1.338982979188662e-05	0.0071668787341173	0.0001534876646519	1.021323419486374e-05	6.925072887479845e-05	8.538733036954989e-06	1.7831383399476974e-05	6.68349741824783e-05
AGPAT3	2.284334305458648e-06	5.655113562112967e-07	1.6978764561138855e-06	1.4228481122574273e-07	0.0035061440084979	1.4297138208176642e-06	3.476411383955297e-06	1.1961409827683534e-07	4.97268845736086e-06	0.0005698445716363	6.017216354919447e-07	7.112751503424664e-07	7.200348101000286e-07	4.361413262811202e-07	9.88570546871596e-07	4.757236583580826e-06	1.0125887695961774e-06	1.2473881230548052e-07	3.9785861740624834e-06	8.953124035190245e-07	4.974858239549581e-06	1.8825827674188285e-07	1.7475450842267036e-06	1.247388123054803e-07	4.97268845736087e-06	7.200348101000286e-07	0.000462921955764	6.937633604242374e-06	8.326620446278632e-07	3.30288267486787e-06	2.0652375001643855e-07	6.93164883927931e-07	1.8825827674188285e-07	3.690512989791188e-06	7.112751503424664e-07	2.6950837829744374e-06	2.993110478215538e-06	5.092341847689109e-06	1.2473881230548052e-07	3.0348211757031432e-06	2.219426825095848e-06	2.133874158248157e-06	8.341665876116348e-07	6.017216354919447e-07	5.853218898576571e-07	4.7165778663092514e-07	7.112751503424664e-07	3.339657402042433e-07	5.688577382582556e-07	8.66549689208614e-07	5.156338010055175e-06	7.112751503424664e-07	5.092341847689109e-06	4.862159822017656e-06	1.2473881230548052e-07	2.7205268703005437e-06	1.542318886610637e-07	1.07062664700586e-05	5.092341847689109e-06	6.918331578028197e-05	6.976403149975545e-07	2.915856380738896e-07	3.9785861740624834e-06	2.333367191906332e-07	6.378803023081263e-07	5.843625098896605e-07
MTMR7	2.146830613204164e-07	6.788047246670987e-08	1.9769909150103038e-07	3.1830225070983605e-07	6.773241750520681e-06	1.6276962775791464e-07	3.813433197404109e-07	1.3225696284174708e-06	1.6861029166737008e-07	3.8006426885508953e-06	7.45945984188665e-08	7.569093365956819e-08	8.530408837428998e-08	3.964487421825215e-07	7.108902851263124e-08	4.3664705730026095e-08	6.295806532717113e-08	6.047097197025836e-08	4.364056752391462e-07	6.390281829861546e-07	4.87927486959867e-07	1.831315390792031e-08	3.907856692427594e-07	6.047097197025836e-08	1.6861029166737008e-07	8.530408837428998e-08	3.071041662110847e-05	0.0050664538680615	6.029503316133378e-08	2.883166607958005e-07	2.3276539144172405e-08	4.6583420559040226e-08	1.831315390792031e-08	1.2183340895867816e-07	7.569093365956819e-08	3.7891401355728605e-07	2.6483943133404696e-07	1.709732477132263e-07	6.047097197025836e-08	2.6344348443739026e-07	1.9690631335065886e-07	2.011843453401085e-07	4.659418138417769e-07	7.45945984188665e-08	5.4628603087147794e-08	1.252043748355096e-07	7.569093365956819e-08	6.858720795243641e-07	6.745658949725283e-08	5.735390109480526e-07	1.226822354874211e-06	7.569093365956819e-08	1.7097324771322657e-07	1.6956148756674777e-07	6.047097197025836e-08	2.501076127927352e-07	2.2244861025906225e-08	1.2839310989861776e-06	1.7097324771322657e-07	2.9497029902971825e-05	1.211911352663329e-07	3.2794950383663067e-06	4.364056752391462e-07	6.037578366372315e-08	5.051677048385627e-07	7.208771716550249e-08
UGCG	1.4362840239875727e-06	5.476202445095337e-07	2.3649453123375783e-06	1.1615480523275716e-05	0.003566576881352	9.740627780509192e-07	2.9413419164504188e-06	1.601335037769465e-07	1.5942025110061044e-06	0.0004456353993031	6.376681824257984e-07	8.212477596525371e-07	4.3144558956054084e-07	7.820953032279903e-07	4.749493512288772e-07	1.933801941324348e-06	1.917707283664581e-06	9.03487230080437e-06	3.3441932359672534e-06	1.033932936198347e-05	2.208774199916098e-05	2.5581397174747824e-06	1.1639945874614322e-06	9.03487230080437e-06	1.5942025110061044e-06	4.3144558956054084e-07	0.000100904828286	5.154090525176084e-06	1.2199376299527606e-06	1.247439906552796e-06	1.822206209816202e-06	6.729563899523473e-06	2.5581397174747824e-06	1.39371477528128e-05	8.212477596525371e-07	2.207508421836185e-06	1.8224715743056727e-06	1.6293622255823137e-06	9.03487230080437e-06	1.3392512174617437e-06	1.0506047788424834e-06	9.585767859292131e-07	7.657995214201642e-06	6.376681824257973e-07	3.1392578070048354e-06	4.209822489362206e-07	8.212477596525371e-07	6.289519014042596e-07	5.48469758978135e-07	9.270780946445e-06	4.2213276214090016e-05	8.212477596525371e-07	1.6293622255823137e-06	2.2043755431388155e-06	9.03487230080437e-06	1.792775844974687e-06	1.34997215776838e-06	1.6218016993979977e-06	1.6293622255823137e-06	7.079473754914518e-05	4.160483095597471e-07	8.87266185118753e-07	3.3441932359672534e-06	4.130848603985141e-07	4.948230155819236e-06	4.003581036970094e-07
CDS1	1.529353828511933e-06	2.334951227292016e-06	8.565954731872197e-07	3.620308661785935e-07	0.0002221159546627	1.3106327179813391e-06	1.1008229094978128e-06	6.49578581963455e-06	1.0413721806761351e-06	0.0001188073434634	2.694268957815442e-06	3.0223949429318118e-06	2.439634337780689e-05	5.550280041129423e-07	9.210736666293746e-07	4.8860007537483824e-05	4.629736032105714e-07	3.610559509450174e-07	1.2308229403492405e-06	4.507444864151631e-07	5.8843055092900166e-06	2.735481495000763e-07	2.036540787101418e-06	3.610559509450174e-07	1.0413721806761351e-06	2.439634337780689e-05	0.0003728009376934	7.661175536039988e-06	1.3505279376187832e-06	7.927975073002196e-07	1.144762918642715e-06	3.719516040686418e-07	2.735481495000763e-07	9.687294191813532e-07	3.0223949429318118e-06	1.8233844745578985e-06	7.352095373424446e-07	1.058057134447361e-06	3.610559509450168e-07	1.92183006674358e-06	2.227783065352058e-06	1.1383576051750764e-05	4.175976605066418e-07	2.694268957815442e-06	3.1677668184599405e-07	2.081876173937361e-05	3.0223949429318118e-06	3.970059379585538e-07	2.600343081797635e-06	4.2671604457762453e-07	0.0002212177604042	3.0223949429318118e-06	1.058057134447361e-06	1.0267413751706391e-06	3.610559509450174e-07	6.944743118957496e-07	1.5257642565733876e-07	1.2704825156685392e-05	1.058057134447361e-06	5.073021607018086e-05	5.657664549955794e-06	3.726742507001483e-06	1.2308229403492405e-06	8.424002638889904e-07	3.778697615127433e-07	1.939541816987368e-05
SGPP2	5.30316699208201e-07	2.3098461030272647e-07	1.0159389558615552e-06	4.0531094543024097e-07	0.0002753535924433	4.265315893616068e-07	1.4818889984260814e-06	1.3488847453057386e-06	1.759437892455648e-06	0.0001187757708216	1.5884467296254057e-07	1.7223492490290302e-07	1.4313472766621585e-07	5.00298027429689e-07	3.113517374559563e-07	2.114841199953483e-07	4.674001345296607e-07	1.4797999872765077e-07	1.6941679785028952e-06	1.7109265467047866e-06	1.717393211603637e-06	7.061797367041706e-08	6.38387308474419e-07	1.4797999872765077e-07	1.759437892455648e-06	1.4313472766621585e-07	8.523050756141267e-05	0.0050798858392771	5.01161358527534e-07	1.382590464064768e-06	2.2226932944880715e-07	5.935782402075512e-07	7.06179736704168e-08	2.1077272575338783e-06	1.7223492490290302e-07	6.159703492542522e-07	1.2804047809362687e-06	1.800432470390313e-06	1.4797999872765077e-07	5.169043856572075e-07	4.165924766120367e-07	3.740329020342393e-07	1.488928657617075e-06	1.5884467296254057e-07	4.080658993698314e-07	1.6884751827997541e-07	1.7223492490290302e-07	7.830181285296592e-07	2.379254753565989e-07	1.5525036653410572e-06	2.9185956020245007e-06	1.7223492490290302e-07	1.8004324703903098e-06	1.7610152277170884e-06	1.4797999872765077e-07	1.269787099098987e-06	1.368952659809229e-07	2.4410207180455157e-06	1.8004324703903098e-06	4.318482671745834e-05	1.956063904692601e-07	3.3336299240755764e-06	1.6941679785028952e-06	1.2387371012220165e-07	1.150315010599248e-06	1.209755084471828e-07
GCAT	4.648579403266761e-05	0.0029954819381329	3.348955492334267e-05	4.0301467754289706e-07	9.64905025577264e-07	8.301587149540987e-06	5.143599784432892e-06	2.60509253568074e-06	1.8923367787797032e-05	4.317292769592647e-07	0.0001717645432432	0.0001955810113237	7.662873609369365e-05	2.7380150044471567e-05	0.0002525207899181	6.750586965903051e-06	4.668985512642078e-06	4.321410645738416e-07	4.4475571938386605e-06	4.8004468498742784e-06	8.740324014683043e-05	5.827139056220313e-06	6.639389547776687e-05	4.321410645738416e-07	1.8923367787797062e-05	7.662873609369365e-05	2.1045041169414877e-06	8.788125342793496e-08	0.0026030607795329	3.129152740417504e-05	8.756955485441768e-05	1.5099109855853015e-06	5.827139056220313e-06	5.770031590491316e-05	0.0001955810113237	4.25041593459513e-05	4.131465213125351e-05	1.877532505352636e-05	4.321410645738416e-07	4.809228219885436e-05	0.0001046954165656	3.77473192700388e-05	3.0010335758949285e-05	0.0001717645432432	4.963779648624917e-06	3.240820439753994e-06	0.0001955810113237	3.099180507425837e-05	0.0031445176180087	5.770366429954379e-06	8.05178705458237e-06	0.0001955810113237	1.877532505352636e-05	1.805225344249856e-05	4.321410645738416e-07	3.776598106032964e-05	3.665811194213665e-07	0.0001968441654447	1.877532505352636e-05	3.7307981818037335e-06	0.000119126968009	7.945541401604891e-06	4.4475571938386605e-06	1.484812621498073e-05	3.011872929059497e-05	6.524051525735358e-05
OXCT2	1.0821910734100124e-05	5.551311674113207e-05	3.6374850066744063e-06	2.3992364306879985e-07	7.33211780414323e-07	4.245338348133056e-06	1.4947175854971709e-06	3.537239107896623e-07	1.4432316398916026e-05	3.360110566473417e-07	4.336054619795125e-06	4.254804449904241e-06	2.8707967524689286e-06	2.1643135552843438e-06	0.0002334368428556	5.738080903714772e-06	3.7487225186798582e-06	2.547158433938277e-07	1.0059797663381515e-06	2.9680260845291025e-06	2.9707765312766927e-06	1.535808203786153e-06	5.790929817268352e-05	2.547158433938277e-07	1.4432316398916051e-05	2.8707967524689286e-06	2.1981137987107933e-06	1.868244289421743e-08	0.0001884197103719	1.5901123282536875e-05	1.1942505610621742e-05	9.695210659497686e-07	1.535808203786153e-06	7.237910237079148e-05	4.254804449904249e-06	2.092093096598976e-06	3.2957631752330804e-05	1.476765489585697e-05	2.547158433938277e-07	2.1437192396410387e-06	3.4005215540086088e-06	2.26656237848228e-06	3.240429853700325e-05	4.336054619795125e-06	2.8195577706903263e-06	1.123277487961388e-06	4.254804449904249e-06	2.080396605190462e-06	5.756319152924203e-05	1.553617385031941e-05	2.448764508651961e-07	4.254804449904249e-06	1.476765489585697e-05	1.4151280735083924e-05	2.547158433938277e-07	2.9869005383963645e-05	2.4395198878325245e-07	6.442126794340465e-05	1.476765489585697e-05	8.569599034555997e-07	4.296258650569596e-06	2.26103003669406e-06	1.0059797663381515e-06	7.189845204891431e-05	2.0546404486303165e-05	2.480971636138939e-05
SLC8A3	0.001607196721867	0.0001343966954432	1.3522747869482644e-05	1.7171618112796413e-06	1.8669473554045705e-06	1.0488639004683028e-05	2.4791837877640454e-06	1.0264244144826155e-06	2.2128392625615365e-05	6.745533600895967e-07	0.0001328185867474	0.0001919438555783	0.0001126492704966	2.4221305288910018e-05	6.891086993116632e-05	6.2308248362955565e-06	5.111975281153085e-06	1.8793630297561116e-06	2.163695074748751e-06	1.748759119632583e-05	0.0012608795089598	8.325210499755936e-05	6.438559023607258e-05	1.8793630297561116e-06	2.2128392625615365e-05	0.0001126492704966	7.352712790091057e-06	5.994282417664215e-07	6.167482167061517e-05	1.6021717116999834e-05	3.1243777060575186e-05	2.032159250587166e-06	8.325210499755936e-05	7.542622286620076e-06	0.0001919438555783	0.0019494691002819	1.4387439572497386e-05	2.22714324854428e-05	1.8793630297561116e-06	0.0022622894070808	0.0015822773830524	0.0014679444714591	3.083791311242635e-05	0.0001328185867474	2.8134981243506836e-05	0.0001027483794605	0.0001919438555783	4.162250587758485e-06	0.0001109037682976	1.6384330259860503e-05	5.25667054946438e-05	0.0001919438555783	2.227143248544284e-05	2.121437950411758e-05	1.8793630297561116e-06	2.0548647699954428e-05	5.57098743013705e-07	0.0001215055904588	2.22714324854428e-05	1.2764981172958458e-05	0.0002069729531686	0.0001386946343969	2.163695074748751e-06	2.504763679845228e-05	1.033652455434812e-05	0.0001007091524276
STRA6	4.467538840362459e-05	6.776577737994737e-06	0.0034942167307518	7.074199297645621e-07	2.043051595776164e-05	2.58772174213746e-06	0.0086076740826367	1.02043721306792e-06	3.4991389709821086e-05	5.18598797823315e-05	4.352568094333591e-07	3.639292728495148e-07	5.866918910355715e-07	2.904108187517833e-06	2.6162450849939145e-06	2.005864274151053e-05	3.660820761080992e-05	7.793488787610262e-07	0.7018854597711138	2.4344901733442625e-06	1.0594572095579796e-06	4.0949308934276986e-07	4.899802554651259e-06	7.793488787610262e-07	3.4991389709821086e-05	5.866918910355705e-07	2.087346123354916e-06	2.140859113271279e-07	1.4441110009328714e-06	1.350950435809408e-05	2.2556477119004535e-05	1.2972414477784912e-05	4.0949308934276986e-07	8.704377296774468e-07	3.639292728495148e-07	2.398791496250606e-06	2.0239317570489396e-05	3.584839769847231e-05	7.793488787610262e-07	4.676798381237216e-07	1.1058974780099107e-06	5.157883408643447e-07	3.5781459738522565e-06	4.352568094333591e-07	6.894651328771368e-05	2.827992333585436e-08	3.639292728495148e-07	1.3573211942585948e-06	1.7855099364294806e-06	2.561866078368502e-06	1.118490425754344e-06	3.639292728495148e-07	3.584839769847231e-05	3.426848635416953e-05	7.793488787610262e-07	1.93320591595874e-05	2.5274013502956346e-06	1.3073245693593322e-06	3.584839769847231e-05	8.371898971207816e-05	2.6606539076707405e-07	2.7849309028808904e-06	0.0098702506456385	2.060639534849478e-05	2.324782410579726e-06	1.4656752354916644e-06
SLC7A9	0.0001249695262381	0.0033898761589375	0.0001107657351684	4.2331227086872825e-06	4.177500057545083e-05	2.2839363406002654e-05	1.4780613407484494e-05	5.024398459360607e-06	5.1959193060715847e-05	5.922615221234797e-06	0.0137781137597922	0.00810208210311	0.0030817277024192	9.915415997301412e-05	9.18644885288248e-05	8.102727262415041e-05	6.1208038538696295e-06	4.566148957638149e-06	1.3419551450167378e-05	9.594840401848811e-06	0.001717611750488	2.9271320782139785e-05	7.728067475914418e-05	4.566148957638149e-06	5.1959193060715847e-05	0.0030817277024192	5.949346423661983e-06	1.7735840446462372e-06	0.0025824047968703	7.720485654632456e-05	0.0001223671061561	2.9349502096530035e-06	2.9271320782139785e-05	5.00419178226816e-05	0.00810208210311	0.0001807286411739	4.734184134051353e-05	1.271557899987876e-05	4.566148957638149e-06	0.000165063878277	0.0019467292770732	0.0002929905510533	1.7039998872084686e-05	0.0137781137597922	6.372774320402737e-06	3.041767822736957e-05	0.00810208210311	0.0001029881183718	0.0035854579913293	1.0510710253654114e-05	0.0023875428462746	0.00810208210311	1.271557899987876e-05	1.271220967970702e-05	4.566148957638149e-06	4.3566734832659344e-05	8.063439678131913e-07	0.0049472146805718	1.271557899987876e-05	5.449651969416035e-05	0.0063631286050632	0.0001542949877486	1.3419551450167378e-05	9.334890848946882e-05	5.824942395533423e-05	0.0026983917498102
