gene,t-statistic,adj_p-value,effect size
ZFAND5,-3.3733390523766236,0.0011664658718854985,-0.6741501118836671
SLC35D1,-3.368983516163636,0.0011867893455416412,-0.6740195515465959
TLR3,-3.3414765625288725,0.0013224931906481404,-0.6729593828388447
STARD13-AS,-3.310231582611503,0.0015071794347499138,-0.6728460352159935
AKR1A1,-3.3424888896548373,0.0013140687248898056,-0.6725930543247313
TTPA,-3.2967956841540755,0.0015911571500187226,-0.6724327730626614
PCBD1,-3.35805804641019,0.0012299889606095541,-0.6723229152384628
MT1HL1,-3.2450917991663433,0.001980484245434279,-0.6722096767657805
SYT9,-3.2378497094100047,0.002038040160915036,-0.6718890192120573
SAMD5,-3.286919271344387,0.001649855695450019,-0.671579614741898
PTP4A1,-3.3715320438767082,0.0011542248660652349,-0.6707067495340197
LRP1B,-3.210471880461312,0.0022608454406084903,-0.6700900662076502
TDRD6,-3.31588819433858,0.001445409523596949,-0.6699563134763296
MXI1,-3.365896291842373,0.0011759912054451925,-0.6698727792045686
LGR4,-3.289202171814591,0.0016119323175158194,-0.6695001668890508
GSTO1,-3.354917549176921,0.001225651712627349,-0.6692430315127095
DEFB1,-3.3763536058986334,0.0011232493163563153,-0.6690669327866631
SERPINF2,-3.428326856020423,0.0009160822286989676,-0.6684883510418538
FAM221A,-3.45131996606509,0.000841397535482085,-0.6684483866402626
PGM2,-3.2686419886656246,0.0017432891443842891,-0.6682249596611718
HIBADH,-3.3879425311600175,0.0010674123528916163,-0.6678694525003176
DNAH6,-3.3494287149577295,0.001243469069646175,-0.6676989467072436
ABCA13,-3.2539437194639773,0.0018452846153500528,-0.6674489003345353
ZCCHC2,-3.3812857381406833,0.001092257550267862,-0.667111310029995
MSRB1,-3.3674087057311093,0.001152437270594648,-0.6668547370799527
SLC39A8,-3.3158875415929825,0.001417645036684383,-0.6666181509365687
ANXA13,-3.3191759344872973,0.0013946585860422614,-0.6660996921367861
FGFR2,-3.3607450732234874,0.001168614434366032,-0.6639675182597748
SMIM12,-3.383140559440991,0.0010713186971799526,-0.6638685279951112
CYP3A43,-3.246458187632113,0.0018525918762495744,-0.6632365318558789
ABCC3,-3.35991754716621,0.001167678370671567,-0.6629661816392813
CTSO,-3.352690079774983,0.0012005912404165157,-0.6628719858185675
TBXA2R,-3.4743446359028067,0.0007734494523833479,-0.6625503121117162
SLC25A45,-3.223628561159127,0.0020196375730089752,-0.6618400886011678
PMEL,-3.3247338420369124,0.0013316830553540867,-0.6613771162053709
GOLGA6A,-3.253685907086269,0.001772987807440172,-0.6609843288564767
C17orf67,-3.353812072292143,0.0011854867460148679,-0.6607554826582198
DNASE1L3,-3.3502330113647547,0.00120046957151606,-0.6604302773621127
ESRP2,-3.4037098127814414,0.0009824789360888587,-0.6599866128336875
PLAC8,-3.3243356183867596,0.0013222359559492318,-0.6594267915853769
NR5A2,-3.296223985210121,0.0014766470761909698,-0.6592180911808089
EIF4EBP3,-3.331717963392724,0.001275304661816076,-0.6575771091607213
MAOA,-3.3362347366975778,0.001253163454837813,-0.657523145148374
ECI2,-3.2769006589550287,0.0015766751500485721,-0.6568506439970946
SLC38A2,-3.239363982439484,0.001833822476237875,-0.6567103495639977
MBD4,-3.2656535756190173,0.0016463225399237784,-0.6564770308322325
OXNAD1,-3.3267380640686235,0.0012904543791261095,-0.6556069535371332
MAP3K5,-3.3521389061818825,0.0011725449200801232,-0.655416548599009
CCDC28A,-3.2849921193598903,0.0015136291955472059,-0.6550463017016687
IFNLR1,-3.2691234420789477,0.0016060861518076204,-0.6543113508511321
PECR,-3.309087365333979,0.0013715993723380157,-0.6538665429964776
CPN1,-3.273172632009747,0.0015748911529297127,-0.6535492999866711
TM4SF4,-3.274070970907887,0.001567693123569182,-0.6533218774594889
CPT1A,-3.228416277837363,0.00187654300397292,-0.6528828910514088
F13B,-3.22945529547027,0.0018663653802500518,-0.6526529190763406
HK3,-3.3298897804242413,0.0012625128885445991,-0.6524901129272761
FEZF1-AS1,-3.1122885651310095,0.003006146213797968,-0.6521182899208684
SLCO1B1,-3.2583581371060983,0.001654963867100632,-0.6516652375713106
SLC22A18,-3.285065752363504,0.0014908293184576014,-0.6515840405940804
POLR1E,-3.2824477858587318,0.0015057359534679205,-0.6515475918291862
PRRG4,-3.228930073422423,0.001857715277616693,-0.6513855988196938
APOM,-3.268640825131332,0.0015834216347644977,-0.6507876850685447
CYP21A1P,-3.201673569719992,0.002066250947915303,-0.6507638386295538
ANKRD30BP3,-3.0651127227159862,0.0036146441448915638,-0.6507261813246444
ICAM3,-3.275107175588352,0.0015398065765589472,-0.6500879191161939
DDTL,-3.1867231141903787,0.00218343373686789,-0.6498197778579836
TPH2,-3.0747390398083683,0.0034399335122299543,-0.6492541503126327
DDX19B,-3.213284513324462,0.0019552491832099663,-0.6492089792755662
BLVRB,-3.3262318240015873,0.0012682060041927135,-0.6490899449912532
STX1B,-3.2206021803750113,0.0018921643152029987,-0.6485025566534183
SPATA1,-3.196459468947418,0.002075266291117173,-0.6477521870193668
FGD4,-3.23124529829924,0.0017961569634960275,-0.6463681856393231
PRODH2,-3.228700995287082,0.0018079726022139752,-0.6456228262516189
CHST7,-3.3699836348216716,0.001088623380733412,-0.6437304843870297
SLC6A13,-3.230962744821313,0.0017735921508890895,-0.6431566956972082
SELENBP1,-3.2219872530128404,0.0018342259766200293,-0.6429645833734839
SLCO1A2,-3.12009676676766,0.00274234909508608,-0.6427474988620072
NUDT13,-3.1399104081407407,0.0025285515166934927,-0.6424970599602403
ZPBP,-3.1587659381396156,0.00233346053867204,-0.6415781507146443
METTL7A,-3.1867077671258013,0.002090124747803395,-0.6415756885575544
APMAP,-3.2790714163674535,0.0014729374686446807,-0.6406385894604694
SYCE3,-3.123185233229198,0.0026714915941311768,-0.6403916271006485
EDEM1,-3.214697015178379,0.0018661442224115693,-0.640375719185796
TPST2,-3.2818151100728246,0.00145709304287924,-0.6401091507205322
SAR1B,-3.2113819281578646,0.0018815077811502761,-0.6392647867758997
MFAP3L,-3.3352888747819267,0.0012168017669730493,-0.6391980688862384
PGA3,-3.0364481811854764,0.003756952982683716,-0.6391120750804316
ENPP7,-3.1909526157272214,0.002027448273179087,-0.6384880433581006
CCDC68,-3.222746034161831,0.0017953983440507136,-0.638129697239345
ITIH1,-3.2404850919995187,0.0016807693108250113,-0.6379270604288447
PPM1E,-3.0743607748061548,0.003198209344634102,-0.6377284881234025
AGMO,-3.1919335162934193,0.0020121990263268197,-0.6375819260305644
EGLN1,-3.187512905655735,0.0020421561825774846,-0.6370808514774693
C11orf65,-3.10823104362041,0.0027826762521934462,-0.6370536228515503
NRAP,-2.9855696788688464,0.004533209198622778,-0.6366530528797856
PBLD,-3.176119987231952,0.002127314798616876,-0.6364466128451189
AGTR1,-3.2149101041281933,0.0018345613285972548,-0.635903465161272
SLC23A2,-3.23929406630663,0.001677401948591317,-0.6355865388036634
YPEL2,-3.1246982974726656,0.0025843436752927443,-0.6353986661727761
MIR2681,-2.9831238095964037,0.0045401307275592315,-0.6353934796317176
C4B,-3.0704827992468444,0.003194827228682096,-0.6349450193986854
RALGAPA2,-3.25706080139535,0.0015733655252970766,-0.6349413186042205
XBP1,-3.1798256715635405,0.002083934632995638,-0.6348834829225972
F7,-3.218698813714932,0.0018031178172184968,-0.6348150995675044
TMEM74,-3.1282148805001246,0.0025349639877216474,-0.6343062831804991
MYC,-3.147429250740059,0.0023484854133820456,-0.6339018606904331
FAM102A,-3.1015045039964493,0.0028015971360345706,-0.63341589023979
PER3,-3.115780419819932,0.0026432619877041173,-0.6329747986466117
SERPINA4,-3.171276525865167,0.002133746386383801,-0.6326919137515846
HSBP1L1,-3.1648255317175584,0.0021829197197090803,-0.6323093898141827
UBALD1,-3.1318152507902792,0.0024694984488339705,-0.6317519063700044
ENDOG,-3.1723484298000137,0.002111827518450289,-0.630996369396479
C9orf72,-3.1042561119227687,0.0027272474115503055,-0.6302542189487496
KLF11,-3.1961279889801144,0.0019298467859538875,-0.6300133521784714
GCLC,-3.0911255243250135,0.0028570743445333526,-0.6293628795225517
TNFSF10,-3.059842955018044,0.0032238702370690347,-0.6291081092502828
NFKBIA,-3.2066176680026452,0.0018541485181163117,-0.6289542395393982
CLDN10,-3.2442526795676696,0.001629598542611191,-0.6288588531217544
WEE1,-3.041508549463608,0.0034595412333360276,-0.6288428699909744
LDLR,-3.1304782890708163,0.002450198701653073,-0.6288165957112958
NDUFAF1,-3.147597661485259,0.002297146325174387,-0.6288061410019254
FBXW5,-3.1710280582387376,0.0021030997371230702,-0.6283394611870976
RTP3,-3.141693454304854,0.0023404043512410704,-0.6279183052258934
ADH1A,-3.0733222864379433,0.0030392562097809714,-0.6279150635305261
SERTAD1,-3.121709967147492,0.0025215524946937324,-0.627752885322929
GFOD1,-3.123511855608353,0.0025017533895488617,-0.6275016156074524
GAMT,-3.1374552897233956,0.002372122942409379,-0.6273025729437738
SLC13A5,-3.1321820169793466,0.002419056588214508,-0.6272647870130158
NDUFAF4,-3.1237886724197144,0.002495287480819482,-0.62713154512458
TANGO6,-3.109727045467046,0.002631769429090923,-0.6271254471149771
PRSS53,-3.147693823224625,0.002281978185992202,-0.627122194556876
UQCRQ,-3.0713215774222156,0.003048696738205601,-0.6270022885957929
MCL1,-3.0795939719607817,0.0029504851452954958,-0.6268560646294954
CMC2,-3.1183129489589474,0.0025433465267105495,-0.6267505632571466
AIG1,-3.1309863431191154,0.002413398746162086,-0.6255035362105987
IL32,-3.155429091890258,0.0022047932278139505,-0.625313855414006
STAP2,-3.1516698194390727,0.0022333712368286214,-0.6250687652600498
A1CF,-3.097510014867094,0.002731161039833902,-0.625005807160546
ALDH7A1,-3.104675459522014,0.0026522878033106326,-0.6244877756820668
BDH1,-3.1675199513596968,0.0021058649748173655,-0.6244503965825094
TPPP,-3.1782349179002574,0.0020272989727982494,-0.6243769898177862
USP12,-3.075563637193612,0.002959671446122134,-0.6242878465046588
ANGPTL4,-3.1764880245743323,0.002037240997388198,-0.6238376057362912
PNRC1,-3.0788219708070153,0.0029029877632468087,-0.62277961605582
AGMAT,-3.0502716423603498,0.0032358917126642703,-0.6226777352127114
GABRB3,-3.2628631073059724,0.0015379629216030633,-0.6225687186796159
U3,-2.903186238713363,0.005723872477320385,-0.6224144138734113
DGCR6,-3.059019258890299,0.0031094721191768076,-0.6213470125831867
SOX10,-2.9003670066531764,0.00571484717196559,-0.6203782870608018
FAM47C,-2.9363121697227683,0.004962112632563879,-0.6200607689041902
MIR4427,-2.930158239348235,0.005074336255794673,-0.619803901962671
GPR75,-3.0836780549229963,0.002806747005541225,-0.619079809275291
GALNTL6,-2.937951802968456,0.004890557339226904,-0.6186688251270549
EGR2,-3.080422623659429,0.002825216909508199,-0.6176520425703437
COX7B,-3.000221402508287,0.003814420519443777,-0.6171842543759636
TAPBPL,-3.1219447137630962,0.002427523044911583,-0.6171297132691208
CNDP2,-3.148058802958978,0.0022155087956629424,-0.6168304099781041
MIR4484,-2.9320460185452655,0.004934276270587109,-0.6162518113307751
NAAA,-3.1239427347321795,0.002404530959001352,-0.6161535838264462
SCCPDH,-3.1024181030671,0.0025947299255099005,-0.6161346121096606
XPNPEP2,-3.052866602795779,0.003106324412701553,-0.6158301627182869
MOCOS,-3.0952463064751665,0.00265803518272713,-0.6156118031487168
GOLGA6B,-2.912099477534629,0.005292922904414401,-0.6150880914041194
TMEM92,-3.186679806461984,0.001948127591913515,-0.6145742248613397
RXFP1,-3.092064155374789,0.002679906969701262,-0.6145716118097059
SIPA1L2,-2.993791304160775,0.0038522746899357944,-0.6142555936794702
SLPI,-3.263039495536943,0.001568166887367066,-0.6140434834230494
FST,-2.9962230675147246,0.003808032805314012,-0.6137782801946537
FOS,-3.0559840270362613,0.00304357386677273,-0.6135613610122471
TTPAL,-3.075355377319758,0.002826220831666383,-0.612427472285533
SLC22A24,-3.0691308626886085,0.0028894551664981733,-0.6123611053910999
F8,-3.056330043058527,0.0030244678348617863,-0.6121785747430152
IGFBP3,-3.19728398141353,0.0018890903194177667,-0.6117560870461655
PIM3,-3.072017237635157,0.002852255279708087,-0.6115383444665649
CD5L,-3.092813410292096,0.0026496671842182757,-0.6114489116998842
SERPIND1,-3.0483473603929574,0.0030988367226725344,-0.610853932017541
G6PC2,-2.9337994285296514,0.004756520682445088,-0.6108210077377303
APOC1P1,-2.8909066783229305,0.005587441105079735,-0.6103438271050977
NTHL1,-2.965397515431836,0.004206260268671026,-0.6102435540406078
DIO1,-3.0579843995057834,0.0029867960107237117,-0.6102396217632508
SLC30A4,-3.060505633840422,0.0029558511474427683,-0.6097960766423287
CYP3A7,-2.8785897244775454,0.005829536997240821,-0.6095438081278328
AS3MT,-2.924234265900154,0.004888509532167908,-0.609116640793676
MIR4637,-2.9112563701392804,0.005127001473585633,-0.6087997849245138
ARHGAP42,-2.9944761314687103,0.003741399076618846,-0.6084741200197848
ECM1,-3.2075941452430246,0.0018473986092025078,-0.6078660925812601
TMEM45A,-3.123103332896614,0.002376965727019715,-0.607640898215478
ADAMTSL4,-3.091160053820604,0.002638324924230207,-0.6068232617822578
DRD1,-2.995302172910124,0.0036852267279012386,-0.6055346957603208
SHROOM3,-3.1133578259712564,0.002447964137603565,-0.6053004240190415
NPAS1,-2.9338724719265024,0.0046230531921681636,-0.6052859355146336
GSTA5,-2.902179838285048,0.005205924706010015,-0.6051866107361179
CISH,-2.895178875542675,0.005337460450245375,-0.6049077781842533
LRIT3,-2.996294199534701,0.0036595565233691046,-0.6046620483128805
ECHDC2,-3.0618398755562612,0.0028997949267914325,-0.6043492585374782
PRADC1,-3.064263547615086,0.002875120802478942,-0.6042194972915051
DNAJB3,-2.8030206868750183,0.007509777546362298,-0.6039221749339682
RAPGEF4,-3.0193647203782765,0.003357166328985136,-0.6037220604787565
LINC00598,-3.040809177630762,0.0031118349277382035,-0.6035530267543178
PC,-3.0477588298444784,0.0030351386931918734,-0.6031894236728097
HOOK1,-2.9592055804120947,0.004164900350603237,-0.6030717870613926
SLC27A4,-3.081416311042888,0.0027081299127072107,-0.6027991273400407
C16orf96,-3.0075511537251156,0.003489679457135971,-0.6026979348444202
EIF5,-2.989466346479651,0.003722381368354374,-0.6025986494483822
HADHB,-2.993535325959732,0.0036673696279183017,-0.602538797528535
DUSP10,-3.0541279904929146,0.0029652433837622358,-0.602515755285496
ACSM2A,-3.0231396411630347,0.0032996927865787938,-0.6024320239147352
GRHL1,-3.069683203537139,0.002813476237172306,-0.6023865444224735
RASL11A,-2.995800151930733,0.003634540186717179,-0.6022989835109704
GMNC,-3.0079262411048817,0.0034778917603033766,-0.6020701112017773
GLOD5,-3.05680401553484,0.0029341159872321816,-0.6017668000776398
ABCG2,-3.039976605931688,0.003105987710117655,-0.6016519631347765
MAB21L3,-2.94050056428238,0.004404544122024685,-0.6000702176617498
CTBS,-2.997737454122327,0.0035817805591481884,-0.5999832125308996
ZNF367,-2.9533074989404833,0.004193862377491846,-0.5995265674982672
FCAR,-2.883668569650683,0.005420086034178574,-0.5994500491719552
TAPT1,-2.9839991788390026,0.003749006143375268,-0.5990451795235145
CITED2,-3.0238503799180427,0.003261373057135093,-0.5989390991945617
SYAP1,-2.9840910079874354,0.0037463401470240495,-0.5989291724217539
APBB1IP,-3.051194411398293,0.002972748248829068,-0.5984915543618351
TXNDC11,-3.0544843557753953,0.002940672194186068,-0.5984590207341419
SLC9A3R2,-3.031379825743659,0.0031755664880910753,-0.5984517730958944
RALYL,-2.9450433481443974,0.004284799041633573,-0.5973658249890662
AFM,-2.984245339977965,0.003724343201988863,-0.5972580162727537
ZFYVE28,-3.079126183078278,0.0027150708327301465,-0.597120406711001
GHITM,-2.935027421554316,0.00443584755666913,-0.5969558315930502
FAM20A,-3.0501288877439223,0.002975986686339862,-0.5967327024671417
ERGIC1,-3.0019977623894816,0.003493387511827708,-0.5964247864282196
MIR3682,-3.0213631210090544,0.003267549277001178,-0.5959024687805359
GRTP1,-2.9833281323499334,0.0037150172948293135,-0.5953267686649397
RORC,-2.9807033897287365,0.003746695043829561,-0.5951078616207113
SETD7,-2.941150641416522,0.00428983658247793,-0.5939269481276934
CD244,-2.946502143357465,0.004205414356696777,-0.5936747066871513
RMDN2,-2.9084835921561423,0.004807820294811721,-0.5930899054891007
SERPINE1,-2.9600064520466667,0.004001748369013651,-0.5930044370744401
FBXO8,-2.9260654322643265,0.004508078004238962,-0.5927772447381033
EXT1,-2.9572667859471493,0.004034019704902587,-0.5925023738944121
PUS3,-2.9485172303384983,0.0041570802834811635,-0.592326136070066
LARP4,-2.929243989038372,0.004444240163668763,-0.5919635872482094
CES2,-3.067396530684701,0.00281388137747871,-0.5918207276012082
MRPS36,-2.906114494524437,0.0048231787123596,-0.5917462941383482
SLC43A1,-2.990909728845538,0.0035800436947128855,-0.590604070727073
UBL3,-2.916194697983201,0.004628399227450848,-0.5903611189756373
PRODH,-2.934228541913666,0.004341742866349162,-0.590264307572096
INHBA,-2.8592371360537356,0.005641128529253858,-0.58871256357173
SEPHS2,-3.0059596393353103,0.0033981668052132136,-0.5885961911083984
CES4A,-2.8540329149260986,0.005737235854714341,-0.5882626334964505
MKX,-2.978377840101352,0.003711663614106242,-0.5877172232788306
FERMT2,-2.887911240346661,0.005063292034180927,-0.5874547934001713
PABPN1L,-2.8587395937509243,0.005606096639965472,-0.5868188498175737
KL,-2.8517240767635346,0.005728504814449997,-0.5859497066015712
MPDZ,-2.8950718719162025,0.004908952433009043,-0.5858956355973487
B3GAT1,-2.7496613769343785,0.008282864341269047,-0.5856174789548082
KLF9,-2.9443590578820715,0.004136691883454426,-0.5853923205288344
PPP1R3B,-2.940134160226462,0.004186395550776175,-0.5844220931406775
ATP12A,-2.7848548599003786,0.007238846569807278,-0.5842293679766788
IL17RC,-2.942500312115808,0.00414164827232787,-0.5830925334135431
PCDH9-AS2,-2.7172697369663568,0.009183298993302913,-0.5828503762078131
CMPK1,-2.89186730992321,0.004910691415785306,-0.5826122980255707
HPRT1,-2.9141645581898925,0.004545777380368606,-0.5823117673305561
SLC2A2,-2.8653302236652824,0.005378104801341393,-0.5821412007439434
ST6GAL1,-2.9419539112256063,0.004138508910051373,-0.5817660115705136
IL18R1,-2.9779029061371585,0.0036866765136413094,-0.5809218191186684
SLC17A1,-2.9088368838566976,0.004610125790455761,-0.580771330092412
FABP12,-2.7039955573599883,0.009527414231527176,-0.5806892402262992
SELP,-2.956495549466488,0.00394174638877927,-0.5806355547637388
THBS1,-2.886515735922288,0.0049634269125955754,-0.5800543747559591
SLC34A1,-2.85565915409043,0.005513378209019224,-0.579578943145147
B4GALT1,-2.9641292916061426,0.003843204355580894,-0.5793415271776868
SERPINB9,-2.8511604119131047,0.00559302493425828,-0.5791910600095425
IL1B,-2.7237785072414407,0.008788811282197832,-0.5787510606282055
NAPA,-2.974768709065963,0.003718357831139819,-0.578700059560319
UPP2,-2.687053840564748,0.01000802764236314,-0.578418024114152
NFE2L2,-2.8687447439789713,0.005241048362888293,-0.5778971242546252
PHLDA1,-2.7956426122784617,0.006759582463650797,-0.5775816654168565
MUC5B,-2.66744077612685,0.010682325814154974,-0.577488877249705
MIR146B,-2.6938934960690855,0.009720248905541795,-0.5774690767755649
NXF5,-2.8609937612412737,0.005362721646125321,-0.5767111097076194
TCAIM,-2.8309693514242493,0.005928208005845483,-0.5757206408340211
CCM2,-2.91731889520074,0.004434691676907565,-0.5753425757778232
TDRD10,-2.9045585642127465,0.0046195696764894925,-0.5751713795242543
PARP3,-2.907888777146253,0.004564903077317938,-0.5744979230159015
IFITM3,-2.9341946972308603,0.00419904027438457,-0.5739454032928512
RRAS2,-2.818495778388302,0.006124049747472879,-0.5725952915989109
ROPN1,-2.7029557831019995,0.00918610821820576,-0.572438901256449
GRM8,-2.946857215558446,0.004038542711526638,-0.5722282752606761
TOB1-AS1,-2.7627189707846833,0.007419464048042542,-0.5719466999651912
LDHAL6B,-2.6442741661310154,0.011247726136014675,-0.5713835899345586
PALM3,-2.852738597012528,0.0054278015491308115,-0.5709495524625445
TMEM123,-2.8178581117781047,0.006104241104096253,-0.5709217950847095
STOM,-2.8861622081458833,0.004865629456238325,-0.5708323632988066
IBTK,-2.804830880492499,0.006370309117600604,-0.5703312316404973
CPED1,-2.868027418474153,0.005153933763389519,-0.5702817643712674
ATP13A3,-2.7765799202328836,0.007021298108102127,-0.5702429621496594
CFLAR-AS1,-2.8084229089074477,0.006279368939449,-0.569688424452195
NDFIP2,-2.800901937811173,0.006438906079762718,-0.5694983930802876
OSGIN2,-2.7789629386618118,0.006935172800862233,-0.5691346662178485
MRPL34,-2.833355848060999,0.005759000840501256,-0.5688666616288682
RIOK3,-2.852885424729875,0.0053957205760318365,-0.5685700418361375
SYCE1,-2.7557515180459364,0.007499390908313154,-0.5685114986352336
TMBIM6,-2.8188144927752665,0.006037994559382548,-0.5683614451007026
OSBPL1A,-2.8408137402734632,0.005604885039256148,-0.567877267024474
CHRNA10,-2.795161956541146,0.0065162166589418195,-0.5671246836708869
SNORD66,-2.67028715849392,0.010055915678947501,-0.5670622466089541
KCNJ15,-2.819189766488513,0.006006367229886719,-0.5669047105134926
MRPL54,-2.783035745036676,0.0067735060927618706,-0.5663401261773807
SOWAHC,-2.778469230410111,0.006879299751489546,-0.5663172298691165
STPG2,-2.707452407934322,0.008784133040156303,-0.5659391623410879
ECH1,-2.8511756644573127,0.0053970938898318015,-0.56586283375264
SLC20A1,-2.7949045669181776,0.006494939332694895,-0.5657725790085214
TNF,-2.731974990564028,0.00805311095731893,-0.5655821627992165
CLCF1,-2.7449161953246444,0.007691996750294241,-0.5653026537592218
CYP4Z1,-2.8239221622857484,0.00588385886816967,-0.5648912677126776
HMGCLL1,-2.865469699278463,0.00515033000708545,-0.5648299992510926
MEP1B,-2.8768792837765957,0.004971234151319759,-0.564783125747337
STAT4,-2.8320607862684004,0.005726599152590959,-0.5646289765960038
PDE11A,-2.661614908472469,0.010252006849242035,-0.5646236960231705
PPIF,-2.84860787292199,0.005427955872683488,-0.5643950924467179
IL20,-2.6165224846326383,0.011978207232065443,-0.5642667071124219
STK40,-2.7828102359346087,0.006727399004476519,-0.5639152804926407
MAP1LC3A,-2.9498636025955713,0.004035484808849006,-0.5635890124134291
PDSS2,-2.7849261875665032,0.006667134512175944,-0.56327077705685
APOE,-2.752562765303029,0.007438237730351608,-0.5632694497169557
ABCC11,-2.722905044545667,0.008196572124735778,-0.5620116191181184
CDH19,-2.759392005958971,0.00722570859697035,-0.5615020889428871
ABHD15,-2.794822176210879,0.006417450502887062,-0.5612652639278355
LIMS2,-2.9010755855743713,0.004624647564744122,-0.5610507126119918
TSC22D2,-2.734407063224187,0.007848402031354219,-0.5608906624591184
CILP,-2.9012759181730847,0.004624470128991959,-0.5602090217999054
LMBRD1,-2.7285272189784715,0.00798046114399373,-0.5599332575135081
STRADB,-2.7658127724804573,0.007032127645378414,-0.5596091759617763
CPLX4,-2.695763638854868,0.008857813877887328,-0.5578783150108076
CCDC168,-2.8024608522439456,0.006206613120251147,-0.5570620490822644
HSD17B11,-2.713793788140396,0.008302989515396002,-0.5569265330341359
HEBP1,-2.7817373322107217,0.006626100464894922,-0.5566699619884082
NMRAL1,-2.8227478543847067,0.005820624436519103,-0.5563387291297985
SYDE2,-2.7252988976582455,0.00795418137841938,-0.5556214118401602
SORBS1,-2.83879813031209,0.0055419065153724046,-0.5555869210618596
CYP27A1,-2.807590840247574,0.0060930407794736316,-0.5555034640996166
MRPL41,-2.7804612108647957,0.006633961438073075,-0.5552610428903929
PLCXD2,-2.721749967089632,0.008029813894595129,-0.5548506655888543
LYSMD3,-2.6945775949755904,0.00879639832236044,-0.5548312503657888
DHRS4,-2.7096877311596064,0.008339539808327197,-0.5540733995662941
PLIN2,-2.757986400104232,0.0071111031612263505,-0.5539687404114038
HRH4,-2.683403876917103,0.009089429840951775,-0.5534124004765378
KLF15,-2.6648466018073584,0.0096706835155094,-0.553189627205661
PLSCR4,-2.7431582368710887,0.007434819090782774,-0.5524905765614095
NFKBIB,-2.8100911531341466,0.006026318482336941,-0.5524011824693584
ITIH4,-2.607144364291838,0.011725878098552075,-0.5522311972231657
CALCA,-2.5462315715115342,0.01442354925590529,-0.5521659543346151
GLRX2,-2.726193044961195,0.007847747645235745,-0.5520000558022613
NRTN,-2.8092181641624108,0.006040040504516227,-0.5519569288316952
VNN2,-2.6857862416011775,0.008960621949025579,-0.5515746130731745
PLSCR2,-2.6946778600624453,0.008670109471483918,-0.5505304910436477
TRPV5,-2.602283541406549,0.01183059354932593,-0.5503825689617438
EHD3,-2.7893560223391756,0.006402231158584815,-0.5500749504645676
FSCN3,-2.7039617910963742,0.008392604336184831,-0.5498999885134674
SPDYC,-2.8611119272701018,0.005217717944572991,-0.5494438473556753
L3MBTL4,-2.7447907384390997,0.007343372355974611,-0.5492697375473183
BCAR4,-2.6022236027275127,0.011762624883915761,-0.5489152558811436
INTS6,-2.6882577886887327,0.008812253105636197,-0.548896954895318
PTPRT,-2.5902043023959234,0.012249905916225972,-0.5488828006932821
SLC23A3,-2.7813229686150236,0.006545693890114528,-0.5478955311383126
RDH10,-2.718231566559679,0.007969694374694821,-0.5478929957318681
BAALC,-2.774298769388414,0.006685371757016969,-0.5478037229896789
SLC9B2,-2.718580039981893,0.007949612723535693,-0.5472932622073343
ST6GALNAC1,-2.6507080347780168,0.009925717247281616,-0.5471391778984891
HDX,-2.7164756647411954,0.007999214926364146,-0.5470657007002508
UAP1,-2.7046640564653943,0.008303020716460188,-0.546760293736995
LAP3,-2.697150321234329,0.008488352853894144,-0.5458904021183751
CES5A,-2.666423359786363,0.00938353230133421,-0.545875799178881
LRRFIP2,-2.7175636510431453,0.007949201029123932,-0.5458106305862945
LNX2,-2.688013994035126,0.008736313953579466,-0.5455831479520522
ARSJ,-2.6454806975979532,0.010019528148088092,-0.5447482893124177
TRAM2-AS1,-2.6958462130872767,0.008496547792629438,-0.5445912740667688
ITSN1,-2.710688644987958,0.00810219121455286,-0.544519302066055
TIAM1,-2.8208429458080153,0.005845874927580146,-0.5443051366443584
SFXN1,-2.6728290887926813,0.009140677633282527,-0.5440806945392769
ADH6,-2.6905011752476145,0.008628881441851583,-0.5438920898884742
TMEM139,-2.6931020981510545,0.008555650767532978,-0.5438168349935513
MBOAT1,-2.832438171383949,0.005674658975848116,-0.5434781206930913
CRYAA,-2.511106735175463,0.01562023117573807,-0.5433650464459225
TMEM171,-2.855629202622939,0.0053574761752287784,-0.5430185380297693
LINC00313,-2.4936135829593273,0.016471847757077464,-0.5421573786654602
PNP,-2.7393244346352668,0.007377831613307719,-0.5412298035362235
PDIA5,-2.697865799898493,0.008377363692832408,-0.5410921095826863
CPEB4,-2.664567176443219,0.009301101590226504,-0.5406000213762278
ADH1B,-2.679182480962711,0.00887270229809224,-0.5403927380126177
AKAP9,-2.644263924849603,0.009917091084100145,-0.540081691480777
TNFRSF1A,-2.7001640247092773,0.008301090230280337,-0.5400441295291996
RETSAT,-2.7144235925343922,0.007944064333586395,-0.5400435923636654
ARL5B,-2.604989645215119,0.011263542276128363,-0.5397084660608801
CDNF,-2.645498551783898,0.009866394870441508,-0.5396818395411198
POM121L1P,-2.555398744186615,0.013270085398940501,-0.5396035031536658
PTH1R,-2.8161786513424314,0.005959451376990616,-0.5391572626154639
ICAM1,-2.6506030184454694,0.009685112222941439,-0.5389090147734302
CSNK1A1P1,-2.658421097489401,0.00943282343824331,-0.5383595619385987
ARNTL2,-2.6394904820068286,0.009994741007443088,-0.5373170682920471
TTLL2,-2.480039197991634,0.01685628604114078,-0.5369559121943688
FOXP3,-2.624412091029672,0.010470145365219697,-0.5365759188458298
SORBS2,-2.6634517213816578,0.009238567376837498,-0.5361835707468234
