gene,t-statistic,adj_p-value,effect size
C4A,-2.5440589598673244,0.013597645180744373,-0.5361110113794796
SLC22A25,-2.636717903295776,0.010043396327955043,-0.5357708304805069
SORD,-2.6510399724628955,0.009596670509685039,-0.5357363381332949
HOMER2,-2.661464495596209,0.0092760242650995,-0.5351279175613386
DUSP5,-2.7145998865682897,0.007894381037704935,-0.5347949323053088
CPO,-2.689589927883038,0.008484422608837656,-0.532890438912675
NRG4,-2.5536698560488795,0.013023959855955607,-0.5328785024673618
MIR3128,-2.5154393616457256,0.014759261072138399,-0.5328335338073568
MIR3945,-2.470345178991153,0.017093155896227657,-0.5325494305453177
TOM1L1,-2.5896837530104815,0.011549101345748134,-0.531784835854989
ZNF878,-2.482485988286405,0.01637046848261326,-0.5316737104614511
DUSP16,-2.622421027012219,0.010395145870423304,-0.5313155641959891
HYDIN,-2.454955338109797,0.017883491683805368,-0.5312787841449051
TGDS,-2.6004942952232417,0.011138360561317406,-0.5311942519072023
LINC00299,-2.6054297941572147,0.010955836917791778,-0.5308718823378316
GPM6A,-2.6372469809455787,0.00991128780497988,-0.5306345869836743
HDAC6,-2.599344528653345,0.01116021854426459,-0.5305543985297269
SLC2A13,-2.5685508106624986,0.012298348207291537,-0.5300690110260917
RBKS,-2.63459101022053,0.009980147009010072,-0.5299788032186508
NLGN4X,-2.7486684343819263,0.007190012534010253,-0.5297429973813862
ANKS4B,-2.616368575985821,0.010554471901994513,-0.5296724409674138
SPATA32,-2.4345280183487543,0.01897364832030025,-0.5294706368161689
MFN2,-2.637743394161968,0.009847711938283838,-0.5278926916369789
TECTA,-2.6237601227709324,0.010275763290726075,-0.5278166596426359
UBE2DNL,-2.4157134973503127,0.02002116081857544,-0.5277026196406701
ECI1,-2.597525870073242,0.011136399947243233,-0.5273896765765761
PHGDH,-2.728555271118926,0.007601252773135148,-0.5269608091239671
C21orf62,-2.7244064710599254,0.007689724027423283,-0.5262701768926228
SLC25A22,-2.691466632606831,0.008407429038563693,-0.5252125633689951
IRF1,-2.629610912395306,0.010041370215754285,-0.5245634171860161
CD4,-2.6621122053087847,0.009126951031882507,-0.5239899955258965
SNORA7B,-2.4894796855906978,0.015547262713625047,-0.5238111301254785
HIVEP1,-2.591006595630525,0.011271718706985833,-0.5236947596748032
PSD3,-2.576381849262985,0.011786489553669089,-0.5234423625834917
HNMT,-2.5548573406961697,0.01258538102695281,-0.5227845882492412
MYO1E,-2.686210399004966,0.008534879697164814,-0.5226390035446338
DHRS4-AS1,-2.543887294183511,0.013004814638457205,-0.5221488004882048
AKR1C6P,-2.6463590302856534,0.009532120928820796,-0.5211998193394554
ZBTB43,-2.5529960339864806,0.0126083423830408,-0.5211989054601146
CWH43,-2.387612829068573,0.02130522728947658,-0.5206020816973094
GLTPD2,-2.499060101143406,0.01490726853220694,-0.5203261119065705
UBE2L6,-2.497723260011553,0.01496264943521443,-0.520152047028462
WWC1,-2.5489054780535736,0.012728053666803582,-0.5198532519261844
NPY5R,-2.5898256034514096,0.011223030373841083,-0.519381610745155
DMD,-2.55976504451609,0.012287193007450344,-0.5190799355060758
TMEM105,-2.4629898896556353,0.01660678556598203,-0.5182181372905618
EDNRB,-2.58658554075368,0.011305394623524333,-0.5178513716786496
HACL1,-2.536014970062368,0.01317222423566153,-0.5175041920539551
P2RX3,-2.551741565682948,0.012544606002767925,-0.5172744173449945
GFOD2,-2.532694701777721,0.013296492561835637,-0.5171398407839237
ERRFI1,-2.6100760284965854,0.01053799609860977,-0.5162667847411776
SNIP1,-2.545179585580316,0.012766691554471096,-0.5160930504736613
RNFT1,-2.5323187567275256,0.013261394379814644,-0.5154995945532502
KLHL15,-2.556667003443839,0.012313938654380683,-0.515407876827638
RAPH1,-2.5402778001226785,0.012927291240294103,-0.5149253828405801
CXorf58,-2.457448554984983,0.016716681553377546,-0.514825904052473
ABHD14A-ACY1,-2.50501715607545,0.014401185487588978,-0.5147769045363447
ZMYND12,-2.534179879951983,0.013153277454240487,-0.5143442439135943
MIR1258,-2.3479396314259264,0.02354758681435574,-0.5139373090869911
TOLLIP,-2.576414739107807,0.011579642693944542,-0.5133382094164867
RSPH10B,-2.4975632950930433,0.014673514725360996,-0.513084911457064
ANKDD1B,-2.421739507321693,0.018603198108614532,-0.5130623377320931
KRT4,-2.4985871060775273,0.014605908918973717,-0.5125040608481377
C11orf1,-2.546461658528084,0.012629389893429386,-0.5123836239336005
SIGIRR,-2.6469911500435885,0.009532461845182798,-0.5122269694696487
PSMA2,-2.514322997711286,0.01389852449505128,-0.5118738031284659
GCAT,-2.5441346813281287,0.012699811218555603,-0.5115571086352206
TLR4,-2.593263854561481,0.011014539220845757,-0.5105399857753387
SFXN5,-2.5559473559494994,0.0122437141119913,-0.5102051230130482
PHYHD1,-2.517815341074263,0.013699456553456498,-0.5099923184557611
TRAPPC8,-2.495447666930565,0.0146567779158678,-0.5099326215554804
MIR4308,-2.3484793236781845,0.023131200502558683,-0.5095296350334887
EGR1,-2.563012456477717,0.01198558680904435,-0.50931705536025
CALML6,-2.5155133993978134,0.01375598703235798,-0.5085168880982309
P4HA1,-2.539397036953722,0.012812960557433188,-0.5080997996298842
EEF1DP3,-2.4716853858148125,0.015683979540314134,-0.5079154138884886
TEX33,-2.3418140654307904,0.023455741724624973,-0.507610707093949
ISM1-AS1,-2.3281741341844513,0.024450150187966178,-0.5073682319800681
MCEE,-2.468024743920678,0.015835659125173804,-0.5072805811618105
PROX1,-2.518307484462999,0.013600063491713657,-0.506671094221176
PIGV,-2.4998739683795197,0.014362138158033015,-0.5066226526303755
MIA2,-2.537552899589871,0.012856273537828736,-0.5065020902568342
HPS5,-2.5446807052985085,0.012593452270361797,-0.5062889515323582
CYCS,-2.519444057427331,0.013542251307165487,-0.5060613983467552
SLAIN1,-2.6370279714770453,0.009865338743761163,-0.5053278996316698
PSMB8,-2.522616932721294,0.013402638253816834,-0.505256853925411
COL25A1,-2.448503227032616,0.016709693579048737,-0.5049258436439381
FRMPD4,-2.5061420176787474,0.014045262967559258,-0.5044399067244438
GLP2R,-2.4653428038516623,0.015854013754280336,-0.5043092263999224
SERPINE3,-2.3339241181835946,0.023747912201654363,-0.504146881131491
ACY1,-2.4835668362299046,0.015004330523524892,-0.5040851564628666
LINC00707,-2.3397838498568975,0.023296409123456627,-0.5038360028332406
OASL,-2.420069072701946,0.01816733209668971,-0.5036467727454088
CYFIP2,-2.4885059909718343,0.014766901130476587,-0.503378027732561
FCGR3B,-2.4895713740632055,0.014717575364639135,-0.5032626158120181
PKD1L2,-2.48095505813394,0.015083545885087665,-0.5027641133590808
TMEM192,-2.4345929852399104,0.017337616007507276,-0.5027563285151502
NUCB1,-2.556808712963934,0.012149302165318681,-0.5026895454676479
LONRF3,-2.457454441283345,0.01615832381546375,-0.5021702988093668
SLC2A10,-2.4811834558817387,0.015057081863711278,-0.5021652663589313
RHOU,-2.4770293387967506,0.015239045786559604,-0.50202587443535
PLCL2,-2.536019957453177,0.012859467842323592,-0.5018184285770506
FASTKD1,-2.4657147507372184,0.015747881496616423,-0.501658022273377
EPAS1,-2.5333711701672224,0.012951732760542001,-0.5014663101997161
MID2,-2.5429009381641823,0.012613145696717083,-0.500931378995561
FKBP2,-2.494900489398689,0.014437563136902535,-0.5009264352388639
ETFB,-2.5067870896243347,0.013938873109505149,-0.500003518300333
RSPH10B2,-2.430808217598759,0.017395530764902568,-0.4994096172592369
SIRT5,-2.481535980805588,0.014970113644346238,-0.4992154613197372
BAIAP2,-2.4932532398531833,0.014473299217835349,-0.4991835502155301
KISS1,-2.419797517110391,0.017925431114832895,-0.4981009001564991
CEACAM3,-2.427316915016373,0.017519759564700733,-0.4979383934678792
FAM162A,-2.430273576054458,0.017356301645165266,-0.4976872564003477
DAPK1,-2.479632979326554,0.015013156367619861,-0.49730785574036623
CRX,-2.2886596641138603,0.026657478124882488,-0.4972845313351948
STK31,-2.4989854803856666,0.014206419662831132,-0.49679688751547585
SMOC1,-2.4757440839068496,0.015170451222745813,-0.49676050197179794
ACO2,-2.478629186820035,0.015040342463835888,-0.49645554966135413
C16orf87,-2.41942885496806,0.017874787263368226,-0.496377513908501
HMSD,-2.378613707649649,0.020165152596666732,-0.4955844592780807
CFHR2,-2.3299428112121627,0.02335462689271242,-0.49528421067840267
BCKDK,-2.412885556521032,0.01817990630034316,-0.49522559287706136
SLC35A3,-2.430926102801403,0.017229215140856277,-0.49503712316450543
XKR9,-2.382953180711805,0.019862614862315175,-0.49480218123176906
C2orf78,-2.3512973344913353,0.021852330706245194,-0.4947433507962319
KCTD14,-2.425890187980311,0.017465560219130316,-0.4944314051612463
PYY,-2.2895762491665264,0.026299037889166394,-0.4940356796828855
SGPP1,-2.4073309569018906,0.01842317092571193,-0.49376526891955524
ASB15,-2.2718537637095966,0.027720225266871623,-0.4937165315492631
CLPX,-2.420400428673536,0.017720076132229784,-0.4935817065204774
SNORA14A,-2.3997607750306127,0.01881556651591069,-0.4931464669950971
VAT1L,-2.325545295394577,0.023503531896497194,-0.4929714238250539
ASGR2,-2.4684101706462225,0.015416468683595107,-0.49263378660615714
CCDC150,-2.439977322499547,0.016704319820641276,-0.4923196606640517
CCDC152,-2.423896834795317,0.017483824306962575,-0.4918297119970493
KLK10,-2.2548542658425634,0.028863194786257134,-0.49041644585702726
SALL1,-2.421436753827326,0.017533995742004857,-0.48922198771103387
ATF3,-2.4479231740459495,0.016258427781163647,-0.4884920140166287
HGF,-2.3794593033095928,0.01976397608009261,-0.48819498940893347
ZNF503-AS1,-2.4042415613267796,0.018388562424351444,-0.48812034559725664
GSTM1,-2.3031568857942806,0.024772162118299332,-0.48789908550843664
CITED4,-2.4899099305793864,0.014518054682376606,-0.48739226821926085
ZCWPW1,-2.4328478233213557,0.01693552224462271,-0.4873312385481063
C8orf82,-2.4334818467345047,0.016901004211636206,-0.4870772409791842
ARHGEF5,-2.3789292240529805,0.019741248572063587,-0.48686531648569875
LINC00862,-2.3076279875737487,0.02431687822614416,-0.4860501497959269
FANCC,-2.4417018004428663,0.01649581224385634,-0.48515942700281783
SPP2,-2.4064066153205372,0.01818155401312119,-0.48469947057067936
C5orf64,-2.3263750737576636,0.02287890581438821,-0.48395483376789167
FPGS,-2.4441539952008586,0.016375459915835187,-0.4838556996391438
MIR4669,-2.199177541054386,0.03329186376050897,-0.48332006695688995
RNF180,-2.3825838686473904,0.019407868796492197,-0.4832130274920372
SH3RF1,-2.4637896992880615,0.015548791240665792,-0.48273475844510416
SH3BGR,-2.371001434923245,0.020037233326623567,-0.4825348627256899
MIR5581,-2.312646360289502,0.02372802691332885,-0.4823373099460477
ZNF330,-2.388343987256231,0.019066152338372343,-0.48222907457658565
F2RL1,-2.378373485059052,0.01959621747458833,-0.48173492079002406
DUSP1,-2.422505383585501,0.017335594353442646,-0.48137789457727287
PRDX3,-2.3643591422053793,0.020377226163628935,-0.48128008620078094
LYNX1,-2.4402248047177264,0.01653392832737815,-0.4811172023744108
CATSPER3,-2.3399191209062633,0.021851177981074586,-0.48108163269916693
TXN2,-2.395880062480027,0.018641862197735882,-0.4810813289167215
CASP4,-2.3289351933650404,0.022554576146786902,-0.4810047294175452
FPR2,-2.3774584371375136,0.019623161887495102,-0.4809173083896159
AIFM1,-2.376763178151874,0.019654223878027947,-0.4806561033399143
PPP1R27,-2.3148976343663676,0.02344858633410237,-0.480119186863863
MBP,-2.411784971339595,0.017829834445526483,-0.48003995496020874
MUC6,-2.19305336115222,0.03351038042001814,-0.4796889229464156
COMT,-2.3753126279968617,0.019701744664433075,-0.4794622292885606
RBL2,-2.3475605566612536,0.021309120574953492,-0.47943520540581436
ZNRF3-AS1,-2.3018598520920808,0.02431139548541902,-0.4793131023072177
NFIA,-2.3938754549643906,0.018705680915392833,-0.4790427339194081
LINC00189,-2.4213343225697534,0.0173703898754581,-0.4790088971465407
CXCL1,-2.2530759462942704,0.028024235629454268,-0.47894417151990354
TIAF1,-2.2986695935727366,0.02451651112238466,-0.4789321409751314
ZC3H12C,-2.363701644406712,0.020296430663207417,-0.4774548361867261
PNMA6A,-2.323223556301036,0.022756470878781087,-0.47734645184580066
POTEH,-2.225282560425267,0.030224647122719033,-0.4768050114289205
OR52B2,-2.1968545491870746,0.03283202694665844,-0.47663778834343207
FAM180B,-2.2072522653431634,0.03183132020764181,-0.47645587477672363
BPHL,-2.353386366099219,0.02085999854191319,-0.4764308017137909
DNAJB9,-2.348120742786708,0.021160131252675775,-0.4761196165068114
MTRNR2L1,-2.3174598694722595,0.023074313971299186,-0.4759988182627739
NPY1R,-2.35499300057244,0.020753539351733435,-0.4759725018540215
PLA1A,-2.4119226589537495,0.0177917271891627,-0.47587792951468155
MRPL46,-2.4041845000895044,0.01815650407493775,-0.4758412389438847
ALAD,-2.371201123817504,0.019841201762991412,-0.4758182215138002
KRTAP19-8,-2.1692855294800504,0.03544708232741384,-0.4754078044457993
ADCYAP1R1,-2.3107252863981502,0.023463787092348632,-0.47471093531686676
LYSMD2,-2.3887083279063375,0.018902488248671623,-0.47420716623874015
MIR4524B,-2.1867943964330827,0.03350342620859731,-0.47356902193288375
TRIM35,-2.2560624936027343,0.027384330281417468,-0.47346429658083133
PNPLA8,-2.334084565252668,0.021920176392003665,-0.4734368501315058
ELAC1,-2.346529737802536,0.021174531259403537,-0.47336703969311367
GCK,-2.2857128717749564,0.025126997287470098,-0.4732207675527134
NAGS,-2.3690589795711046,0.019908699900079565,-0.47315556609298115
PEX3,-2.3252139524895186,0.022459412187940408,-0.47311467132745055
BDNF-AS,-2.335234970557059,0.021829403899100118,-0.4727661884740485
UNC5CL,-2.294789917860835,0.024452533529372263,-0.47259415976838803
LINC00319,-2.1682650889051747,0.03524366870427123,-0.4725105713053345
VMO1,-2.385341478062059,0.019055127033030698,-0.47212094614905864
BIRC3,-2.2602566406633873,0.02696617215121933,-0.47209616811462585
MAFF,-2.292902031850805,0.0245596197151657,-0.47208350501065627
MYO18A,-2.294799888301292,0.024422365604341738,-0.4719726963836702
C14orf180,-2.22559113589314,0.029775278403063498,-0.47166461726278114
MTRNR2L3,-2.1787271822091463,0.034080336762012664,-0.4713894982860816
MCCC2,-2.3547415459334107,0.020660603390167377,-0.4713159824273817
PITPNM3,-2.4447108734002216,0.016446191093146288,-0.47124789019606156
COX14,-2.3952074529925205,0.018572241950374952,-0.47117125762379153
PDE3B,-2.2944227101480488,0.024402412576163744,-0.47096928721964176
RDX,-2.2895426714162377,0.024722749501781757,-0.4705659983760081
OR10J5,-2.1516827080301493,0.036759441447796234,-0.4705616232859362
KLF10,-2.373677008627672,0.01963243737429088,-0.4700456077992235
ZNF658B,-2.194627773015096,0.032394689716863566,-0.4696999011147718
NDUFA5,-2.268866582549771,0.026161232501282577,-0.46951727239677726
STMND1,-2.3136878007693666,0.023056859015587825,-0.46920056778376257
COQ3,-2.3176129797688123,0.02280399240993176,-0.46904766228055694
ADM,-2.2994331175754157,0.023973054179731376,-0.46881597277538517
LRRC4,-2.344414280497528,0.021195203240941072,-0.4686532776045057
LIN7C,-2.3106599802050223,0.02323264168305877,-0.4686526221555737
SUCNR1,-2.268731663359163,0.02609516264273476,-0.4680656515509537
NLN,-2.3615057785627926,0.020251664671670496,-0.467926788774536
ADIRF,-2.252896237455839,0.027259191794256583,-0.46747704475281737
NXPH1,-2.2014883628166846,0.03155572071603319,-0.4672516718580563
DYNLRB2,-2.253893068692169,0.02714680840145577,-0.4668459979760383
ICAM4,-2.201022876060171,0.031545840941979236,-0.46660536929298224
PHLDA2,-2.211248220608727,0.030629487015124992,-0.46652635671829273
DOCK5,-2.2937286731904245,0.024260468112679175,-0.46625361755248546
ACAD8,-2.332537311242356,0.02183500603104005,-0.4661144176258
PEBP1,-2.3140442698798434,0.022945140600328297,-0.466078493303552
TNFRSF12A,-2.2521552094559594,0.027221017627779526,-0.46576559410842433
GOLPH3,-2.282214615109157,0.025021383818356682,-0.4656356287632364
LRRC31,-2.2666771928665916,0.02610372380961005,-0.4651294437265877
PNPLA4,-2.2653835374872875,0.026191001873959233,-0.46497531295650335
TOB1,-2.212722466867537,0.030378094351310597,-0.4648426622649511
STS,-2.2722454216673356,0.025687047308727354,-0.46477620350657345
MAMDC4,-2.305247973986072,0.023451553757457808,-0.464274919163869
CRYZ,-2.265089634139696,0.026149928513566425,-0.46357263083836714
ZNF281,-2.263513456200494,0.02625919079683006,-0.4634532344699812
CYP7B1,-2.2843989586778974,0.024783669941282508,-0.46318419120513904
COX4I1,-2.276028445974635,0.025341908673782783,-0.4627485750406629
C4orf36,-2.1955148423400535,0.031666483311059195,-0.46171578926576584
NDUFA4,-2.227271125660025,0.028948348348082294,-0.4615510759607091
ACAD11,-2.2494654247275223,0.027202329187411226,-0.4612999939461951
PLCZ1,-2.147010082176753,0.03616315468627158,-0.45987441795070394
SERPINA1,-2.2717526617480157,0.02552837181977201,-0.4594441769972233
RAMP3,-2.2721687000754276,0.025495097629565002,-0.4592856000514934
PERP,-2.2484295508622316,0.02718185463607894,-0.4590418345220227
ETV7,-2.2035626566905693,0.030757106280996847,-0.4587378197580884
MPC2,-2.264381377519301,0.026013013940479748,-0.4585681909054125
TRIP6,-2.3084961796851116,0.02315243549374939,-0.45831740833630785
IL3,-2.1813961559834367,0.03268960401350476,-0.4582140674770799
PRDX6,-2.287643634715795,0.024440802630821296,-0.45817815439357396
ZFP36,-2.2951363967245726,0.0239575816868364,-0.4575891517930197
TIFA,-2.2540530302122175,0.026714139381601134,-0.4575612946001799
AK2,-2.2692178606093445,0.025646679924094862,-0.45748206183549023
ALDOC,-2.2973614020141437,0.023810151072570732,-0.4567054351738366
TRMT11,-2.2402920263580897,0.02768730051868719,-0.45648669902269456
CLIP1,-2.2502385591275607,0.026951792994787623,-0.4564421024460643
LINC00487,-2.133020274035634,0.03727344751575429,-0.45626197843631544
TREM1,-2.2391459545234818,0.0277616030975645,-0.45618419673414556
MMADHC,-2.214198774238462,0.029703046783348872,-0.45588442644920113
C6orf141,-2.1049345602426808,0.04025689101029937,-0.4555664523533438
CABP2,-2.093687873334638,0.041535376219477796,-0.4554833088203078
LIFR,-2.1899702817904974,0.031731778898245494,-0.4554600789493332
FAM71A,-2.177364200291316,0.03284047052019408,-0.45514344168308063
ZNF800,-2.2218126258979343,0.029048191431343035,-0.4549874758327284
GRIK3,-2.2613642732791317,0.026121841806900588,-0.4549520350397566
SLC25A27,-2.2856942974614936,0.024512156900841353,-0.45450344763930567
CCNL1,-2.248878865859105,0.026988097327510757,-0.454489410493147
