,t-statistic,p-value,effect size
6487,1.3896263605953012,0.16813992394812646,0.27205983445681886
18679,1.4465662230533372,0.15320131308986001,0.2720832522677535
3470,1.4588100913165571,0.15037569916476076,0.27209452639855175
4660,1.395626092455865,0.1664229067382187,0.2721212496315105
13814,1.4641242918249286,0.149170907676758,0.2721757776555945
94,1.3728717038190947,0.17308145669758848,0.27219985351193204
2942,1.4604739887617963,0.1499591774932213,0.2722539771607762
19514,1.3998039449094195,0.1652345702512609,0.27226798114080863
12118,1.4419696230869614,0.15424422060031615,0.27232634353922636
13984,1.3875775340724275,0.1687061445470414,0.27242160458264253
14850,1.4199033038566902,0.1597766483595496,0.27242255991814995
17839,1.3690264918554638,0.17424288551038503,0.2725785239939956
3273,1.4093072247934602,0.16258054239979386,0.27258782969236245
9498,1.4443547595199324,0.15360451495160377,0.27263085329863046
929,1.4283414602347406,0.1575427414354568,0.2727584858130733
1932,1.436757183329955,0.15541073911359274,0.2728543800104211
14981,1.455438846881968,0.15093873849920925,0.2728857601115497
5998,1.4674696478653193,0.14821421369030285,0.2729560155935635
18499,1.4149755400422444,0.16100117560331043,0.2729918266992884
1180,1.390011997584569,0.16795563869601562,0.2730759179343841
4984,1.3698531630317474,0.17397835091209995,0.27307774893374326
3992,1.39294623299698,0.16710487732252463,0.27312460959772616
12541,1.4053111683552382,0.1636131118000337,0.27315585036597545
17683,1.3849960678678137,0.16941510939007673,0.27319350707108714
10342,1.3942267589482782,0.166731740057979,0.2731996115567406
7249,1.449851215460982,0.15216614341491894,0.2732146708794019
17346,1.3997586965780655,0.1651571906267907,0.27322639558885353
6828,1.4700805209417502,0.14756472404189572,0.27323327359940347
1628,1.3782185691016438,0.17142980803563015,0.2732572351100323
17268,1.4702102357932147,0.14751216726934863,0.27331854353577045
5038,1.3879545831984672,0.16853970366848028,0.27332025510902064
8266,1.4662072512616724,0.14836804504974146,0.27340783385888756
13412,1.3862532536224978,0.16903326512963737,0.27341740864030506
10205,1.399029350283741,0.165339988588228,0.2735002139738285
11250,1.4113055972811326,0.1619227815521331,0.27356768721085906
10255,1.4149703957066753,0.1609286937865565,0.2735799379293224
17287,1.398079118969504,0.16559900026337282,0.27363244902809586
738,1.4434712596631598,0.1535981237286063,0.27369166063323935
8320,1.3805129693727425,0.17072514829504262,0.2736998812919143
16380,1.3936020973357388,0.16687421043465794,0.27372880073366507
18755,1.4058658572859353,0.16339985300360577,0.2737558275059392
4718,1.4121536168285345,0.16166948893866806,0.2737673019672616
10990,1.4116933904424058,0.16178978409455433,0.2738135330555275
7660,1.4649102455867842,0.14854220599219917,0.2738444237832443
13478,1.3808310912392212,0.1706244137786346,0.2738518576223193
19336,1.3933810368912682,0.1669295163934809,0.2738597752239469
16084,1.4695176398988947,0.14751082473759022,0.2738688073454531
2090,1.3908950065627121,0.1676489300088521,0.2738880815171793
672,1.4518497277044429,0.1515414233592879,0.2739004162487885
18600,1.4707059853131248,0.14723846588521347,0.27390931176266253
5723,1.4205798095586726,0.15938390749067943,0.2739431687393195
10814,1.4740738768570476,0.1464746664509268,0.27401554777922416
6212,1.3933747850549123,0.16691449560866825,0.2741301325803417
6269,1.442132752174554,0.15383947575064075,0.2741426076373168
1832,1.4752770630969996,0.14616769243584743,0.274180032263906
3941,1.4719764576466394,0.14685933437187343,0.2742759003853667
1484,1.4476162301153725,0.1524673443256046,0.27431728278874573
13102,1.4016129954817995,0.1645383442064556,0.27438166820032217
15513,1.4014606195282708,0.164580239311461,0.27439789943008563
3185,1.469725200779025,0.14731685175341297,0.2744217599270349
11916,1.463347221649096,0.148747716072479,0.2744336655757691
8469,1.4767752051524563,0.14576678282604877,0.27445326632914596
11271,1.4014884488707982,0.16456394133576552,0.27450876197687757
895,1.4252272745291044,0.1580740525572439,0.27457023329182983
7740,1.3937360592009695,0.16678331948884242,0.2745839992423622
10297,1.415250246385347,0.1607348586457953,0.2746102181994415
4114,1.4315639853115778,0.15641455588651712,0.27465519388184106
12173,1.4602879008731784,0.14939582161776788,0.2746615087777758
8610,1.4180174267616303,0.15997779010674879,0.2746866853733458
19197,1.4661090074541017,0.1480432917628334,0.2747499338155762
18602,1.4780937916402517,0.14539143713711958,0.2747755564670854
16858,1.4490580486417257,0.152027589393125,0.2747772111896479
8417,1.4786930605973143,0.14525482080776578,0.27480302588069855
15990,1.4786930605973143,0.14525482080776578,0.27480302588069855
2078,1.402485339038842,0.1642562544313258,0.27484717864291847
13571,1.4231853966566217,0.15857197043202056,0.2748884750392223
17660,1.4775573990351805,0.14547519999878017,0.2748890723134759
2901,1.4678050070443853,0.1476215652010337,0.27490741423908804
9588,1.4581394021823493,0.14982678521083861,0.274967840578442
16187,1.4660195556180484,0.14800428975706914,0.2749923398608251
18352,1.4062715659502378,0.16317551319874954,0.27501823688186566
8709,1.4491197727085645,0.15195473221324085,0.2750754008340786
9874,1.4491197727085645,0.15195473221324085,0.2750754008340786
9744,1.449119772708564,0.15195473221324113,0.2750754008340786
4262,1.398186228526666,0.1654643966828286,0.27514592122876974
3448,1.3904314463380558,0.16771897359388385,0.2752296288439422
6201,1.4814788152271496,0.14451370275371894,0.2753110189451569
7854,1.3730062578982671,0.17298269406574462,0.275328109770688
10845,1.3520813543368615,0.17964341252786778,0.27533001565508225
19442,1.4268251874668751,0.15755214453665248,0.2753466704226974
18758,1.375693981124311,0.172153141667915,0.27538207484312227
8044,1.482396996145558,0.14427008569277994,0.2754784409739931
13563,1.4302441435518618,0.15663879618242374,0.2754816531407548
4320,1.3968986003174846,0.16581639416981958,0.2755029839749543
3463,1.430726846181386,0.15650135324357978,0.2755684808884165
9441,1.4506703438183184,0.1514830562569085,0.2755772955164827
8686,1.4369292042189425,0.15490087263931565,0.27558357644757486
4503,1.4332223609407087,0.15585173327752988,0.27558602969017887
6899,1.4198195717522661,0.15938236997552377,0.275682908706095
1666,1.3904441917991734,0.1676970274883663,0.2757126208883393
6735,1.4487889457119736,0.15191635138892973,0.2757133196501599
18640,1.4361549608194522,0.15507016053270462,0.27577621467181457
8252,1.361228340221515,0.1766991582823321,0.2757958393626992
8201,1.4843069432502785,0.1437643653246146,0.27582668389442694
1163,1.3834356066732,0.16978861953186306,0.27582802772647974
17110,1.4033464189385274,0.16394426871343531,0.27583398486323873
13423,1.4599480013049015,0.1492130949613996,0.27584897252278806
18591,1.4845580460472378,0.1436908189424143,0.2758977595954036
14430,1.4061522691590034,0.1631427750821357,0.27590887075548326
9311,1.35188438932908,0.17973371253641052,0.275916766593112
9202,1.386238383489916,0.16894325795843154,0.27592798921979583
16053,1.4221507292939841,0.15872574199230888,0.27594695899109334
12029,1.4596726656103014,0.14925621376722414,0.2759525011536516
1668,1.4677032428252972,0.1473935844824778,0.2759527548181522
5376,1.4459108754679515,0.15257412486441535,0.27600698004831575
15954,1.4717800578058942,0.14645122741892802,0.27603189157708774
8625,1.477823398769756,0.14510213379694661,0.2760591518276169
14043,1.4112692450683786,0.16168991816239092,0.27612531472505936
17322,1.4585872400056903,0.1494713400182858,0.27615459412787013
15165,1.447605339884048,0.15212905677520414,0.2761577396759974
10749,1.4080779290699215,0.16258188879553945,0.2761592465278396
4510,1.4109275430488901,0.1617777845689291,0.2762226369776506
5735,1.405218900036735,0.16337953725787357,0.2763402018244309
2076,1.4033362706383365,0.16391591736322014,0.2763563874580901
7876,1.388247596009674,0.16832954445188333,0.2764608937658023
3192,1.4867369272706077,0.14305843329320314,0.2764993183688616
1071,1.4315792324362426,0.15614306763059613,0.27662436405601915
2747,1.4856711557834315,0.14324838536327664,0.2766345128085929
1711,1.4782201339596146,0.14485644847792245,0.2766803785357262
17006,1.3967623156427518,0.16580248963818514,0.27670082634964044
15358,1.4031507252100082,0.16394991250366947,0.27671029105056827
7151,1.3981044735815231,0.1654091528693963,0.27673429992689996
15750,1.4336917979670256,0.15557671914617838,0.2767344459914312
9553,1.4326847163789664,0.15583364701234995,0.2767848813271846
11223,1.4363422480546877,0.15487516731321946,0.276835124378382
1838,1.4761903548937543,0.14525382644906532,0.276898410118137
5103,1.406218610495248,0.16306187150149934,0.27689878019473413
14585,1.4737663764089368,0.14578703333182244,0.2769451904498379
10472,1.4565107194240294,0.14980487105506704,0.2770039492853415
18616,1.4839216266062092,0.14350129450415752,0.27709955471389464
7799,1.3994762972653136,0.1649941202428273,0.2771210879127047
8027,1.4261625355825973,0.15751894138031244,0.2771825237301625
11845,1.4151925113444266,0.1605168576043753,0.2771831145513457
4941,1.4913089606454588,0.1418885829723522,0.27722301298034435
14521,1.4195262320499966,0.1593093314555368,0.27731146506161347
10442,1.4104237535088473,0.16184392491406355,0.2773193553068874
13953,1.4791684472464175,0.14448487309605612,0.2773369577344266
13702,1.4113163965547746,0.1615909423823353,0.2773386591200081
618,1.4925368492091744,0.14159565319672118,0.27734667950113184
540,1.42313050344802,0.15832113420757693,0.2773561160332124
15041,1.4859951700738807,0.14296436375301522,0.27743737312061667
2053,1.396945249821282,0.16572350280664544,0.27745924543201383
15663,1.3913814686545893,0.1673723021500957,0.277505957650057
9047,1.4177532983486045,0.15977777133485996,0.27756750664284635
5513,1.4281890691929482,0.15693520177738,0.27758263986144843
7390,1.4201650401243668,0.1591091612977692,0.27761320880644047
13515,1.4885296770396566,0.14233836957816537,0.27774320009843184
17818,1.4118789505721698,0.16139136794324604,0.27802171549832794
6297,1.4429709600951566,0.1530094961355868,0.27804662338106567
12636,1.4616463428500084,0.14836761707616322,0.2781152849116594
16210,1.4316394620935677,0.1559408902295189,0.2783065388658178
6390,1.490218210253046,0.1418178518184087,0.27834914051319354
93,1.437262442484768,0.15444811837868266,0.27837282789022055
1923,1.4194691260162244,0.15924320751323304,0.2783864499254255
3856,1.4738602562103125,0.14543637761031827,0.27843692009346316
7853,1.4390039346908385,0.15398221691624606,0.2784687352622044
13644,1.4220411581664136,0.1585192987054259,0.2785718158249232
14493,1.4790195931112393,0.1442284488268914,0.2785884227243308
12555,1.3897527397356133,0.16785233959510767,0.2785890720243179
6500,1.4959712392086022,0.1405256532364693,0.2786067077049616
14316,1.4531114076952865,0.1503706943710092,0.2786115996055698
5353,1.4949306963237885,0.1407428829632353,0.2786156147555708
12324,1.309621257927883,0.19465999235515968,0.2786218899894076
13154,1.5000281603647794,0.13964667538311207,0.27872055609796276
8928,1.4288054214145725,0.1566605762822513,0.27874333176234456
17787,1.4243041837392416,0.15788449287001832,0.27874838726294554
6838,1.5006765843433347,0.13948564648181902,0.27881571566315666
14149,1.415527963787709,0.16031024478257247,0.27895007372282865
4304,1.5008630791401811,0.13940137857036025,0.2789787879624911
1169,1.4139810284368368,0.16074527812713277,0.2789894761654189
15617,1.4118063908088627,0.16136241370308826,0.27900695597284947
6265,1.500814523630291,0.13940024914375612,0.2790190276609773
5447,1.5014148450454226,0.13926209668065245,0.2790683318024729
7706,1.408245380876949,0.1623785684289916,0.2791299980324783
10635,1.4299610256294337,0.15630985830379268,0.2791940443113551
15930,1.4381039090928325,0.1541380867001754,0.2791965555426773
10119,1.4195976819337999,0.1591550948065678,0.27919709436862755
17220,1.4984383897554199,0.1398449290950492,0.279207862757562
6425,1.4970312671875057,0.14011918855259828,0.27929298677194014
15734,1.4599395698839779,0.14858174821152528,0.2792944628232883
15539,1.452686506234907,0.1503687805774465,0.2793620542160787
5217,1.4504948744315294,0.1509171307126973,0.2793911327156348
12226,1.5015331765217015,0.139147741967758,0.27939344815798617
3215,1.4894046264106446,0.14172863473741756,0.2794227301264932
2686,1.5038945893981805,0.138647872803761,0.2794338627966663
4599,1.4355712242942458,0.15477156878725307,0.27957335676983397
11490,1.5052636675970792,0.13830685706099333,0.27964607691930143
699,1.5026360704575925,0.13884829110477256,0.2796506838203136
4062,1.448796687800998,0.1513135315809768,0.27966468977542325
13280,1.4416771662711494,0.15314996161015904,0.27968268440992966
6005,1.4861813072855348,0.1423785701471331,0.27968887463336967
8715,1.4509894529079304,0.15075214028253162,0.2796955543757924
9808,1.4747448105521357,0.14497635161633649,0.27971261268682573
18183,1.4970712678939109,0.13999701974924772,0.27973317174201123
11519,1.46412059698021,0.14748381071604677,0.27979778850048115
11546,1.4685261066165658,0.14641679672790983,0.27984697848000223
13804,1.471699418589161,0.14565873630573087,0.27987855652834515
600,1.4995611501562498,0.13942846304058487,0.27989099085930325
7668,1.5058682822558793,0.13810190519567062,0.2799354711196921
15262,1.4961043576413093,0.1401426199310038,0.27997623932085774
10043,1.5015919973659166,0.13897798218742288,0.2799796029562887
6734,1.4859413680713154,0.1423551133783439,0.28003754964609695
17264,1.5074980130137245,0.13773474332282298,0.2800533579861012
16984,1.4977224964703355,0.1397684852365477,0.28008832647009024
10160,1.4805549036566192,0.14354465755294357,0.28017718375611267
16528,1.424651778111088,0.1576912019534731,0.2801861636920259
3411,1.438259831781764,0.1539994247282121,0.2801963912286248
19329,1.402643785491067,0.1639871558241236,0.2803433515921675
5529,1.4398136054446873,0.15357087096498107,0.28037855425771857
5481,1.4190208170460994,0.1592536937840372,0.2804149217011688
11813,1.482083394928038,0.14314469308987987,0.2804298733948938
12077,1.4940640088116666,0.14047337092001072,0.2804330566573375
9980,1.384604553391888,0.16945505522376975,0.28045243703154255
18911,1.4383219420425803,0.15395985097293174,0.2804537032643762
5188,1.3888882673344507,0.16813264656351276,0.2804598005021829
2852,1.5091954125749933,0.1372735157704287,0.2804625963423838
8758,1.4833950607787194,0.14283260826632427,0.28049630246341206
18112,1.4248715816577369,0.15761210450979105,0.2804997883901002
724,1.4528100556677273,0.15018867595342308,0.28050368770469103
8382,1.5051459932943043,0.13809518365636259,0.28051112125372674
11399,1.4417654241243405,0.15303914494335388,0.28055429803597487
3721,1.448946600595143,0.1511666828271208,0.28058287406775184
177,1.4342322886357695,0.15504360266668446,0.280600331391637
12079,1.5057427274418806,0.13794658951611882,0.2806035482367028
7423,1.5015947707333546,0.13878759154841605,0.28071646070803047
7491,1.4882186708529024,0.14169796202586388,0.2807236666336982
3327,1.4680761233979474,0.14637875230857908,0.28072774269678485
9422,1.4770083535665803,0.14425313765000564,0.2807598052926806
10189,1.5079452085068161,0.13743915796637912,0.28079572413664766
11907,1.4701971383838244,0.1458576751035204,0.28079761867148856
13836,1.501329156741711,0.13881541202321224,0.28083043932792046
4645,1.4869635362483598,0.14194875133596127,0.2808701376123918
12864,1.4881424289803482,0.14166824120895616,0.2809449972516181
14040,1.4371741055255969,0.1542189808470639,0.2810260325647422
12468,1.4379140707221,0.15401902683062474,0.2810461284901116
4983,1.4057876143074959,0.16305307897949542,0.2810480957442627
9585,1.5130243408507422,0.136328008018204,0.2810596886156164
6750,1.431408969631323,0.1557761156825384,0.2810882364022192
18176,1.5126967059737215,0.1363668023418072,0.28115936336246955
12647,1.5134279283511005,0.1362117667826353,0.28118323400101203
3830,1.4858181104451473,0.14213546898466958,0.2812258616365136
18381,1.4609834551091176,0.1480421280185277,0.28123261745399597
7587,1.514204674246381,0.1360290214635447,0.2812746498560426
18268,1.4218693736125139,0.15841216986803902,0.2813219151169207
3731,1.464529122576705,0.1471368393735978,0.2814396784676294
10907,1.473261713533315,0.14502056585475706,0.2814399601758802
5517,1.4718407954735444,0.14535827533466195,0.2814535777715259
14762,1.4264501085117738,0.15712090828737735,0.2815048288513037
14061,1.424082031496038,0.15778114121901432,0.28153866622983786
8649,1.514230440689267,0.13594337841657622,0.28156534802177696
2082,1.4439740317605863,0.15236275918556597,0.28158685962481184
11129,1.4093854198990534,0.16199151222219374,0.2816010821141836
11895,1.4397019594192006,0.15349127652582698,0.2816752738300939
16714,1.5133644105062605,0.1360870783551254,0.281685509009205
15465,1.439041744825863,0.1536646247255362,0.28172384193210265
8576,1.396928233883408,0.16570273766169394,0.2817358425882786
17242,1.5063730522658978,0.13752149886370768,0.28174526966609553
9195,1.4431671646711564,0.15256033902437066,0.28177306300341626
17022,1.443766153992581,0.15239273358894467,0.2818803928625213
8020,1.5141477459961354,0.13587070357341088,0.2818953029747789
19265,1.451557885555368,0.1503365531320949,0.2820637107572505
15756,1.4323221680347782,0.15546628635240745,0.2820937348159127
17609,1.4942381332405157,0.14003889844256348,0.2822310109512605
13270,1.4476393774331549,0.15133560732236537,0.2823021658559757
8025,1.520432527873448,0.13446008059062725,0.2824086974985984
11234,1.4883775892621238,0.14131704153908559,0.28244705956488797
373,1.4175301619620566,0.15961501803742914,0.2824676287517343
6363,1.4286939589257004,0.15645107047529602,0.2825026787431556
16249,1.495716227955058,0.13964639376351476,0.2825411064924592
5955,1.4109459529690342,0.16152750214548858,0.28257497876660714
10870,1.4559901579635683,0.1491299093065792,0.28271093621544946
4687,1.4665356843114252,0.14646234343435316,0.2827872507709906
2070,1.513939921098178,0.13565959437336408,0.28287190341011414
18487,1.420044920003768,0.15888515452558072,0.2828723910972846
16675,1.4342407466330835,0.15489809944855432,0.2828785274387135
4934,1.4405313661288541,0.1531819882034346,0.2829169616447178
4886,1.4728713498997696,0.14487478613373847,0.2830356693946551
17200,1.4514146485082724,0.15028281000958146,0.28304405653690534
8009,1.5037069698906795,0.13777500847607504,0.283098161327243
15391,1.5089534162534015,0.13664664577585667,0.28311295368724315
16196,1.456194244428372,0.1490328649284159,0.28316211026721827
8441,1.5130549857348237,0.1357661937691053,0.2831845304478332
17738,1.4575114740094446,0.14869173322775361,0.2831904218614717
8314,1.5070958015295124,0.13702433940834294,0.28319177916266786
4522,1.440996105733864,0.15303932342800367,0.2831944962072193
10534,1.5241108371584808,0.1334881620858914,0.28326694595793833
3301,1.4526112628554413,0.14995066655433686,0.2832749517698863
6830,1.5251793634229427,0.13327330608840157,0.2832751551183743
1194,1.5250768692449492,0.13325767948383635,0.28340550448576146
11201,1.4644597766143128,0.14690321660525982,0.28343178933236246
4235,1.5141662864888843,0.13546324344009894,0.2834763953446024
1354,1.4492648725009192,0.150811676724724,0.2834810000982068
13880,1.4783751884999068,0.14347492649842034,0.2835408459956271
24,1.5247438712820431,0.1332862071531414,0.2835440060709251
1934,1.4372877608743182,0.15402314800112923,0.28366924676449906
1914,1.4493895223084656,0.15076391686503046,0.28367872181799275
15463,1.4944312419321755,0.13971125481751648,0.2836834460601113
17631,1.437075307576696,0.15407951807361153,0.2837105319864169
18296,1.4722116969849708,0.14493520982748948,0.2837946284453546
6026,1.5273293173411506,0.1327010414829701,0.28380344146201425
2009,1.470140626104477,0.1454418961532896,0.28382318018391994
11095,1.5174512078671418,0.13468926778175727,0.2838511181084681
14437,1.5269385150876356,0.1327645256217785,0.2838547865339679
10470,1.4397511594498138,0.153340151123683,0.283862221196238
5309,1.4664149603807402,0.14636170193220654,0.2838881904103827
2186,1.476944841063221,0.143769959470023,0.283888654253134
4172,1.4494039487879198,0.15073598161452126,0.2840137067035197
222,1.43698493466006,0.15409065982638664,0.2840201225451042
711,1.4822941835318597,0.1424641293329252,0.28405647651068944
14681,1.4634432674789208,0.1470841630888278,0.284139824698857
10399,1.5290252128633035,0.1322581873733812,0.28419426358737826
14629,1.5294859183556095,0.132164325050353,0.28420451439132133
6792,1.4466375586735123,0.1514576801853034,0.28424832638924014
8021,1.5305905326113878,0.1319319717339281,0.2842578061218842
4719,1.4519033618498398,0.1500572857694359,0.28426814076938844
17981,1.4437684747909254,0.15222765768115723,0.2842824969088886
7638,1.4978106686837906,0.13880982086275284,0.2844348488002926
10192,1.527470360742947,0.13248476929882277,0.2845026880556481
12425,1.4563392113683336,0.14887694440709806,0.2845075819909074
7737,1.4924747948564252,0.13998657490666935,0.28466107154073705
17422,1.4649778753919307,0.14663751013884593,0.28471804326809397
6564,1.4417601510677596,0.15275039857692183,0.2847424592363434
15385,1.5274713326232459,0.13241852376125535,0.28475532332955567
673,1.5132644157598392,0.13535792797733914,0.28475577144089514
16447,1.5283348924435076,0.13223087183117058,0.2848111057095882
8677,1.445904943569346,0.15162008955104703,0.28485799716344373
8208,1.4975541996590636,0.138788537121668,0.2848765330860535
13265,1.459132179132013,0.14812041973063744,0.2848939894837246
8997,1.4820614741477234,0.14239210685687584,0.28495589275389993
16166,1.4280030324759543,0.1565786294470113,0.28497086746545963
19235,1.4515728359579527,0.15009633473043127,0.28497938509805537
10562,1.4904666075740536,0.14037656666793333,0.2851350811952058
8798,1.468556786874623,0.14567997198187033,0.2852530904711718
11370,1.5268292038024502,0.13241566427209173,0.2852763116490864
5651,1.463457236820014,0.14695159475179018,0.2855382162839225
9019,1.500181427879132,0.13807654888596296,0.28554670382779074
10115,1.4696722781375129,0.1453645923256339,0.28560287284059954
16310,1.5340522204617837,0.13088269967268013,0.28561526196405096
7721,1.4420375209830025,0.15263794523829433,0.2856609302908123
17164,1.4717495058224344,0.14483604731887986,0.28567220378363745
9408,1.4772888212124236,0.14346057657342737,0.28568435514969776
2797,1.4738902089538495,0.14429795208875404,0.28571043872724877
6291,1.4969786276777506,0.1387786966950553,0.2857105772592143
16232,1.5360683070724435,0.13046001803799975,0.2857122973563988
12505,1.4551468443119833,0.1491027128015247,0.2857299709005444
2569,1.5392185635248141,0.12980080852419443,0.28587776864500836
368,1.4978286250982304,0.13855541087110038,0.2858856920166702
2472,1.5239566244249125,0.13285258493773566,0.28590853600358435
15826,1.520188083405069,0.13363823411933112,0.2859113182285502
11396,1.5317398765588686,0.13124760333735094,0.2859856700808693
16685,1.4795090298215738,0.14287873336688633,0.28600962635273447
19250,1.4418894159633568,0.15266492855452599,0.2860849153320019
4585,1.4659689408533971,0.14625904687640603,0.28611956183861953
12811,1.5408748741145615,0.12941117731998755,0.28612916143330125
3180,1.5406577146717015,0.1294517444197591,0.2861342872447684
9077,1.4366525527988563,0.1541184903032641,0.2861453150927381
5890,1.5380297036519075,0.1299547595939575,0.28616496667863445
3163,1.4582092405951979,0.1482601793225543,0.2862964581469362
16192,1.4853983973018305,0.14140372197736129,0.28638882847940156
3624,1.517688013585317,0.13403736644547254,0.28652859836843925
3911,1.4435615811655989,0.1521910295757697,0.28653719526250077
19096,1.45926200901297,0.14796796254510536,0.28654615881764917
10818,1.5402912222094018,0.12940765090971768,0.28656070987762555
11391,1.41581339918192,0.16013685720203139,0.28657246634807654
6151,1.543434011168674,0.1287899249174129,0.2865947081888659
6577,1.4541762562519158,0.14931033456158058,0.2866184617026944
2522,1.4690748087247871,0.14542272440235754,0.28663774454428126
1165,1.4524106325278952,0.1497805100875513,0.28666848027252523
10028,1.5270737529693397,0.13202332121647906,0.286714499589348
18996,1.4627017311851105,0.14705775157008208,0.2867169952364814
11116,1.4667913701585489,0.14599944135840562,0.28673118070800496
14648,1.4725535437820976,0.1445309520567421,0.28675253669653405
7048,1.4990484503150225,0.13813540869022944,0.28677286684823144
13131,1.4668774567693776,0.14597311388762166,0.28678620407716254
8972,1.5442174570530873,0.128586427791031,0.28678751803093283
14173,1.4707706006970316,0.14497312817555066,0.28685611637394604
11797,1.4702228561462845,0.14511142957083462,0.2868669105267731
811,1.464124489926374,0.1466746318424933,0.2869143109408337
1453,1.4619396013359505,0.14724023871945177,0.2869650840378118
18514,1.461854160298351,0.147257183686721,0.28705126051078517
18707,1.464280037577713,0.14662040632194198,0.28711904500705077
7088,1.54657757705742,0.12803006361172126,0.28716650709698743
2109,1.4634772273993688,0.1468222032482108,0.2872285052070052
6818,1.4793555271615184,0.14278341429856387,0.2872516015443615
14856,1.4141211008993724,0.1606657661217524,0.2873164942646638
18256,1.5474937292620166,0.12780928799940455,0.28733313719531905
3986,1.5408477999940056,0.12908036473636583,0.2873995616016448
13003,1.5432566510779548,0.1285908723710829,0.2874682011315436
13978,1.4234192092552138,0.15791280273874905,0.2874710098311752
11900,1.5475966235542316,0.12773443908846746,0.2875356249139951
17577,1.4493685929845788,0.15057046986940117,0.28754524718888635
5730,1.470334955902216,0.14502661977136003,0.28758071641767835
15027,1.5362329127352803,0.12995100904313853,0.28759385974717383
6241,1.5463919470170748,0.12793179834539578,0.28766287359939213
9623,1.4998998365853762,0.1378032788509268,0.2876891223692966
5281,1.5296155478401479,0.13124126727846222,0.2878683377045934
7002,1.45942741066679,0.14785105565326911,0.2878856952505731
11480,1.4655123287271057,0.1462511380322221,0.2878863558662367
14187,1.4737669259797637,0.1441249234717537,0.28793313415503263
6185,1.471286288820148,0.14475422874349694,0.2879747665030647
5809,1.518736302097229,0.13352272888396874,0.28800890518667566
15082,1.4794901115674597,0.142678051169855,0.2880115773330554
12581,1.4835204385724399,0.14167751247676402,0.2880310441957872
4015,1.4686028709224084,0.14543427030436273,0.28812530223748617
5446,1.4174617073835836,0.15969932030881565,0.28822855877227116
16532,1.5525183796639026,0.12660385346057493,0.2882469146810206
11445,1.4823871084235773,0.14193373404510046,0.28827631973340756
12605,1.54842251427038,0.1273612694657008,0.28834299385910644
9184,1.4971277848107158,0.13835867428106255,0.2883793592112074
15276,1.47884290711218,0.14280333995333513,0.28843338509296146
7003,1.498250932638989,0.1380853534557907,0.2884487643430131
3771,1.4530518615747172,0.14954170122439597,0.2884565009837879
10086,1.5522720083425756,0.12659263609953508,0.28846069869566904
16208,1.5542829814828751,0.12618268531927654,0.2885677799418606
10905,1.4750010321917468,0.1437623296043096,0.28858074761626684
17095,1.5442943809064567,0.12810124084745933,0.2886028196382407
6595,1.4497442103323244,0.15043910606925678,0.28873950754181466
4001,1.4593055862216708,0.14784672217434403,0.28875426885311933
10237,1.488256593075513,0.14043875289669439,0.28881035259649146
3881,1.489583254124497,0.1401106347291167,0.2888586583491071
13300,1.4937562285397277,0.1391016115749221,0.28887188733052227
14259,1.4986128053015673,0.13794053611476242,0.28892234835499503
5349,1.53656001921589,0.1295773639394522,0.2889391905819004
6393,1.482622653677212,0.141815762758989,0.2889393561321277
14576,1.5546682272070822,0.12600442524516084,0.28895774785510936
16568,1.4827595190653873,0.1417795632470558,0.28896409859985406
10332,1.422342032791065,0.15827325243790938,0.28896509639206125
7482,1.4929943582201362,0.1392722805412395,0.2889832972108879
10039,1.4796995718372679,0.14254169606275313,0.2890064568935744
10184,1.5544914128743055,0.12601008072128217,0.28906237711386873
2617,1.4765298439276786,0.14333625491875218,0.28910004561248864
14885,1.5094551803982503,0.13540150661978295,0.28911982154540655
11349,1.4834344793515322,0.14159586207896313,0.2891478462568197
813,1.5148817039535234,0.13417366097788802,0.289153376748328
18003,1.5053869745182582,0.13632005254815122,0.2892212224499559
1361,1.4896430989638745,0.14005200452545394,0.289298363089982
5496,1.4741374103958855,0.14393282524361153,0.289319028140897
4523,1.509097238809509,0.13545341198788116,0.2893245658457519
5640,1.4743534139168428,0.14387492434913227,0.28935843859643406
18478,1.465554915257653,0.14616254980330623,0.2893746698578633
6255,1.5180619385701082,0.13342831965091384,0.28939389480416083
12443,1.4799648617454393,0.142444765494842,0.28939985283252373
14464,1.4681153337385688,0.14548836224596445,0.28941147076621454
11185,1.4934842474017032,0.13910499345674573,0.28944391709910555
14924,1.5560029309206653,0.12559745275532957,0.2895381637282622
14439,1.55310660949777,0.126149846796875,0.28954371143921726
5617,1.5596087578982816,0.12491456070698183,0.289550005740934
8140,1.4412358849398756,0.15280864456981846,0.28955624617676673
12550,1.5524389551788964,0.1262455454565263,0.2896750199789463
14272,1.493129064017969,0.1391639568526656,0.2897063803507494
10341,1.5604737756214668,0.1247035745999082,0.28973155106074516
8841,1.5542100984831075,0.125873870996982,0.289795254094755
7983,1.5610479310105985,0.12457844844568178,0.28979767110488963
532,1.4774122117941986,0.14305998235266548,0.28986865798936523
10208,1.5533341201287632,0.12601471055943242,0.2899067734179814
11227,1.475308399206756,0.14359607302083552,0.2899131937103264
4626,1.4841644361396462,0.141349273015132,0.28994117863563823
16636,1.4954423147959248,0.13857641216781702,0.2899889582177905
1268,1.5308024249002776,0.130550832810492,0.29005812019349553
14090,1.4679380911079918,0.14550511967244217,0.2900737204188741
17621,1.4607675977601315,0.14741187335671854,0.2901056681689426
