,t-statistic,p-value,effect size
153,-6.761537820595643,1.509518933613628e-08,-1.205803238348236
11360,-6.950024570726085,2.2822781597684115e-09,-1.2050307887540923
6498,-6.8214824914570915,7.898749863463588e-09,-1.2046198186535269
3614,-7.081061956757861,6.032890705445273e-10,-1.2034456832414062
10641,-6.697497769932731,2.065283576136951e-08,-1.2000737745336463
1126,-6.776769531190284,8.825155339565277e-09,-1.1984702278911874
5863,-6.882973187082056,3.068407863362632e-09,-1.1980535413082198
5040,-6.754948462603805,1.0474679906028195e-08,-1.1976927821064647
5348,-6.7287985864070645,1.254473087716546e-08,-1.1962951027337316
9079,-6.95517998576506,1.3591904818320365e-09,-1.1955453790447068
3393,-6.759908693952126,8.213088743117358e-09,-1.1939314160216765
14663,-6.7260973290114645,1.1362355449525616e-08,-1.1938803564293217
6423,-6.7187406437494115,1.1418809408908959e-08,-1.1925965584535028
2774,-6.7344369839270675,9.67696115003585e-09,-1.1923244595441613
16760,-6.638217657560682,2.322601958500996e-08,-1.1913904724360116
2773,-6.663424135156056,1.746280756440855e-08,-1.1905111813168572
18909,-6.61018797945471,2.6395816573955134e-08,-1.1886682469646246
6890,-6.567360168143296,3.586755310869282e-08,-1.1867391322787144
421,-6.7300769841063826,7.296208895637377e-09,-1.1858883438425032
15876,-6.718140293757746,8.138126027553267e-09,-1.1857816032254018
5005,-6.741776785280873,5.96309409787189e-09,-1.1840592884236676
4314,-6.62568400722312,1.7836874356295534e-08,-1.183786043300877
5881,-6.582584867334783,2.3816383493370787e-08,-1.1813764190841425
12622,-6.512714130022258,4.0104824824339615e-08,-1.1786354768017144
3998,-6.6600909271781585,9.978720648974757e-09,-1.1786335687765388
3536,-6.479259701292461,4.2649871416594464e-08,-1.1734653527283534
7196,-6.427739063999002,6.740532299353778e-08,-1.173115218223447
6870,-6.434100787995707,4.9404144602548696e-08,-1.1677611864574884
3683,-6.440452581286603,4.446879010654834e-08,-1.1667657134160487
13062,-6.72193177693587,3.2685404696275096e-09,-1.1666003007782575
5840,-6.356378707746171,9.045059170933748e-08,-1.1655227317839445
3710,-6.422782668879004,4.8705714862222056e-08,-1.1652288672198305
14783,-6.549506569727337,1.414275703539508e-08,-1.1639293125695704
6046,-6.451472403712493,3.334704787804141e-08,-1.1627757002224985
16518,-6.664391699424045,4.513673098137217e-09,-1.161895407539591
581,-6.476054474363824,2.3154723880314707e-08,-1.1597898756318423
6311,-6.411790350018577,4.052022910029118e-08,-1.159053116903052
6057,-6.400209835546902,4.3467990064237595e-08,-1.1582606685542418
5347,-6.563310373443358,9.2988923083999e-09,-1.1573346496349033
15138,-6.3473617199401975,6.643742048420101e-08,-1.156973450410247
1981,-6.329708636403233,6.848471106825827e-08,-1.15409121124868
12319,-6.35557431076065,5.304612239966315e-08,-1.1536371841532356
14927,-6.341269182279163,5.7710240147427516e-08,-1.1526117027507425
3686,-6.418997673343282,2.77213483956855e-08,-1.152091788797896
3708,-6.4269715731662185,2.38745238117311e-08,-1.1503510858277453
1304,-6.429659433593387,2.1556860983966352e-08,-1.1485596044014064
2772,-6.295169679082505,7.253559252108944e-08,-1.1483563815856808
10996,-6.257388181372019,1.0092998549812744e-07,-1.1481534409612133
14940,-6.381976751342744,3.199684314439841e-08,-1.1476557779837622
2420,-6.545111112545099,7.24466948457993e-09,-1.1471929381031705
128,-6.322864797245296,5.275085969563075e-08,-1.1468058010823405
1438,-6.3158712426035875,5.599171509116027e-08,-1.1467211497063827
6213,-6.256027698046575,7.723524183845542e-08,-1.141714377730317
13042,-6.218484860570659,1.0697500126404706e-07,-1.1414932763760504
12440,-6.3486130336373074,3.1181290429897874e-08,-1.1399839457342744
14662,-6.136526579505102,1.8261388547285432e-07,-1.1370738576506565
5864,-6.480234036260412,8.704849194552145e-09,-1.1370529670265739
4130,-6.217252661917219,8.008555763216719e-08,-1.1344172343558563
14670,-6.083531696757317,2.5846850456873083e-07,-1.1343806113511024
2781,-6.408183119555847,1.4201441600659049e-08,-1.1335135126365337
322,-6.0613933681363745,2.4902633930516856e-07,-1.1288116195629319
884,-6.181982767084458,8.550375975633205e-08,-1.1284537667451873
10522,-6.2373826268510495,4.785508498246023e-08,-1.1262214214399402
7774,-6.2889779144964075,3.0004539694947856e-08,-1.1258819766257229
14669,-6.116308456538347,1.3414647969448137e-07,-1.1253344236223604
906,-6.1778921397685265,7.69508358485988e-08,-1.1249780581396174
3699,-6.1453142778647285,9.91349923696143e-08,-1.1241507666619401
751,-6.121170189679,1.1430212163311854e-07,-1.1224299632502996
11111,-6.236666327290916,4.14542719686259e-08,-1.1224086409797391
5208,-6.061923814462818,1.8686302054487543e-07,-1.1218173208473357
1942,-6.269105790431856,2.8419169265296197e-08,-1.119864238571786
6896,-6.114994686281204,1.0796430392512866e-07,-1.1196541826762394
12473,-6.122730224740373,8.175428340329367e-08,-1.11427860522215
6812,-6.1055312766860625,9.300170826576352e-08,-1.113748889609278
6508,-6.16867973223809,5.347455478586975e-08,-1.113582282375513
8661,-6.166884528735177,5.006022620567308e-08,-1.1113856478806503
6749,-6.161932237385338,4.893002171593306e-08,-1.1095971205518302
181,-6.177671964096742,4.277294467929562e-08,-1.1095831713525792
7562,-6.111586035656251,7.32121106916911e-08,-1.1088239325327924
9331,-6.084821831403302,8.925480745671446e-08,-1.1079665054265924
9113,-5.991837303302834,1.941330457376131e-07,-1.107382341938914
8282,-5.99943238626448,1.672387172302501e-07,-1.1051708231129211
11141,-5.92319505230511,3.1771820299434305e-07,-1.1049801080963972
120,-6.077950713299237,8.332551502647883e-08,-1.1045229025802945
494,-5.9972777482692905,1.6507636121927714e-07,-1.104337768561144
15382,-6.019012486385937,1.3106437150747275e-07,-1.1031421641562968
10127,-5.9093230737886415,3.32721713286517e-07,-1.1030997628213264
11944,-6.046390038803181,9.988044897619465e-08,-1.1021157368341852
3847,-5.91749930322634,2.986516663877257e-07,-1.1020603900158465
13421,-6.070600491228127,8.04414743260868e-08,-1.1018287806362892
17848,-6.011340787067311,1.3168264740774056e-07,-1.1015030777962544
11312,-6.033426685168312,1.0657359497300197e-07,-1.1008679828238312
13500,-6.003572724324216,1.3548972002535476e-07,-1.100480809884172
17717,-5.9603183632189785,1.9304772880044679e-07,-1.1000992198921267
5852,-5.907818126479213,2.952948772941152e-07,-1.0995705909764124
12428,-5.823743451621123,5.892519892361041e-07,-1.0992719109999556
1119,-6.029772924274754,1.0349300819923193e-07,-1.099203318445376
18090,-5.940340445166803,2.1793689184917346e-07,-1.0987973387980037
121,-5.91752565505915,2.5194715771517304e-07,-1.09749865754603
422,-6.009365466625851,1.141471820467768e-07,-1.097120724030387
5677,-5.948830392863579,1.7837687635040536e-07,-1.095297939530661
12265,-5.978252401596062,1.351017246302265e-07,-1.094485345222339
8541,-5.9349618805696185,1.710289916887402e-07,-1.0908731351942718
7242,-5.825515588004697,4.2695158077322097e-07,-1.0908316131077804
3309,-5.881917408137959,2.561250769101481e-07,-1.0897153147953
12852,-5.926552728639926,1.7169136587757055e-07,-1.0889870061202078
960,-5.86286438775918,2.916981457955279e-07,-1.0888952962474687
1295,-5.800952570810185,4.880570001804178e-07,-1.0888910193935804
2507,-5.9960339717436595,9.45295531297569e-08,-1.088477185665446
492,-5.837856175256457,3.536109471303003e-07,-1.0884441698758118
4034,-6.027190105086949,7.042759968969437e-08,-1.0873032575790929
15283,-5.8060545710369595,4.350731815846175e-07,-1.0868550714614074
12105,-5.873818250417841,2.3570093947078755e-07,-1.085462169507036
7024,-5.881893367616682,2.1805906548418397e-07,-1.0851624551799
4472,-5.897522567864263,1.9043176477153225e-07,-1.085011202868292
11135,-6.076566300838451,4.4047563466606616e-08,-1.0848218230174378
16126,-5.7774258452338305,4.845553393482754e-07,-1.0832189005715225
8107,-5.923825683869118,1.4227116295449157e-07,-1.0828648096431768
7498,-5.785463275531231,4.333144170880173e-07,-1.0819212485006375
12627,-5.95711860686184,1.0365943702194395e-07,-1.0815511409687755
1888,-5.844786643054802,2.590896759797925e-07,-1.0812468005773082
12106,-5.888243813021147,1.7479740816762612e-07,-1.080249166555292
18248,-5.8261379472568,2.898904238659699e-07,-1.080027679468326
15102,-5.8008900376541765,3.518142660350336e-07,-1.0795927249801907
16100,-5.948223276453726,1.0361111861372027e-07,-1.0792706710772704
1943,-5.898189195103105,1.5273228926781706e-07,-1.0786514039198623
4018,-5.734039910181782,5.865048791969573e-07,-1.0784914139410098
12251,-5.873457851212113,1.7765133354333751e-07,-1.077084038818128
15141,-5.960570053550797,8.411050673285531e-08,-1.0756968674717282
4726,-5.807592661937831,2.909412701385833e-07,-1.0756531588302973
6517,-6.039526711888227,4.5332549746151805e-08,-1.075341121227206
15201,-5.677847846624008,8.149826685694087e-07,-1.0747844536373203
7223,-5.736023545214326,5.053359871945476e-07,-1.0746279330072428
10353,-5.836759167695507,2.1893741658192225e-07,-1.0743062753573411
6671,-5.8296918708636385,2.2804704878409704e-07,-1.0737891762040266
3687,-5.639828309813489,1.0548727650109253e-06,-1.073389542848861
10997,-5.738908131378664,4.534520470454484e-07,-1.072129336936483
4948,-5.653560928670968,8.85468416043063e-07,-1.0714596656548996
6103,-5.7687257525291695,3.472085828397948e-07,-1.0714318409766386
15333,-5.802695231451966,2.573904424739485e-07,-1.0707646394408512
17728,-5.6998317489963854,5.925595026299115e-07,-1.0706309919328878
17880,-5.678810458796753,6.790297851694605e-07,-1.0696178172493072
2525,-5.730184218536479,4.3646195797240895e-07,-1.0688665338452683
4991,-5.842667406495797,1.7344251408638917e-07,-1.0685446368378302
12798,-5.776147684030985,2.95561843609871e-07,-1.0683834603461406
8836,-5.7097033947129745,5.052258495445775e-07,-1.068261740073017
3776,-5.735470182777279,3.859265447865608e-07,-1.06643830394569
1305,-5.846779633728538,1.5481335874337411e-07,-1.0659057079355256
14776,-5.7319810890526,3.816510148857632e-07,-1.0652300618551231
12800,-5.669631764025675,6.221548202936738e-07,-1.064758506637077
18130,-5.540206126586179,1.6295938505125858e-06,-1.0627209429982611
28,-5.7786819829268365,2.4010879113976584e-07,-1.062491531663188
4020,-5.762369679297604,2.6836122970200403e-07,-1.0618672302889993
13813,-5.832736816205566,1.5140773479026762e-07,-1.0613916874647462
9333,-5.764823494228361,2.440310549940317e-07,-1.0594138024768054
14068,-5.537430648583181,1.467772810239149e-06,-1.0588030235009194
3078,-5.629761153594051,6.864008872751107e-07,-1.0579384275258947
6205,-5.670501773769187,4.928716575420268e-07,-1.0577793574471783
15877,-5.6603113891836445,5.164671948166934e-07,-1.0566813498759653
4199,-5.647993556291203,5.614951674174143e-07,-1.0562114971921885
3981,-5.641359637238145,5.735027004616792e-07,-1.0552055095300106
16396,-5.546346510759315,1.167150305901861e-06,-1.0538252306192635
3636,-5.532420006785152,1.2985231411271508e-06,-1.0537343350308719
6875,-5.637295603652961,5.38345282743606e-07,-1.0521492562990702
3380,-5.830578282780279,1.1725427461038322e-07,-1.0511668266013834
7040,-5.756989079226594,2.0273595292708262e-07,-1.05091161294746
16958,-5.657071869021773,4.383341126027462e-07,-1.0505597719744657
7598,-5.505388262934613,1.3590908606209278e-06,-1.0484494242138065
16626,-5.478727851376825,1.6462714230663013e-06,-1.0479346548249284
16935,-5.561071877880988,7.929694374640145e-07,-1.045157085306654
15250,-5.5714688196560385,7.270005913442649e-07,-1.0449888932068632
13457,-5.65235260479229,3.8531318152646973e-07,-1.0449585998612307
6822,-5.408704548919167,2.558425877474655e-06,-1.0447501332675413
5923,-5.889927306989307,6.761684396501519e-08,-1.0441204630357956
4471,-5.685551864805146,2.8467195330747657e-07,-1.0433167724378838
13763,-5.564690323668818,7.154513721329205e-07,-1.0426970105567535
1385,-5.426412097257856,2.078092096882718e-06,-1.0423686061615496
6766,-5.60868451520797,4.922214710889036e-07,-1.0416741255068849
1899,-5.5342853239666265,8.419918227475582e-07,-1.0401957770065173
18375,-5.714923890681958,2.0960014427306422e-07,-1.0400699349954585
1789,-5.647547612620372,3.42136270253492e-07,-1.0394098008119168
1217,-5.683140772509602,2.5945817764207413e-07,-1.0391434843320402
2670,-5.538995909831166,7.683015219474127e-07,-1.0383473719326035
6521,-5.598349129406789,4.5053750028353575e-07,-1.035729027559467
16384,-5.493445737315407,1.0128801808123073e-06,-1.0357192079207111
12628,-5.733450811244256,1.634346978087144e-07,-1.0350956170210683
3685,-5.457494420159683,1.3071346638326783e-06,-1.0349316087213187
17509,-5.539234844358536,6.832396223130296e-07,-1.03436999641472
5536,-5.552741527561026,5.962151707262943e-07,-1.033229672959164
15339,-5.518047433410754,7.773446183961583e-07,-1.033166563723704
4989,-5.5351915681245965,6.754831082344797e-07,-1.03287275903489
6122,-5.374372960727293,2.165667204292394e-06,-1.030422331200376
15441,-5.3063587288156775,3.5466678723939125e-06,-1.0297360927745123
3357,-5.6487117847215735,2.5746701697640375e-07,-1.0284313191231294
17762,-5.448816387794299,1.1489133292337477e-06,-1.028213854253462
7730,-5.541901045403926,5.578399356384617e-07,-1.027781651951988
13063,-5.577332811461898,4.1348390547581033e-07,-1.026465701403535
10572,-5.531843985644015,5.686498865278902e-07,-1.0256472085741701
18139,-5.430024559135689,1.219887310426595e-06,-1.0252675268081157
13402,-5.416732883545233,1.2992463461999379e-06,-1.023909586690002
1887,-5.450077527444821,9.615147718273286e-07,-1.022202545813646
3074,-5.428813978145466,1.1239971117620437e-06,-1.02201395451283
97,-5.553534876544384,4.339076984394339e-07,-1.021308657741031
191,-5.47133323222207,7.887809217667533e-07,-1.0208126040987813
16687,-5.403308692779346,1.2892298851701054e-06,-1.0199793305078655
14920,-5.401488523581767,1.3050512267687687e-06,-1.0199218432024064
8647,-5.308904051658803,2.5537206849517447e-06,-1.0189178173469975
18126,-5.2947060577303695,2.759192835141047e-06,-1.0178815203935447
14402,-5.405528138212138,1.1922967813625336e-06,-1.0177380137814964
10206,-5.375442871438081,1.4745258731638905e-06,-1.0172073039970966
5151,-5.641922214251883,2.1244064356876856e-07,-1.016407527132036
15363,-5.588482270297351,3.029282929616187e-07,-1.016290588891136
8667,-5.422696758834967,9.700764183913102e-07,-1.0148324567607077
1411,-5.292464938966948,2.510699795417686e-06,-1.013886651175617
623,-5.578960805185316,3.0824752893660727e-07,-1.0138842319365995
1520,-5.276718904635925,2.790355346987189e-06,-1.01345162208533
2763,-5.375654056130014,1.2842137668262632e-06,-1.012140114943691
13128,-5.426594122867197,8.7675165950941e-07,-1.0120207029715962
5042,-5.299428949486787,2.251355189287492e-06,-1.0118112482640067
3827,-5.532330624572386,4.0635475567743146e-07,-1.011694919646245
304,-5.350597320461206,1.5210859707975657e-06,-1.0114638143784678
11766,-5.327252860178241,1.7785794849846867e-06,-1.0107879231518364
9066,-5.301909830726749,2.147132602736864e-06,-1.0107499367791712
14671,-5.265706223103848,2.7607320719206546e-06,-1.0100697089521518
7718,-5.43638983416481,7.683189617913748e-07,-1.0095874235849165
16395,-5.303040327860848,2.053181151087968e-06,-1.0094051598624914
6762,-5.457448715946112,6.514293432849846e-07,-1.0090577088945207
10364,-5.25811227049285,2.803813075212841e-06,-1.0085617908950488
3723,-5.469982358693267,5.858110756788158e-07,-1.0083355429394787
6175,-5.368825461413712,1.1901304467209703e-06,-1.0072479363527675
323,-5.286362338132989,2.188464372230787e-06,-1.0071524041368127
3705,-5.480713165057718,5.173125758512693e-07,-1.0060936599417099
13858,-5.320732963561293,1.643100955640592e-06,-1.0059587006865798
7475,-5.223891284119027,3.3517838817067564e-06,-1.0057905760755783
30,-5.36255324386558,1.1989160135417028e-06,-1.0057104520633833
15307,-5.333797232999605,1.4708665765234635e-06,-1.0054140837436454
14457,-5.390563410981524,9.354629655926375e-07,-1.0039285195379426
14655,-5.373693558984779,1.055305009186486e-06,-1.0038485356614724
7494,-5.387704277565972,9.334004309454814e-07,-1.0029652296123845
328,-5.355503241361363,1.1780060130070383e-06,-1.0029244399647543
6323,-5.231661382454614,2.9144081742105794e-06,-1.002694954158447
13501,-5.356909262212328,1.1436006519901939e-06,-1.0021304429800724
16247,-5.4518692362634145,5.813352165679736e-07,-1.0021012796227888
2803,-5.434010214565923,6.459974079866503e-07,-1.001218407140528
9032,-5.442570177438268,6.066666559884077e-07,-1.0010565137250016
1413,-5.364543676318929,1.048260666627941e-06,-1.0008076503871624
3324,-5.167565154003901,4.37567998226011e-06,-1.0002833309445676
8648,-5.213777763513333,3.1148827580219936e-06,-1.0002242821196246
568,-5.652535549480875,1.6719964496548063e-07,-0.9999098904608892
10614,-5.185479252473701,3.763262794607003e-06,-0.9995261224109909
1136,-5.289683122375725,1.73787358637122e-06,-0.9992087801882967
9759,-5.1396509810467075,5.024839807352154e-06,-0.9978219896308127
10347,-5.2422000897781915,2.355042317570387e-06,-0.9974778254114737
18123,-5.131407604092502,5.156848257926394e-06,-0.9965272755203958
6515,-5.381343840742647,8.358316533651259e-07,-0.9960736699222167
678,-5.3188598548372665,1.2911737267119714e-06,-0.9957038708895356
14754,-5.3332736455638585,1.1288556469925133e-06,-0.9943451074708144
9134,-5.315547757340405,1.2555176267974282e-06,-0.9934790017280813
4882,-5.307636320722155,1.3017201879334138e-06,-0.9925976103744776
6877,-5.131403879320087,4.6471545090891115e-06,-0.9924980032293121
17802,-5.223125920258888,2.373770807172737e-06,-0.9922627118817213
6410,-5.079556788025522,6.663221781875126e-06,-0.9920036409292432
10649,-5.147191156987749,3.942981440079073e-06,-0.9905329737325498
7614,-5.251405454988846,1.8398793489954452e-06,-0.9901856148279925
521,-5.278059954477929,1.5192689484813034e-06,-0.9901558137843176
16224,-5.229713191131651,2.0699161894504725e-06,-0.9885893835533743
15993,-5.197125682097265,2.5760130398746563e-06,-0.9879347182339122
10647,-5.270662695994806,1.5131515877386053e-06,-0.9876784801975499
10064,-5.458736555486404,4.330813114680124e-07,-0.9874090702164895
1171,-5.190621090714187,2.6441842979415543e-06,-0.9870815267536561
18538,-5.216441318213474,2.154416869387045e-06,-0.9862665025931155
6062,-5.218699328536973,2.08079373545975e-06,-0.9854724291720527
4866,-5.229105181715879,1.868258265313674e-06,-0.984004794737873
3915,-5.145157003601145,3.3359224590322956e-06,-0.9831959606099678
14774,-5.199234772846018,2.2475401157415e-06,-0.9828289232327352
1159,-5.45014407461463,4.298126158068402e-07,-0.9824777614996156
5860,-5.188060194731738,2.393901799926549e-06,-0.9821251562828397
846,-5.133709351967966,3.5128878650774275e-06,-0.9819430140211248
4277,-5.1304829847882205,3.593312848447629e-06,-0.9819246638746851
831,-5.1741242252601936,2.613989487665092e-06,-0.9816463145349549
2121,-5.089790446563636,4.62887299815547e-06,-0.9803777504750615
3682,-4.9811018810583905,9.911580213421898e-06,-0.9800550427882909
5659,-5.20802386788474,1.964202618492317e-06,-0.9796155971280546
15144,-5.217810314997839,1.8027539188614798e-06,-0.9788154666846115
15196,-5.2446665126761705,1.4742118304441148e-06,-0.978054768562856
2857,-5.309001535256808,9.517139803184405e-07,-0.977626435691562
6677,-5.104596144272983,3.875386295580552e-06,-0.9773710212154684
522,-5.103825985376609,3.844788527562497e-06,-0.9768046653901635
6335,-5.316791109561955,8.694339319713014e-07,-0.9751714126042459
18135,-5.068767455667015,4.6518966238768e-06,-0.974356412742374
161,-5.221690929123006,1.5966058387096e-06,-0.9742542606648444
3690,-5.061404863742429,4.85845409021526e-06,-0.9739919012855625
3754,-5.061387282677003,4.790313485219026e-06,-0.9733879622344132
13431,-5.253596484241955,1.258865116269306e-06,-0.9729728042266833
9078,-5.219144042015668,1.5739869235890375e-06,-0.9726588377705936
8673,-4.93146173611919,1.1668740272840288e-05,-0.9725270836695729
6669,-5.109375944895926,3.3304075762140116e-06,-0.9722883744395349
14616,-5.133551918562939,2.78713167321651e-06,-0.9718850671094705
1348,-5.168655840625996,2.1482286815682005e-06,-0.9710650966163009
7198,-5.089720498174993,3.7141414352864193e-06,-0.971016003042845
6405,-5.025253136944541,5.810957070262351e-06,-0.9707740983363802
7908,-5.121281611196974,2.941014980197397e-06,-0.9704420960136572
3013,-5.376607147109719,5.738583219093672e-07,-0.9700809247143225
4954,-5.194877986265198,1.7328197979937544e-06,-0.9692139130776946
3227,-5.113978907433297,2.980563504017435e-06,-0.9687295494401372
6257,-5.086440931081891,3.582825155794085e-06,-0.9683934580661492
2756,-5.29850885862338,8.710931416433499e-07,-0.9675080082674719
3702,-5.055517678197552,4.305641248639757e-06,-0.9669674909050819
11110,-5.119670252876735,2.7361802058568537e-06,-0.9665594100211277
17202,-5.128784916811276,2.567384608589065e-06,-0.9664987618968653
17504,-5.067031994130996,3.905759914238938e-06,-0.9661930205144333
983,-5.109642670860874,2.8536906447421273e-06,-0.9652846443206503
17734,-5.175482057656809,1.8105914460308688e-06,-0.9647020576025759
8180,-5.200572009049398,1.5299935305797127e-06,-0.9644452521685675
668,-4.93017057092003,9.317820027697856e-06,-0.9625695147758032
15882,-5.037208613292273,4.409021565363586e-06,-0.9623041256896304
14757,-4.989394807238697,6.11046158987535e-06,-0.9620767781525885
10648,-5.0695312742863035,3.4690615510389486e-06,-0.9614953978789668
12390,-5.103325559751554,2.6690433876247517e-06,-0.9598625251767396
10155,-5.142001419672223,1.9613000940649614e-06,-0.9569125703516753
2255,-5.072879413378202,3.0836943587103615e-06,-0.956816343548244
14153,-4.990410118236553,5.380358151115179e-06,-0.9566294762298537
13764,-5.0155940167366015,4.525926122250544e-06,-0.9566063078894677
1909,-5.1502760458508146,1.8351900820864779e-06,-0.9560891231207973
3593,-4.945873104920394,7.194812012256866e-06,-0.9559225398337168
11183,-5.077096972885869,2.9331075755310926e-06,-0.9556862533572237
18184,-5.14182188378611,1.9121700749069116e-06,-0.9553228846507548
13967,-5.2527769285464965,9.846933763841296e-07,-0.9551125104094119
10727,-4.899304055116528,9.541660131848657e-06,-0.9542385964104098
5390,-4.984692863853354,5.2363404904152175e-06,-0.9535211543954389
15311,-5.181444671870014,1.4391388644906176e-06,-0.9525707502156556
16291,-5.10597432153871,2.2796543647084876e-06,-0.9521608957820257
4789,-4.9938219822043255,4.69458268270699e-06,-0.9512347587466132
1826,-5.17737504089651,1.4476021664394737e-06,-0.9511481924202803
16996,-5.072491731500849,2.74027686693355e-06,-0.9503412384804214
3297,-4.845358641017094,1.2083819035005778e-05,-0.9482850612240917
4887,-4.991393781309484,4.485023707462749e-06,-0.948134068683913
119,-4.998134840850041,4.171201587906569e-06,-0.9466998663444579
1869,-4.971453814079526,4.948486924806802e-06,-0.9463672492130808
11102,-4.977103814615182,4.739109563126141e-06,-0.9460825161888827
1507,-5.00837732362497,3.731901363168046e-06,-0.9443239100972405
11122,-4.9856682315858505,4.284449167245516e-06,-0.943760829364426
15344,-5.233370637555963,1.0059167445518461e-06,-0.9436417862560432
5760,-4.967209368469111,4.820795695103971e-06,-0.9435676977029529
15953,-4.950345153030329,5.281627755584236e-06,-0.9425109217712
6164,-4.94873840829337,5.246276144957864e-06,-0.9416078279728788
11246,-4.8645323213762826,9.154828200557098e-06,-0.9413453520222093
9338,-4.904898095783524,6.943127606023705e-06,-0.9410468621644278
3374,-4.91907096027628,6.307249795853354e-06,-0.940965557435668
6293,-4.738068334579026,2.070444143225453e-05,-0.9399213152541697
10549,-4.947934040229585,5.070522284262393e-06,-0.9395197346089348
3777,-4.990290327135356,3.805298439761055e-06,-0.9387774561124672
5597,-4.9804488763360375,4.0278261206448586e-06,-0.9384248910611204
162,-4.74830691070629,1.866148753008154e-05,-0.9382284917632902
10126,-4.953024104616663,4.785783382451226e-06,-0.9381768749005347
13040,-4.775169664138357,1.552203201878136e-05,-0.9379703764300132
2309,-5.008593513755634,3.3075467628410585e-06,-0.9372518042711266
10328,-4.900802795473097,6.467066837849227e-06,-0.936013334806496
16458,-5.025188135425584,2.923620317522035e-06,-0.9358244856472441
11329,-4.966394828796786,4.199202707237643e-06,-0.9356061743046391
12462,-5.029208572954321,2.7472253679915875e-06,-0.9330253887605993
4395,-5.07050429427978,2.1548981224615255e-06,-0.9324678990706394
44,-4.986922541353219,3.479106217230187e-06,-0.9317759747916323
6339,-4.851532168936072,8.237816911132892e-06,-0.931731809299259
111,-4.774795764101977,1.363054600722692e-05,-0.9315719217028519
13660,-4.734862120557681,1.724917471282509e-05,-0.9301738508697991
515,-4.946378984706597,4.343064021222989e-06,-0.9299492461562054
3220,-4.707775875341424,2.0380491052011226e-05,-0.9296123690408634
7055,-4.649452891792203,2.9460356523046277e-05,-0.9290077147271739
4370,-4.979381794563043,3.498087573639767e-06,-0.9289596319852215
10782,-4.699368747071251,2.124102721182539e-05,-0.9289372634790488
3641,-4.850359213250926,7.872742484771618e-06,-0.928920291027674
3056,-4.634959342588162,3.225465875841967e-05,-0.9288529464073837
6406,-4.63545732784641,3.1649373439628485e-05,-0.9280829740392424
17,-5.00759592859244,2.923490713927154e-06,-0.9279112843265555
12586,-4.705305644895147,1.966789585023699e-05,-0.9270701884064874
17813,-4.834244063426193,8.21544001208167e-06,-0.9255519153911553
1890,-4.931230888886178,4.323636298116494e-06,-0.9234438676403256
15057,-4.886289718989362,5.486623083661871e-06,-0.9210729725146923
154,-4.798049172701766,9.533203071487577e-06,-0.9208863723340548
13456,-4.607014449541816,3.252054643234991e-05,-0.9203376066347686
6692,-4.79530550315134,9.397362060574542e-06,-0.919093099018113
5845,-4.7300787441884005,1.4178153275633165e-05,-0.9186271367892473
17332,-5.029490732204401,2.389471953539567e-06,-0.9186026395923181
3620,-4.632715980673776,2.5793185070279436e-05,-0.9169785133652406
5546,-4.59937402751199,3.106729686280022e-05,-0.9155317436267791
10378,-4.78507439704873,9.210508997522324e-06,-0.9141494696172507
15946,-4.788986074356136,8.906212984220386e-06,-0.9135996922235065
9372,-4.7657026494941865,1.0271871331814806e-05,-0.9133900602625066
6324,-4.577738745951425,3.407529994320765e-05,-0.9131744366139507
15490,-4.799229359441682,8.288519733322071e-06,-0.9130972399188139
7053,-4.823655995587632,7.0546175355317715e-06,-0.9123673510930894
15897,-4.775176024242291,9.495145273869135e-06,-0.9122479251530285
15277,-4.766937268225585,9.87717029652735e-06,-0.9115185341972214
12253,-4.718392910280304,1.3322367601537222e-05,-0.9111151720693803
12025,-4.713299238264294,1.3724786152617752e-05,-0.9109678538770298
15303,-4.577016351934126,3.193407337311797e-05,-0.9095596185719091
13740,-4.792065068152753,8.079894534372546e-06,-0.9086014857700698
18872,-4.673943410234348,1.689490037701489e-05,-0.9085886328232392
18136,-4.583811914197174,2.9864645535889355e-05,-0.9083102334712371
5459,-4.684589120060808,1.5584068798842076e-05,-0.9078517470616192
7429,-4.75472458161719,1.0012677843312906e-05,-0.9076828419823658
2162,-4.6522994212704525,1.891410351190035e-05,-0.9072157072877487
4959,-4.751990723561379,1.0051552965071872e-05,-0.90686363082213
1787,-4.858686644826209,5.330252568313196e-06,-0.906654791676271
18792,-4.752155789319225,9.939748429459435e-06,-0.9062154082080714
6512,-4.705574769931403,1.3269745059792643e-05,-0.906206526255393
6518,-4.496066930712923,4.586315434795324e-05,-0.9016672898275759
3419,-4.58351197094134,2.6406144442239735e-05,-0.901571123048292
8991,-4.659215420558474,1.63182752632398e-05,-0.9012844474426438
10345,-4.60676888080775,2.1814545653530313e-05,-0.8990689906915726
15012,-4.653076585742976,1.61945098072449e-05,-0.8985405915383341
15507,-4.594310017673967,2.3339334306263612e-05,-0.8984640423983355
10177,-4.587028653451982,2.4295199325377317e-05,-0.8981489335974676
6312,-4.712754912891533,1.11582907484182e-05,-0.8980403547663918
14033,-4.537232307016191,3.2961633242942754e-05,-0.8977297914506618
7137,-4.462709255763936,5.241268147399884e-05,-0.8976525014767224
5210,-4.446080715917297,5.723628641977985e-05,-0.8968434918467945
12674,-4.4949320003594195,4.14789252525451e-05,-0.8958112392945078
17157,-4.689623191711752,1.2395348987013217e-05,-0.8957345283156503
