gene_symbol,GSM2388498,GSM2388499,GSM2388500,GSM2388501,GSM2388502,GSM2388503,GSM2388504,GSM2388505,GSM2388506,GSM2388507,GSM2388508,GSM2388509,GSM2388510
ZBTB8A,16.64163,0.92336,4.88583,9.44422,0,9.2142,15.73746,14.5695,0.17514,11.82135,0.47675,0.24572,4.03972
ATAD3B,0.14224,13.50419,1.36349,60.1818,1.0623,17.45849,5.61395,77.56717,6.48012,1.14137,46.08627,143.01132,7.21378
SSU72,17.63728,1.73131,11.70327,145.88308,0.79672,113.96512,1.56454,297.44343,32.4006,3.26106,186.09317,27.88966,5.77102
UBE2J2,3.5559,6.00186,1.93161,293.07228,0,37.94796,1.74861,116.45336,76.53548,0.24458,12.71345,3.31727,0.28855
ZNF362,61.87271,0.11542,0.68174,6.93246,20.98034,26.43021,74.82197,92.54708,3.15249,67.01482,15.25614,258.37869,48.47659
FNDC5,6.6851,0,1.93161,0,0,1.93983,33.22353,8.31077,1.75138,3.66869,2.22485,3.44013,0.86565
CPAMD8,0,0.46168,2.27248,27.02655,0.26557,19.27708,0.18406,23.59848,2.10166,16.54989,0,10.56613,2.59696
NR2F6,12.94349,0.11542,1.59074,2.81317,28.15084,58.19495,34.97214,20.11001,21.19175,26.33307,22.08962,88.33775,12.9848
ANKLE1,0,0.5771,0.22725,0.20094,4.24918,4.24338,1.56454,1.53903,4.5536,1.46748,0.47675,0.12286,5.19392
CCDC58,8.96088,6.8098,14.88474,10.04704,0,0.96992,0.09203,6.15612,3.32763,1.71206,0.47675,52.9535,0.86565
VMA21,0.28447,1.38504,0.56812,14.46774,3.71803,38.79664,2.85299,43.50328,10.5083,50.87256,0.63567,324.10984,6.34813
KALRN,2.98696,24.69996,4.09046,132.82193,0,0,1.38048,28.42078,0.52542,149.84578,62.61376,1.10576,32.02918
CILP2,0,0,0,2.61223,0,1.21239,0,0.82082,0,0.81527,0,0.12286,0
FAM86C2P,0,5.77102,0,5.62634,1.32787,0,0.2761,0.51301,0,1.05985,0.15892,0.12286,0.5771
ABCG1,33.70996,1.84673,0.79537,6.1287,1.59344,0.48496,3.77331,20.93082,6.30498,15.89768,7.62807,9.95182,2.01986
TFF3,0,0,0,0,0,0.12124,3.86534,0,0,7.9896,0,120.03613,0
TFF2,0,0,0,0,0,0,0,0,0,0.97832,0,1.47434,0
TFF1,0,0,0,0,0,0.24248,0,0,0,0.97832,0,0.24572,0
TMPRSS3,0,0.11542,0,0,0,0.24248,2.57689,0,0,3.42411,0.15892,9.21465,0.5771
UBASH3A,0,0.11542,0,0,0.26557,0,0,0.1026,0,1.30442,0,0.12286,1.44276
RSPH1,0,0.34626,0,0,0.26557,0,0,0.30781,0,0,0,0.73717,0
SLC37A1,6.25839,3.23177,6.47657,8.74093,1.59344,1.69735,1.19642,2.25725,1.40111,13.28883,0,18.92074,5.77102
PDE9A,0,0.92336,1.81798,4.82258,3.45246,9.45668,0,13.33827,1.22597,8.56029,0,104.67839,19.33293
WDR4,0,0,0,0,2.12459,1.93983,0.92032,1.74424,0,14.51172,0,22.72946,4.90537
NDUFV3,0.14224,15.58175,41.01825,55.66063,23.63608,3.51595,18.03826,22.88026,9.98289,89.27156,1.58918,126.67068,27.70091
PKNOX1,0,9.92615,0,10.34846,3.98361,1.45487,20.33906,3.59107,0.52542,64.89513,16.52749,217.21994,29.72077
CBS,367.53813,1.84673,9.43079,1.40659,32.66559,1.09116,19.14264,0.1026,33.45143,48.34524,60.70674,221.15152,7.21378
U2AF1,11.8056,0,7.27193,1245.73302,0.53115,9.45668,15.2773,7.38735,0,109.00099,29.55878,127.53071,7.50233
CRYAA,0,0,0,0,0,0,0,0,0,0.65221,0,0.24572,0
HSF2BP,0,0,0,3.01411,0.26557,0,0,0,0,0,0,2.5801,0.5771
RRP1B,7.82299,6.57896,37.72316,16.47715,20.44919,4.12214,2.3008,8.10556,13.13538,43.94281,0,149.523,20.48713
PDXK,0.28447,5.19392,119.30517,395.25072,51.25577,12.73015,2.48486,273.22934,72.68244,209.11558,268.41277,532.8523,112.53495
G6PD,11.66336,1.26962,0.56812,74.85048,0,85.3526,0.18406,140.56485,1.75138,0.32611,0,19.90364,7.21378
CSTB,6.96957,10.27242,4.54496,51.23993,5.0459,15.0337,1.10438,4.51449,16.46301,156.28638,18.91126,216.3599,11.2535
RRP1,0,21.23735,3.18147,111.72313,7.96722,2.42479,0.09203,0.30781,1.75138,58.29148,12.39562,129.12792,11.2535
AGPAT3,1.42236,13.61961,77.03705,695.65735,38.77379,3.15223,0.64422,31.90925,27.84701,53.31836,1.7481,229.13755,30.58642
TRAPPC10,2.13354,8.65653,14.31662,10.5494,15.66886,1.57611,0.36813,0.30781,0,40.19259,0.31784,205.91664,36.93455
GAB3,0.71118,2.53925,0.90899,1.40659,0,1.21239,0,16.21113,0,15.00088,12.2367,0,12.4077
C21orf33,22.0466,1.38504,10.56703,8.94187,0.26557,3.63718,1.10438,3.59107,6.30498,1.87511,0.15892,15.60347,3.46261
ICOSLG,14.93479,0.11542,0.11362,2.31082,1.0623,0.36372,12.24025,0.51301,8.2315,16.79447,0.15892,16.4635,12.4077
AIRE,0,0,0,0.20094,0,0,0,1.33383,0,1.46748,0,0.49145,0
C21orf2,0,0,1.47711,36.16936,2.92131,0.72744,0.92032,6.77174,0,6.84823,0,127.77643,3.46261
LRRC3,0,0.69252,1.02262,0.20094,7.1705,0.12124,0.2761,0,0,13.77799,0,13.39195,6.05957
ITGB2,0,0,1.81798,7.83669,2.39017,4.97082,2.39283,81.97906,5.77957,74.67831,20.50044,39.43869,11.2535
FAM207A,0.85342,2.53925,6.93106,7.53528,1.32787,0.36372,1.10438,29.4468,0,0.32611,19.2291,41.40448,1.44276
RALGDS,0,79.75549,2.61335,9.94657,0.26557,3.27347,4.41753,64.43411,6.48012,146.09556,44.49709,177.41266,12.9848
FTCD,1.13789,111.14984,1.70436,7.53528,22.57378,8.36552,317.14206,245.11637,1169.92453,103.86481,81.84285,869.00262,16.44742
SPATC1L,0,0.11542,0,12.15692,0.26557,0.84868,0,6.05352,0,0.89679,0.31784,5.03734,0.28855
LSS,209.37157,24.12286,0.11362,11.25269,17.52788,8.00181,18.31436,39.80961,0,0.81527,10.64752,64.99397,145.71833
VAV2,0.28447,48.70741,8.18093,0.10047,0,3.51595,12.24025,21.85424,1.05083,98.81017,88.51742,45.33606,48.76515
MCM3AP,50.92053,52.97796,0.11362,56.26345,20.18362,2.06107,42.15063,199.56105,0.17514,124.00187,1.27135,75.31438,47.61094
C21orf58,0,0.34626,0.11362,6.32964,2.12459,0.36372,0.2761,51.91665,0,0.65221,5.87997,34.52421,3.75117
PCNT,17.63728,4.96308,1.59074,35.76748,13.2787,0.96992,0,282.46353,5.42929,8.39723,5.08538,209.84822,28.85512
DIP2A,2.70249,6.69438,1.02262,33.6576,12.48197,3.03099,4.69363,49.76201,2.62708,26.65918,1.11243,35.62997,30.29787
S100B,2.41801,0.11542,0,0.20094,0,0.12124,0,12.62006,0,0.16305,0,0,0.5771
PRMT2,11.94783,11.19578,0.22725,6.32964,4.24918,8.608,1.56454,194.73875,0.87569,4.89159,0.47675,7.7403,15.00466
CLDND2,0.14224,0,0,0.80376,0.26557,0.6062,0,0.51301,0,0,2.70161,0,0
ZNF208,0.14224,0.11542,0,0.10047,1.32787,0.48496,1.01235,0.1026,0.70055,0.32611,0.31784,1.59721,1.1542
ADAMTS13,0.14224,11.77288,0.11362,1.30612,0,0.24248,1.56454,0.61561,0.35028,24.37644,0,26.1696,2.01986
CACFD1,14.65032,3.69345,1.70436,3.71741,0,3.39471,3.40518,0.41041,0,21.93064,0.47675,62.16815,2.88551
SLC2A6,0,1.96215,0.68174,0,0,1.21239,3.31315,0.71821,0,1.46748,0,0.12286,1.73131
ZNF761,6.54286,0,0.11362,4.82258,3.45246,0.6062,4.87769,2.87286,2.97735,9.94624,2.70161,0.73717,10.96494
FCN2,4.55156,14.31213,2.15886,0.50235,0,0,0.2761,0,0.52542,0.65221,0,0,0
C9orf116,0,0,0,0.10047,0,0.12124,0,1.23122,0,0,0,0.12286,0
LCN1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF714,0,0.46168,0.79537,7.83669,5.0459,12.48767,1.19642,35.19251,0,1.38595,0.47675,2.82582,7.21378
GPSM1,0,2.88551,0.11362,8.53999,0,1.57611,0.82829,32.11445,0.17514,46.71471,0.15892,0.86003,6.63668
C19orf47,0,0,3.74959,5.82729,2.92131,14.54874,0.55219,0.30781,1.40111,12.71814,1.27135,11.79475,13.85046
HIPK4,0,0,0,0,0,0,0,0.30781,0,0,0.31784,0,0.5771
CFAP157,0,0,0,0.20094,0,0.24248,0,0.82082,0,0,0,0,2.59696
TOR2A,0.56894,0,0.11362,2.41129,0,4.84958,0,49.86461,0.17514,0.08153,0,0.12286,2.01986
ST6GALNAC6,0,29.31678,0.4545,27.12702,0,12.24519,28.71397,62.38207,56.5697,77.93937,1.11243,18.55216,35.20324
SHKBP1,0.42671,0.23084,0.11362,43.30276,1.0623,18.4284,0.18406,55.71293,0.87569,8.31571,1.11243,41.03589,10.67639
RDH13,7.96522,0.11542,0.11362,2.21035,0.53115,1.69735,1.84064,0.71821,7.88123,15.9792,0.79459,0.49145,2.59696
ZER1,0.14224,0.11542,1.24986,25.51949,0,3.03099,36.90481,2.97546,0.17514,36.76847,0.15892,1.84293,21.92989
ZDHHC12,0.71118,0,0.34087,20.99832,0,1.21239,0.82829,0.51301,0.52542,18.425,0.47675,0.12286,1.73131
PKN3,0,0.34626,0,0.20094,0,0.24248,1.56454,5.1301,0,13.45188,17.95775,0.36859,3.46261
SPTBN4,0,0,0,0.20094,0,0,0,0.51301,0,0,0.15892,0,0.28855
BRSK1,0.42671,0,0,2.41129,0.53115,0,2.20877,1.53903,1.75138,8.15265,0,0.24572,3.17406
COX6B2,0,0,0.11362,1.708,0,0.12124,0.18406,0.61561,0,6.84823,0,0.24572,0.28855
TMEM190,0,0,0,0,0,0,0,0.41041,0,0,0,0,0
NLRP4,0,0,0,0,0,0,0,0,0,0,0,0,0
PLPP7,0,0.11542,0,0,0,0,0,0,1.57625,0,0,0,0
TAOK1,39.82611,24.81539,81.58201,6.32964,133.58368,3.39471,5.98208,51.60885,59.54706,20.95232,39.4117,93.25222,181.78723
MED27,4.26708,11.19578,0,12.96069,0.26557,0.48496,5.89004,11.38883,2.62708,12.22898,0.47675,2.94869,1.73131
DEDD2,1.5646,1.38504,33.74632,2.51176,1.85902,48.01084,0.55219,0.1026,0.35028,30.57245,29.87661,3.31727,17.02452
SIK3,238.38774,33.9336,105.67029,17.07998,47.80331,0,20.89125,12.10705,0.52542,18.34347,11.44211,4.66875,50.2079
MPZL3,55.61432,3.57803,36.47329,0.40188,5.0459,0,35.70839,0.1026,0.52542,0.40763,36.39226,7.00313,4.32827
JAML,32.00313,2.19299,10.11253,11.75504,1.59344,0,23.10002,0.41041,1.75138,1.05985,2.70161,2.21152,3.75117
NEK8,0,4.5014,0,0.40188,2.39017,0,25.21675,23.59848,0.17514,0,5.2443,44.2303,2.30841
TLCD1,0.28447,0.11542,0,0.40188,0.53115,0,7.54662,14.05649,5.25415,0.16305,0.31784,2.70296,0.28855
PCSK7,180.92434,40.39714,26.01989,50.73757,16.99673,2.18231,13.16057,34.4743,4.5536,106.63672,169.08892,82.93182,37.2231
SAFB,0.71118,0.5771,5.2267,151.30849,20.44919,307.58457,50.4335,82.08166,97.37695,16.38683,43.70249,323.61839,44.43688
CD3G,2.13354,0.34626,1.36349,0.10047,0,0,0,0.51301,0,5.29923,0.31784,1.10576,1.1542
S100A1,0,0.69252,0,58.57427,0,20.97443,0,3.28327,3.85304,51.36172,1.27135,0,2.01986
CHTOP,0,7.50233,13.63488,427.09985,3.71803,92.26325,21.9036,373.16377,9.63261,149.84578,1.11243,27.52108,30.58642
CXCR5,0,3.11635,2.15886,3.51647,1.0623,0,0.18406,0.51301,0.17514,53.15531,0.63567,8.47747,0
ZBTB7B,56.60998,31.74061,15.22561,4.92305,0.53115,29.33996,52.45821,83.21029,0.87569,0,144.29769,61.43098,35.49179
FLAD1,8.10746,12.58082,1.13624,5.92776,0.53115,28.61252,27.42552,103.93591,8.40664,2.36427,17.00424,101.60684,5.19392
SHC1,14.22361,46.399,2.72698,28.23219,10.09181,228.65767,154.52163,226.03238,49.38903,138.92123,151.76684,98.41243,66.94387
VPS11,2.84472,0.23084,5.45395,0.20094,2.39017,0.24248,0.55219,9.33679,0.70055,2.69038,0.95351,10.3204,3.46261
NLRX1,0,3.34719,14.88474,0.10047,2.65574,0,0,16.21113,0,0.08153,1.27135,32.43556,5.77102
ADAR,111.51312,42.24386,90.67193,18.6875,14.60657,395.36196,47.85661,382.70576,59.54706,183.27167,150.81334,71.25993,189.00101
IL6R,24.0379,221.49174,1.70436,10.04704,18.05903,102.20489,62.48969,87.00656,19.96578,78.0209,245.8464,23.71236,109.93799
UBE2Q1,1.84907,15.81259,1.02262,77.46271,2.65574,201.25754,16.47372,351.71993,2.62708,6.11449,24.4734,336.39604,75.88895
CHRNB2,0,0,0,0,0,0,0.2761,2.66765,0,0,0,2.94869,0.86565
CRTC2,0,0.46168,3.2951,49.93381,4.78033,62.55957,6.81036,104.55152,10.85858,16.79447,24.63232,67.69694,128.40526
ANO10,6.40063,5.42476,0,1.80847,0.53115,0.36372,0.36813,0.30781,0,11.6583,0.95351,2.82582,3.46261
FDPS,316.04866,23.66118,0.34087,62.1912,3.71803,934.27147,1561.96607,171.34548,15.0619,21.35995,210.08981,268.57624,179.76737
RUSC1,0.85342,1.38504,0,13.66398,0.26557,47.2834,21.9036,155.23695,32.05033,51.52477,25.74474,27.52108,21.92989
GBAP1,0,0,0.79537,6.83199,0,12.24519,6.81036,136.46077,0,23.80575,17.16316,16.4635,8.07943
FAM189B,0.14224,1.38504,1.47711,276.6956,3.18689,44.49489,6.16614,175.85997,0.35028,19.56637,16.52749,11.54902,6.63668
PAQR6,0,0,0,0,0,2.78851,7.08646,23.90628,0,0.08153,0,34.27849,0.5771
PMF1,8.96088,1.50047,7.15831,10.75034,2.39017,86.08003,99.02637,618.17754,4.90388,7.58197,33.84957,306.04913,7.50233
SLC25A44,0.71118,14.31213,2.72698,0.30141,3.98361,44.49489,194.18739,57.35456,3.67791,11.9844,22.24854,232.94627,39.53151
LMNA,90.1777,75.71578,22.83842,49.53193,7.1705,313.88903,430.34135,776.69775,4.90388,525.19398,106.63409,725.13127,124.94265
CCR5,0,0,0,0,0,0,0.09203,0.1026,0,0,1.27135,0,3.46261
NBEAL2,3.84038,0,0,42.29806,0,0,28.806,143.64291,0.87569,62.93849,64.04402,164.63502,13.27335
CCDC12,7.11181,1.1542,1.02262,17.18045,0,0,0.55219,93.7783,24.86965,31.06161,61.02457,117.45603,5.19392
PTH1R,28.58946,0.69252,4.43133,0.60282,0,0,0.46016,5.23271,16.98843,19.07721,14.62047,5.28306,0.28855
UBQLN4,24.60685,44.09059,10.79428,9.94657,6.90492,94.5668,165.28936,129.48383,5.25415,33.1813,30.83012,216.60563,51.65066
MYL3,0.28447,0,0.22725,3.416,0,0,0,0,0,0,2.22485,0,0
PPP1R35,0,3.00093,0,7.53528,1.59344,11.39651,0.92032,129.48383,1.40111,18.26195,0.31784,0.24572,0.5771
GPATCH4,7.11181,0.46168,9.77166,2.91364,0,49.82943,56.23151,84.54411,6.12984,3.01648,8.26374,100.37822,12.11915
LRRC71,0,0,0,0.20094,0,0.36372,0.2761,0.71821,0,0,0,1.35148,0.86565
FCRL3,0,0.46168,0,0.10047,0,0,1.10438,2.77026,0,0.73374,0,3.93158,1.44276
AZGP1,1040.88392,1378.92747,250.42723,0.60282,76.48529,65.59056,493.47526,118.81321,917.72523,176.09733,401.90403,38.21007,19.62148
FGFR4,1.70683,0.34626,0.22725,0.10047,26.29182,205.86464,86.32596,87.31437,24.1691,60.49269,0.47675,314.89519,40.10861
CYP3A4,280.48963,6516.05844,395.75228,0,55.50495,23.0355,179.46228,34.16649,1485.3488,260.64036,1590.92971,0.49145,37.51165
CYP3A7,478.62454,35.89574,0.4545,0.10047,192.27552,51.52678,234.31332,42.16946,455.71012,157.18317,75.80396,111.19007,42.12847
NACC1,0,9.23363,11.24877,2.7127,28.15084,51.64802,1.38048,15.59552,2.97735,48.67135,28.92311,6.26596,19.91003
CYP11B1,0,0,0,0,0.26557,304.55359,0,0,0,0.08153,0,0,113.11205
HK3,0.56894,0.34626,0,0,2.92131,8.12305,0.36813,15.90332,16.98843,0,0.31784,4.91448,5.19392
LY6K,0,0,0,0.20094,0,0.24248,0,0.41041,0.52542,0.73374,3.65512,0.24572,0
IER2,0.56894,0.23084,37.60953,55.86157,3.18689,22.06559,30.92273,16.00592,36.07851,54.54126,28.60527,1.72007,9.52219
ZNF394,0.42671,28.73968,0.34087,1.10517,10.62296,21.70187,3.95737,40.93823,6.30498,28.69734,87.72283,0.49145,15.58176
CPSF4,0,12.23456,0,15.77386,18.05903,21.45939,24.29643,99.21621,7.00554,50.22035,11.91886,2.08865,3.75117
LY6E,28.44722,1.26962,27.61062,65.40626,1.59344,46.31348,37.27294,412.66557,50.96528,121.47455,11.60103,18.55216,10.38784
VPS28,2.70249,4.38598,33.74632,798.23767,5.57705,174.34238,3.12909,188.89043,16.46301,1.05985,13.9848,31.45266,18.17872
TONSL,0.56894,0,1.93161,0.50235,4.78033,9.8204,0.09203,1.12862,0.35028,0.73374,0.47675,28.87256,14.42756
PTGER1,0,0,0,0,0,4.48586,0,0,0,0,0.15892,0.61431,0
MUM1,0.42671,0.11542,14.99836,16.07527,6.90492,132.75724,1.74861,18.87878,32.22547,7.33739,16.20965,10.3204,16.44742
RECQL4,5.97392,0,0,10.24799,2.65574,18.67088,0,38.47578,2.2768,26.25155,0.79459,97.67526,9.81074
LRRC14,3.84038,0,0.79537,22.60585,3.71803,20.00451,0,3.38587,10.15803,10.19082,7.46915,13.8834,12.69625
ZNF333,0.28447,2.19299,0.90899,4.21976,5.31148,7.39561,2.3008,5.64311,1.57625,4.48396,60.70674,22.97519,13.27335
COL26A1,0.28447,4.5014,0,7.93716,15.93444,11.88147,0,42.78507,0.35028,0,0,113.033,3.46261
PPP1R16A,0.28447,0,11.02152,6.93246,6.63935,54.92149,17.302,35.29512,17.3387,19.89248,3.17836,41.6502,9.23364
FOXH1,0,0,0,11.15222,0.53115,0,13.71276,8.00296,0,1.2229,0,0,0
ORAI2,0.14224,124.19235,1.93161,22.50538,36.38363,12.48767,8.55897,98.19019,0.17514,145.6064,2.06594,2.33438,16.15886
ALKBH4,0,6.69438,0,0.10047,1.85902,6.06197,0.64422,14.6721,3.32763,0.16305,1.43026,0,1.73131
CCDC105,0,0,0,0,0,0,0,0,0,0,0,0,0
SH2B2,0.14224,2.77009,0,4.72211,0.26557,0.6062,1.01235,3.48847,0,0.24458,0.31784,8.96892,0
MRNIP,43.95096,9.23363,0.11362,354.15831,6.63935,747.56266,60.92514,108.03999,12.25969,3.26106,5.2443,242.77523,10.96494
SQSTM1,234.40513,82.41016,60.33433,128.20029,16.73116,511.38815,18.95858,60.53523,184.59588,0.73374,316.40606,53.69067,59.15299
MGAT4B,0.56894,2.19299,0.11362,121.56924,21.77706,80.98798,54.759,73.36049,25.21993,0.40763,9.21725,0.9829,25.9696
RPL8,47.79134,38.66583,65.44741,4286.16956,30.27543,1380.79649,45.92394,182.83691,431.01561,437.22685,132.21991,985.35289,152.06646
MAML1,0.14224,6.92522,0,9.64516,22.04264,68.37907,15.5534,0.30781,4.90388,0,2.22485,0.12286,53.38196
PGLYRP2,1.13789,8.31027,266.78908,0,0.79672,1.45487,7.91475,0,5.25415,42.63838,31.4658,24.69525,0
LRWD1,0,43.74433,0.68174,0.60282,1.59344,21.33815,3.12909,256.91561,14.01107,0.24458,69.1294,0.36859,5.48247
FBXL13,0,3.57803,0,0.50235,2.92131,0.12124,0.36813,2.05204,0,0.48916,0.15892,0,5.19392
NAPEPLD,16.21492,8.88737,1.36349,9.24328,11.68525,11.51775,4.14144,6.97694,1.40111,0.32611,0.15892,0.12286,10.09929
SCGB3A1,0,0,0,0,0,36.8568,0,0.1026,0,0,0,0,0.5771
PSMC2,70.12241,671.28502,76.92343,29.63878,8.76394,45.94976,11.2279,41.14343,4.37846,34.07809,70.55966,2.5801,9.52219
CELF5,0,0,0,0.10047,0,0.36372,0.46016,4.20669,0,1.05985,0.31784,0.24572,1.1542
MFSD12,4.40932,1.03878,2.27248,29.83972,6.37377,65.83304,0,10.055,8.58178,13.04425,17.00424,15.35774,8.07943
LOC102725072,0,0,0.11362,0.20094,0,1.69735,0,0.30781,0,1.14137,0,3.44013,0
USP41,0,0,0,1.50706,0,0,0,5.43791,0,6.03296,0,0.12286,0
TUBA3FP,0,0.11542,0.34087,0.10047,0.26557,0.12124,1.01235,13.85128,0,1.63053,0.63567,0,1.44276
YDJC,0,0,0.11362,0,0,0,0.09203,69.2564,0.17514,0,0.47675,15.60347,0.86565
CCDC116,0,0,0,0,0,0,0,1.02602,0,0,0,0,0.5771
DVL3,0.56894,0.11542,0.4545,31.9496,0,0,10.6757,86.18575,4.5536,77.36869,39.4117,74.20862,58.86444
AP2M1,1.13789,0.80794,16.36185,170.79975,0.53115,2.78851,124.88734,41.65644,145.89029,292.1096,40.36521,93.62081,35.20324
ABCF3,0.56894,2.88551,0.4545,9.04234,0,0.12124,8.09881,29.03639,5.77957,54.45973,32.26039,43.49313,10.38784
PCYT1A,1.70683,167.59041,0.90899,24.91667,0.26557,0,18.40639,2.97546,0.17514,75.81968,22.24854,1.10576,30.00932
FBXO27,0,0,1.13624,0.10047,2.39017,4.12214,3.22112,0.92342,0,0.65221,0.79459,0.12286,10.67639
DMKN,0.28447,0,0,0.80376,2.92131,38.55416,43.16298,27.08695,7.18067,15.24546,0.63567,4.05444,5.19392
U2AF1L4,0,0,1.59074,7.1334,2.92131,22.55054,0.09203,49.65941,1.92652,0.24458,9.85293,0.86003,7.79088
BDH1,2.27578,8.19485,0.90899,0,0,3.27347,33.03947,35.91073,16.98843,26.08849,25.42691,270.66489,4.90537
NPHS1,0,0,0,0.10047,0,2.54603,0,0.1026,0,0.24458,0,0,0
THAP8,0,0,0,3.01411,0.53115,4.6071,0.46016,0.51301,0.17514,0.16305,0,1.10576,0.28855
COX7A1,0.28447,1.50047,0,0.10047,0.26557,3.27347,0,0.30781,3.50277,0.24458,0.15892,1.72007,1.1542
ZNF382,0,2.07757,1.47711,1.30612,10.35738,10.54784,0.64422,0.41041,0.17514,7.33739,2.22485,3.31727,19.62148
LRRC56,0,0.23084,0,0.20094,0.53115,0,0.46016,0.82082,0,0,0.15892,0,1.44276
PLXDC1,0,0.69252,0.34087,1.708,1.32787,4.48586,0.64422,22.26465,0,21.11537,0.95351,15.72633,20.77568
PGAP3,0.14224,3.34719,0,1.0047,11.95083,19.0346,61.3853,8.82378,4.20332,3.42411,48.31112,11.79475,6.92523
IKZF3,0.14224,3.34719,1.70436,0.60282,3.18689,3.75842,0.92032,0.82082,7.00554,7.09281,12.2367,0.61431,13.5619
GRIN2C,0,0,0.22725,1.20565,0,12.85139,1.93267,0.61561,0,0.16305,0,0.36859,2.30841
FDXR,0,0.69252,3.63597,0.30141,1.59344,287.58006,92.4921,46.58134,0.17514,0.24458,4.76754,24.94098,19.33293
SAP30BP,10.241,0.11542,11.81689,619.40028,2.92131,126.45278,23.74424,8.31077,64.27579,17.85431,96.78116,15.72633,9.81074
ACOX1,5.83168,38.31957,639.58932,25.92137,27.35411,225.62668,238.73085,8.31077,33.62657,32.8552,67.06346,234.05203,40.10861
PRPSAP1,0,4.27055,5.79482,5.62634,8.76394,83.29153,81.2642,41.04083,10.85858,27.06681,8.58158,40.42158,11.2535
CYGB,0,0,0.22725,66.81284,6.63935,164.64322,95.98931,3.38587,18.38953,134.60032,99.16493,2.5801,10.38784
SRSF2,0.28447,64.05832,2.72698,609.75512,12.2164,295.09691,166.20968,115.11954,23.99396,283.30473,317.51849,48.53047,19.91003
ZNF577,0,0.46168,0,1.80847,11.95083,0.24248,0.2761,1.02602,0,6.35907,17.79883,0.24572,14.71611
TMEM143,0.71118,0.34626,0,15.9748,5.31148,9.09296,1.84064,0.82082,0.17514,13.12577,13.50804,12.40906,7.21378
KLHL10,0,0,0.56812,0,0,0,0,0,0,0,0,0.86003,0
CCDC155,0,0,0.11362,0,0,0.12124,0,0,0,0,0.15892,2.45724,0
HCRT,0,0,0,0,0,0.24248,0,0,0,0,0,0,0
ALDH16A1,7.68075,7.96401,9.65804,7.1334,1.85902,1.69735,20.61515,2.15464,0,66.52566,5.72105,102.95832,11.54205
DCD,0,0,0,0,0,0,0,0,0,0,0,0,0
ITGA5,18.06399,9.57989,12.95313,121.77018,3.71803,7.39561,144.39811,0.82082,72.5073,327.81823,140.16582,174.34112,6.34813
SIGLEC11,9.24535,3.11635,0,0.10047,0,0.12124,3.22112,0,6.30498,0.81527,0.31784,0.24572,2.01986
ZNF385A,0,0.5771,1.02262,100.16903,0.53115,5.09206,5.70598,0.82082,1.75138,16.22378,38.29928,4.91448,20.77568
SIGLEC16,0,0,0,0,0.79672,0,1.74861,0.1026,0.87569,0.08153,0.31784,0,0.86565
MPP3,0,0.46168,0,0.70329,0.79672,0.6062,0,3.28327,0,4.64701,6.19781,4.91448,1.44276
CD300LG,0,0.23084,0,0,0.79672,0.12124,0.09203,0.2052,0,0.08153,76.59855,2.33438,0.28855
IZUMO2,0.14224,0,0,0,0,0,0.2761,0.71821,0,1.549,0.15892,0.12286,0.28855
NAGS,0.56894,3.46261,0.11362,0.20094,8.76394,4.36462,15.82949,4.51449,1.40111,12.06593,122.36698,16.83209,3.46261
LSM12,0.28447,72.02233,0.4545,4.01882,9.02951,47.76836,43.99127,65.25492,7.00554,40.68174,75.00937,62.90532,17.60162
ASB16,0,0.34626,0,0,1.0623,0.48496,1.47251,0.1026,0,0,0,0.12286,1.44276
EMC10,17.77951,16.73596,0.79537,78.8693,23.10493,1.57611,4.14144,36.83415,1.92652,65.71039,19.38802,2.82582,39.24296
JOSD2,17.92175,0.46168,0,0,0.26557,0,0.46016,3.07806,0.52542,2.03816,35.75659,1.72007,0.86565
SHANK1,0.42671,0,0,0,0,0.12124,0.18406,0.1026,0,0.32611,0,0,0.28855
FAM171A2,0,0.46168,0,0,0,2.18231,1.10438,6.77174,0,0.73374,3.33728,0.86003,1.1542
DBF4B,0.28447,1.50047,1.02262,0.40188,1.85902,3.75842,0.09203,2.66765,0.35028,0.40763,0.95351,0.9829,5.19392
PLCD3,0,1.73131,7.27193,47.9244,4.78033,59.64983,4.50957,6.87434,19.09009,79.81448,1.7481,0.36859,61.74995
FMNL3,0.14224,7.96401,9.65804,95.74833,0.53115,1.69735,45.64784,11.08102,0.70055,86.09203,44.17925,6.02024,28.85512
AQP5,0,0,0,0,0,0,0.09203,0,0,1.87511,0,0,0
RACGAP1,13.7969,0,2.8406,0.20094,1.0623,1.81859,3.58925,15.59552,0,3.75022,0,21.25512,11.2535
OR7G1,0,0,0,0,0,0,0,0,0,0,0,0,0
LARP4,1391.06925,481.88015,880.35851,17.18045,1.0623,4.12214,102.06342,3.89888,35.37796,25.68086,19.07018,1.72007,62.32705
GRASP,0.71118,0.5771,2.61335,1.30612,0,0,31.93508,55.61033,0.35028,96.36437,24.95015,2.5801,0.5771
RAVER1,0.28447,0.46168,0.34087,0.30141,4.24918,28.49128,5.61395,0,4.37846,16.38683,7.62807,17.20067,1.1542
KRT84,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT82,0,0,0,0,0,0,0,0,0,0,0,0,0
SYCE2,0,0,0.34087,1.20565,0,0.24248,0,0,0,0,0.15892,12.77764,0
